"ID","NAME","EXTERNAL ID","DATA CENTER","STATUS"
"a990q0000008bcKAAQ","ARSJLS10","ARSJLS10","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcLAAQ","ARSJLS11","ARSJLS11","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcMAAQ","ARSJLS12","ARSJLS12","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcNAAQ","ARSJLW01","ARSJLW01","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcOAAQ","ARSJLW02","ARSJLW02","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcPAAQ","ARSJLW03","ARSJLW03","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcQAAQ","ARSJLW04","ARSJLW04","","Item Updated"
"a990q0000008bcRAAQ","ARSJLW05","ARSJLW05","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcSAAQ","ARSJLW07","ARSJLW07","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcTAAQ","ARSJLW08","ARSJLW08","","Item Updated"
"a990q0000008bcUAAQ","ARSJLW09","ARSJLW09","","Item Updated"
"a990q0000008bcVAAQ","ARSJLW10","ARSJLW10","","Item Updated"
"a990q0000008bcWAAQ","ARSJLW11","ARSJLW11","","Item Updated"
"a990q0000008bcXAAQ","ARSJLW12","ARSJLW12","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcYAAQ","ARSJLW13","ARSJLW13","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcZAAQ","ARSJLW14","ARSJLW14","St. John's 351 - Data Center","Item Updated"
"a990q0000008bcaAAA","ARSJLW15","ARSJLW15","","Item Updated"
"a990q0000008bcbAAA","ARSJMBR01","ARSJMBR01","","Item Updated"
"a990q0000008bccAAA","ARSJMBX01","ARSJMBX01","","Item Updated"
"a990q0000008bcdAAA","ARSJMBX02","ARSJMBX02","","Item Updated"
"a990q0000008bceAAA","ARSJMID01","ARSJMID01","","Item Updated"
"a990q0000008bcfAAA","ARSJMON01","ARSJMON01","","Item Updated"
"a990q0000008bcgAAA","ARSJNCC01","ARSJNCC01","","Item Updated"
"a990q0000008bchAAA","ARSJNCR01","ARSJNCR01","","Item Updated"
