ruledefaultname,monitorInstance,time,minvalue,avgvalue,maxvalue,server,serverid,metric,type,external id,unit
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,3893,3893.2,4034,vsbq2cs1,vsbq2cs1,Memory Utilization,Baseline,vsbq2cs1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,12966,12969.41667,13899,vscp1ap1,vscp1ap1,Memory Utilization,Baseline,vscp1ap1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,3947,3951.833333,3970,vscp1cs1,vscp1cs1,Memory Utilization,Baseline,vscp1cs1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,3022,3190.5,3318,ARSJLS03,ARSJLS03,Memory Utilization,Baseline,ARSJLS03-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,2537,2542,2687,clbs004,clbs004,Memory Utilization,Baseline,clbs004-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,6674,6675.333333,6685,clbs005,clbs005,Memory Utilization,Baseline,clbs005-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,2176,2188.25,2224,cls058,cls058,Memory Utilization,Baseline,cls058-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,283,284.75,313,cls070,cls070,Memory Utilization,Baseline,cls070-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,951,952.4166667,1040,cls185,cls185,Memory Utilization,Baseline,cls185-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,3150,3296.416667,3759,cls246,cls246,Memory Utilization,Baseline,cls246-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,17618,19091.66667,20340,cls264,cls264,Memory Utilization,Baseline,cls264-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,3377,3437.916667,3660,cls306,cls306,Memory Utilization,Baseline,cls306-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,326,326.3333333,344,cls407,cls407,Memory Utilization,Baseline,cls407-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,5657,6785.083333,9828,cls416,cls416,Memory Utilization,Baseline,cls416-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,1778,1798,1930,arsjls08,arsjls08,Memory Utilization,Baseline,arsjls08-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,3351,3400.583333,3453,cls204,cls204,Memory Utilization,Baseline,cls204-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,1058,1106.75,1248,cls415,cls415,Memory Utilization,Baseline,cls415-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,9965,9982.5,10054,cls003,cls003,Memory Utilization,Baseline,cls003-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,6147,6155.833333,7862,cls023,cls023,Memory Utilization,Baseline,cls023-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,5249,5250,5293,cls083,cls083,Memory Utilization,Baseline,cls083-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,6730,6744.416667,10047,cls085,cls085,Memory Utilization,Baseline,cls085-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,28397,28399.16667,28403,cls101,cls101,Memory Utilization,Baseline,cls101-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,99926,100096.1667,100382,cls3003,cls3003,Memory Utilization,Baseline,cls3003-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,13778,13783.41667,13833,cls3004,cls3004,Memory Utilization,Baseline,cls3004-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,19357,19399.27273,19558,cls3016,cls3016,Memory Utilization,Baseline,cls3016-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,319,321.25,346,cls3028,cls3028,Memory Utilization,Baseline,cls3028-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,714,717.1666667,737,cls3049,cls3049,Memory Utilization,Baseline,cls3049-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,1189,1189.916667,1227,cls3050,cls3050,Memory Utilization,Baseline,cls3050-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,863,863.9166667,874,cls309,cls309,Memory Utilization,Baseline,cls309-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,1149,1149,1187,vsaq2ap1,vsaq2ap1,Memory Utilization,Baseline,vsaq2ap1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,9430,12657.16667,25837,vsbp1ap8,vsbp1ap8,Memory Utilization,Baseline,vsbp1ap8-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,3172,3178.75,3201,vsgp1cs1,vsgp1cs1,Memory Utilization,Baseline,vsgp1cs1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,2951,2968.083333,2978,vsgq2cs1,vsgq2cs1,Memory Utilization,Baseline,vsgq2cs1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,7415,7421.583333,7436,vshrqdb1,vshrqdb1,Memory Utilization,Baseline,vshrqdb1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,348,348.5833333,355,arsjls01,arsjls01,Memory Utilization,Baseline,arsjls01-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,5029,5086.916667,5418,cls040,cls040,Memory Utilization,Baseline,cls040-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,504,504.3333333,507,cls046,cls046,Memory Utilization,Baseline,cls046-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,2495,2497,2977,cls049,cls049,Memory Utilization,Baseline,cls049-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,9235,9267.583333,9291,cls218,cls218,Memory Utilization,Baseline,cls218-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,3343,3408.5,3740,cls244,cls244,Memory Utilization,Baseline,cls244-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,2229,2438,2798,cls257,cls257,Memory Utilization,Baseline,cls257-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,8552,8612.75,8890,cls281,cls281,Memory Utilization,Baseline,cls281-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,5007,5204.166667,5409,cls420,cls420,Memory Utilization,Baseline,cls420-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,600,600,611,pgls003.hq.huskyenergy.com,pgls003,Memory Utilization,Baseline,pgls003.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,436,436.25,448,arsjls09,arsjls09,Memory Utilization,Baseline,arsjls09-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,496,499.3333333,882,cls007,cls007,Memory Utilization,Baseline,cls007-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,1708,1710.583333,1713,cls058,cls058,Memory Utilization,Baseline,cls058-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,1356,1357,1418,cls181,cls181,Memory Utilization,Baseline,cls181-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,247,263.3333333,292,cls389,cls389,Memory Utilization,Baseline,cls389-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,318,318,341,cls451,cls451,Memory Utilization,Baseline,cls451-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,1877,1879.916667,1947,cls025,cls025,Memory Utilization,Baseline,cls025-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,19397,19416,19513,cls090,cls090,Memory Utilization,Baseline,cls090-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,6389,6390.5,6608,cls029,cls029,Memory Utilization,Baseline,cls029-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,600,601.4166667,615,cls457,cls457,Memory Utilization,Baseline,cls457-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,793,800.0833333,824,vsaq2cs1,vsaq2cs1,Memory Utilization,Baseline,vsaq2cs1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,10424,10450.33333,11254,vsbd3ci1,vsbd3ci1,Memory Utilization,Baseline,vsbd3ci1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,11215,12928.16667,22482,vsbq2ap4,vsbq2ap4,Memory Utilization,Baseline,vsbq2ap4-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,7473,7473.25,7497,vscp1ap2,vscp1ap2,Memory Utilization,Baseline,vscp1ap2-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,6557,6580,6722,vscp1db1,vscp1db1,Memory Utilization,Baseline,vscp1db1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,9953,9999.333333,10663,vsgq2ap2,vsgq2ap2,Memory Utilization,Baseline,vsgq2ap2-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,28773,28826.33333,29002,vsid3ci1,vsid3ci1,Memory Utilization,Baseline,vsid3ci1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,36636,36659.9,36726,vsip1ap1,vsip1ap1,Memory Utilization,Baseline,vsip1ap1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,7863,7865.666667,7882,vsjp1ap3,vsjp1ap3,Memory Utilization,Baseline,vsjp1ap3-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,11396,11396.66667,11413,vsjp1ap4,vsjp1ap4,Memory Utilization,Baseline,vsjp1ap4-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,2314,2315.333333,2317,arsjlb02,arsjlb02,Memory Utilization,Baseline,arsjlb02-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,815,816.5,835,clbs008,clbs008,Memory Utilization,Baseline,clbs008-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,832,844.1666667,857,cls015,cls015,Memory Utilization,Baseline,cls015-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,271,272,294,cls020,cls020,Memory Utilization,Baseline,cls020-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,7399,7408,7451,cls057,cls057,Memory Utilization,Baseline,cls057-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,1551,1551,1551,cls071,cls071,Memory Utilization,Baseline,cls071-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,2017,2023.166667,2155,cls258,cls258,Memory Utilization,Baseline,cls258-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,3511,3644.384615,4058,cls283,cls283,Memory Utilization,Baseline,cls283-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,3730,3730.666667,3735,cls299,cls299,Memory Utilization,Baseline,cls299-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,765,765.25,800,cls303,cls303,Memory Utilization,Baseline,cls303-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,1573,1575.583333,1597,cls355,cls355,Memory Utilization,Baseline,cls355-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,2794,2794.916667,2803,cls357,cls357,Memory Utilization,Baseline,cls357-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,459,459.0833333,461,srls003.hq.huskyenergy.com,srls003,Memory Utilization,Baseline,srls003.hq.huskyenergy.com-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,1193,1194,1195,cls051,cls051,Memory Utilization,Baseline,cls051-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,7680,7705.416667,7720,cls228,cls228,Memory Utilization,Baseline,cls228-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,1839,1868.083333,1924,cls399,cls399,Memory Utilization,Baseline,cls399-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,3823,3950.5,4743,cls445,cls445,Memory Utilization,Baseline,cls445-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,3208,3318.583333,3468,cls479,cls479,Memory Utilization,Baseline,cls479-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,6234,6241.333333,6594,cls075,cls075,Memory Utilization,Baseline,cls075-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,550,551.1666667,579,cls156,cls156,Memory Utilization,Baseline,cls156-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,5777,5777.416667,5785,cls313,cls313,Memory Utilization,Baseline,cls313-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,1987,1988.75,2095,vsad3ci1,vsad3ci1,Memory Utilization,Baseline,vsad3ci1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,10457,12344.16667,23834,vsbp1ap1,vsbp1ap1,Memory Utilization,Baseline,vsbp1ap1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,5881,10306.08333,13898,vsgp1ap2,vsgp1ap2,Memory Utilization,Baseline,vsgp1ap2-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,8662,8676.272727,8825,vsgp1db1,vsgp1db1,Memory Utilization,Baseline,vsgp1db1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,49518,49577,49920,vsip1db1,vsip1db1,Memory Utilization,Baseline,vsip1db1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,18650,18741.45455,19091,vsiq2ap1,vsiq2ap1,Memory Utilization,Baseline,vsiq2ap1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,16299,16299.58333,16329,vsjq2ap2,vsjq2ap2,Memory Utilization,Baseline,vsjq2ap2-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,6950,6951.916667,7009,vsop1ap4,vsop1ap4,Memory Utilization,Baseline,vsop1ap4-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,24317,25344,26971,vsoq3ap3,vsoq3ap3,Memory Utilization,Baseline,vsoq3ap3-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,15637,15638.58333,15641,clbs006,clbs006,Memory Utilization,Baseline,clbs006-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,2014,2014.083333,2033,cls002,cls002,Memory Utilization,Baseline,cls002-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,3536,3539,3692,cls041,cls041,Memory Utilization,Baseline,cls041-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,1409,1409,1409,cls043,cls043,Memory Utilization,Baseline,cls043-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,1161,1162.5,1163,cls225,cls225,Memory Utilization,Baseline,cls225-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,6549,6553.833333,7198,cls235,cls235,Memory Utilization,Baseline,cls235-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,3620,3655.5,3748,cls268,cls268,Memory Utilization,Baseline,cls268-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,11382,11419.91667,11767,cls144,cls144,Memory Utilization,Baseline,cls144-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,2917,2919,3521,cls167,cls167,Memory Utilization,Baseline,cls167-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,1198,1198.75,1220,cls388,cls388,Memory Utilization,Baseline,cls388-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,6594,6595.916667,6616,cls423,cls423,Memory Utilization,Baseline,cls423-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 6),_self,2017-11-10T12:00:00Z,1626,1628.833333,1644,cls431,cls431,Memory Utilization,Baseline,cls431-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,993,994.6666667,1003,cls027,cls027,Memory Utilization,Baseline,cls027-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,10430,10473.75,10759,cls081,cls081,Memory Utilization,Baseline,cls081-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 10),_self,2017-11-10T12:00:00Z,8709,8710.166667,8712,cls088,cls088,Memory Utilization,Baseline,cls088-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,1099,1104.833333,1158,cls3027,cls3027,Memory Utilization,Baseline,cls3027-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,2164,2222.666667,2354,cls3051,cls3051,Memory Utilization,Baseline,cls3051-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,741,742.6666667,759,cls310,cls310,Memory Utilization,Baseline,cls310-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,26479,26504.66667,26593,cls320,cls320,Memory Utilization,Baseline,cls320-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,2457,2481.166667,2499,cls397,cls397,Memory Utilization,Baseline,cls397-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,1285,1285,1285,cls448,cls448,Memory Utilization,Baseline,cls448-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,1275,1279.545455,1311,vsaq2ap2,vsaq2ap2,Memory Utilization,Baseline,vsaq2ap2-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,9976,12566.11111,25376,vsbp1ap4,vsbp1ap4,Memory Utilization,Baseline,vsbp1ap4-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,10296,11699.08333,24902,vsbp1ap5,vsbp1ap5,Memory Utilization,Baseline,vsbp1ap5-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,5257,5258,5272,vsbp1cs1,vsbp1cs1,Memory Utilization,Baseline,vsbp1cs1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,9975,9975.416667,10008,vsjp1ap2,vsjp1ap2,Memory Utilization,Baseline,vsjp1ap2-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,2003,2007.583333,2054,vsjq2cs1,vsjq2cs1,Memory Utilization,Baseline,vsjq2cs1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,48315,49111.33333,49937,vsop1ap5,vsop1ap5,Memory Utilization,Baseline,vsop1ap5-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,3950,3950.75,3997,vsoq1ap1,vsoq1ap1,Memory Utilization,Baseline,vsoq1ap1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,13803,13823.25,13978,vspd3ci1,vspd3ci1,Memory Utilization,Baseline,vspd3ci1-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (SUSE Linux Enterprise Server 11),_self,2017-11-10T12:00:00Z,25048,25052.16667,25055,vspq1ap2,vspq1ap2,Memory Utilization,Baseline,vspq1ap2-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,2840,2840.916667,2870,clbs002,clbs002,Memory Utilization,Baseline,clbs002-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,45401,46332.75,47883,clbs003,clbs003,Memory Utilization,Baseline,clbs003-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,1162,1162.5,1239,CLS038,CLS038,Memory Utilization,Baseline,CLS038-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,6443,6465,6524,cls238,cls238,Memory Utilization,Baseline,cls238-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,9631,9789.416667,9971,cls245,cls245,Memory Utilization,Baseline,cls245-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,2980,4591.416667,13250,cls250,cls250,Memory Utilization,Baseline,cls250-Memory Utilization-_self-Baseline,MB
Used Memory MBytes (Red Hat Enterprise Linux Server 5),_self,2017-11-10T12:00:00Z,5424,5452.916667,5502,cls251,cls251,Memory Utilization,Baseline,cls251-Memory Utilization-_self-Baseline,MB
