Name,External Id,Data Center
CGCAPP834QA,CGCAPP834QA,Rogers CoLo Data Center
CGCAPP835QA,CGCAPP835QA,Rogers CoLo Data Center
CGCAPP836QA,CGCAPP836QA,Rogers CoLo Data Center
CGCAPP837QA,CGCAPP837QA,Rogers CoLo Data Center
CGCAPP838QA,CGCAPP838QA,Rogers CoLo Data Center
CGCAPP839TS,CGCAPP839TS,Rogers CoLo Data Center
CGCAPP840TS,CGCAPP840TS,Rogers CoLo Data Center
CGCAPP850PP,CGCAPP850PP,Rogers CoLo Data Center
CGCAPP851DV,CGCAPP851DV,Rogers CoLo Data Center
CGCAPP853SB,CGCAPP853SB,
cgcapp854sb.hq,cgcapp854sb.hq,
cgcapp855sb.hq,cgcapp855sb.hq,
cgcapp856sb.hq,cgcapp856sb.hq,
cgcapp857sb.hq,cgcapp857sb.hq,
CGCAPP858SB,CGCAPP858SB,
cgcapp859dv.hq,cgcapp859dv.hq,
cgcapp860dv.hq,cgcapp860dv.hq,
CGCAPP861DV,CGCAPP861DV,
cgcapp862dv.hq,cgcapp862dv.hq,
cgcapp863dv.hq,cgcapp863dv.hq,
CGCAPP865DV,CGCAPP865DV,Rogers CoLo Data Center
CGCAPP866TS,CGCAPP866TS,
CGCAPP867TS,CGCAPP867TS,
CGCAPP868TS,CGCAPP868TS,
CGCAPP869TS,CGCAPP869TS,
CGCAPP870TS,CGCAPP870TS,
CGCAPP871TS,CGCAPP871TS,
CGCAPP876QA,CGCAPP876QA,Rogers CoLo Data Center
CGCAPP878SB,CGCAPP878SB,Rogers CoLo Data Center
CGCAPP879SB,CGCAPP879SB,Rogers CoLo Data Center
CGCAPP880SB,CGCAPP880SB,Rogers CoLo Data Center
CGCAPP881TS,CGCAPP881TS,Rogers CoLo Data Center
CGCAPP882TS,CGCAPP882TS,Rogers CoLo Data Center
CGCAPP883TS,CGCAPP883TS,Rogers CoLo Data Center
CGCAPP884DV,CGCAPP884DV,Rogers CoLo Data Center
CGCAPP885DV,CGCAPP885DV,Rogers CoLo Data Center
CGCAPP886DV,CGCAPP886DV,Rogers CoLo Data Center
CGCAPP887PP,CGCAPP887PP,Rogers CoLo Data Center
CGCAPP888PP,CGCAPP888PP,Rogers CoLo Data Center
CGCAPP889PP,CGCAPP889PP,Rogers CoLo Data Center
CGCAPP890PP,CGCAPP890PP,Rogers CoLo Data Center
CGCAPP891PP,CGCAPP891PP,Rogers CoLo Data Center
CGCAPP898PD,CGCAPP898PD,
CGCAPP899PD,CGCAPP899PD,
CGCAPP902PP,CGCAPP902PP,
CGCAPP903PP,CGCAPP903PP,
CGCAPP904PP,CGCAPP904PP,
CGCAPP905PP,CGCAPP905PP,
CGCAPP906PP,CGCAPP906PP,
CGCAPP907PP,CGCAPP907PP,
CGCAPP908PP,CGCAPP908PP,
CGCAPP909PP,CGCAPP909PP,
CGCAPP914TS,CGCAPP914TS,Rogers CoLo Data Center
CGCAPP916PD,CGCAPP916PD,Rogers CoLo Data Center
CGCAPP932TS,CGCAPP932TS,
CGCAPP934SB,CGCAPP934SB,
CGCAPP941TS,CGCAPP941TS,
CGCAPP943TS,CGCAPP943TS,Rogers CoLo Data Center
CGCAPP946TS,CGCAPP946TS,Rogers CoLo Data Center
CGCAPP955TS,CGCAPP955TS,
CGCAPP958TS,CGCAPP958TS,Rogers CoLo Data Center
CGCAPP960PP,CGCAPP960PP,Rogers CoLo Data Center
CGCAPP962PS,CGCAPP962PS,Rogers CoLo Data Center
CGCAPP964TS,CGCAPP964TS,
CGCAPP965PD,CGCAPP965PD,Rogers CoLo Data Center
CGCAPP975TS,CGCAPP975TS,Rogers CoLo Data Center
CGCAPP976TS,CGCAPP976TS,Rogers CoLo Data Center
CGCAPP980TS,CGCAPP980TS,Rogers CoLo Data Center
CGCAPP999DV,CGCAPP999DV,
CGCBES12CCPD,CGCBES12CCPD,Rogers CoLo Data Center
CGCBES12CCTS,CGCBES12CCTS,Rogers CoLo Data Center
CGCBES12UEMPD,CGCBES12UEMPD,Rogers CoLo Data Center
CGCBES12UEMTS,CGCBES12UEMTS,Rogers CoLo Data Center
CGCBES257PD,CGCBES257PD,Rogers CoLo Data Center
CGCBES289PD,CGCBES289PD,Rogers CoLo Data Center
CGCDFS010PD,CGCDFS010PD,
CGCIDM202PD,CGCIDM202PD,Rogers CoLo Data Center
CGCIDM203PD,CGCIDM203PD,Rogers CoLo Data Center
cgckms572pd.hq,cgckms572pd.hq,
CGCKMS670PD,CGCKMS670PD,Rogers CoLo Data Center
CGCLCA332PD,CGCLCA332PD,COLo datacentre
CGCLEA330PD,CGCLEA330PD,COLo datacentre
CGCLEB331PD,CGCLEB331PD,COLo datacentre
CGCLFA325PD,CGCLFA325PD,COLo datacentre
CGCLFB326PD,CGCLFB326PD,COLo datacentre
CGCLFC327PD,CGCLFC327PD,COLo datacentre
CGCLSA328PD,CGCLSA328PD,COLo datacentre
CGCLSB329PD,CGCLSB329PD,COLo datacentre
CGCLSW424PD,CGCLSW424PD,Rogers CoLo Data Center
CGCLZC421PD,CGCLZC421PD,Rogers CoLo Data Center
CGCLZM422PD,CGCLZM422PD,Rogers CoLo Data Center
CGCMAC02PD.HQ,CGCMAC02PD.HQ,
CGCMAC04PD,CGCMAC04PD,
CGCNWR001PD,CGCNWR001PD,Rogers CoLo Data Center
CGCNWR1004PD,CGCNWR1004PD,Rogers CoLo Data Center
CGCNWR3301PD,CGCNWR3301PD,
CGCNWR3302PD,CGCNWR3302PD,
CGCNWR3303PD,CGCNWR3303PD,
CGCNWR382PD,CGCNWR382PD,Rogers CoLo Data Center
CGCNWR638PD,CGCNWR638PD,Rogers CoLo Data Center
CGCNWR639PD,CGCNWR639PD,Rogers CoLo Data Center
CGCNWR843PD,CGCNWR843PD,Rogers CoLo Data Center
CGCNWR933TS,CGCNWR933TS,Rogers CoLo Data Center
CGCPEL625DV,CGCPEL625DV,
CGCPEL626DV,CGCPEL626DV,Rogers CoLo Data Center
CGCPEL627DV,CGCPEL627DV,
CGCPRT691TS,CGCPRT691TS,Rogers CoLo Data Center
cgcrsa001pd.huskyenergy.com,cgcrsa001pd.huskyenergy.com,
CGCSAP1120TS,CGCSAP1120TS,
CGCSAP1182QA,CGCSAP1182QA,Rogers Airdrie - New Data Center
CGCSAP1183QA,CGCSAP1183QA,Rogers Airdrie - New Data Center
CGCSAP277PD,CGCSAP277PD,
CGCSAP278PD,CGCSAP278PD,
CGCSAP296PD,CGCSAP296PD,Rogers Airdrie - New Data Center
CGCSAP297PD,CGCSAP297PD,Rogers Airdrie - New Data Center
CGCSAP495QA,CGCSAP495QA,
CGCSCCM695PD,CGCSCCM695PD,
CGCSCCM732PS,CGCSCCM732PS,Rogers CoLo Data Center
CGCSCCM931PD,CGCSCCM931PD,Rogers CoLo Data Center
CGCSCCM932PD,CGCSCCM932PD,WCP Data Center
CGCSCOM354PD,CGCSCOM354PD,Rogers CoLo Data Center
CGCSCOM556PD,CGCSCOM556PD,Rogers CoLo Data Center
CGCSCOM759PD,CGCSCOM759PD,Rogers CoLo Data Center
CGCSCOM760PD,CGCSCOM760PD,Rogers CoLo Data Center
CGCSMTP676PD,CGCSMTP676PD,Rogers CoLo Data Center
cgcsol780pd.hq,cgcsol780pd.hq,
cgcsol781pd.hq,cgcsol781pd.hq,
CGCSOL782PD,CGCSOL782PD,
CGCSOL783PD,CGCSOL783PD,
CGCSOL784PD,CGCSOL784PD,
CGCSOL785PD,CGCSOL785PD,
CGCSOL786PD,CGCSOL786PD,
CGCSOL787PD,CGCSOL787PD,
CGCSQL1012DV,CGCSQL1012DV,Rogers CoLo Data Center
CGCSQL1083DV,CGCSQL1083DV,Rogers CoLo Data Center
CGCSQL1095DV,CGCSQL1095DV,Rogers CoLo Data Center
CGCSQL1096DV,CGCSQL1096DV,Rogers CoLo Data Center
CGCSQL1109DV,CGCSQL1109DV,Rogers CoLo Data Center
CGCSQL1112TS,CGCSQL1112TS,Rogers CoLo Data Center
CGCSQL1122PS,CGCSQL1122PS,Rogers CoLo Data Center
CGCSQL1161PD,CGCSQL1161PD,Rogers CoLo Data Center
CGCSQL1163DV,CGCSQL1163DV,Rogers CoLo Data Center
CGCSQL1170PS,CGCSQL1170PS,Rogers CoLo Data Center
CGCSQL1171NP,CGCSQL1171NP,Rogers CoLo Data Center
CGCSQL1181TS,CGCSQL1181TS,Rogers CoLo Data Center
CGCSQL1184QA,CGCSQL1184QA,Rogers Airdrie - New Data Center
CGCSQL1189TS,CGCSQL1189TS,
cgcsql137pd,cgcsql137pd,
cgcsql137pd.hq,cgcsql137pd.hq,
CGCSQL256PD,CGCSQL256PD,Rogers CoLo Data Center
CGCSQL294PD,CGCSQL294PD,Rogers CoLo Data Center
CGCSQL295PD,CGCSQL295PD,
CGCSQL298PD,CGCSQL298PD,Rogers Airdrie - New Data Center
CGCSQL355PD,CGCSQL355PD,Rogers CoLo Data Center
CGCSQL377TS,CGCSQL377TS,
CGCSQL405DV,CGCSQL405DV,Rogers CoLo Data Center
CGCSQL406DV,CGCSQL406DV,Rogers CoLo Data Center
CGCSQL407DV,CGCSQL407DV,Rogers CoLo Data Center
cgcsql409dv,cgcsql409dv,Rogers CoLo Data Center
CGCSQL411QA,CGCSQL411QA,
CGCSQL412PD,CGCSQL412PD,Rogers CoLo Data Center
CGCSQL444PD,CGCSQL444PD,Rogers CoLo Data Center
CGCSQL446TS,CGCSQL446TS,Rogers CoLo Data Center
CGCSQL475QA,CGCSQL475QA,Rogers CoLo Data Center
CGCSQL490PD,CGCSQL490PD,Rogers CoLo Data Center
CGCSQL494QA,CGCSQL494QA,
CGCSQL499QA,CGCSQL499QA,Rogers Airdrie - New Data Center
CGCSQL500PD,CGCSQL500PD,Rogers Airdrie - New Data Center
cgcsql508sb,cgcsql508sb,
CGCSQL565DV,CGCSQL565DV,Rogers CoLo Data Center
CGCSQL566DV,CGCSQL566DV,
CGCSQL568TS,CGCSQL568TS,
CGCSQL574DV,CGCSQL574DV,Rogers CoLo Data Center
CGCSQL584TS,CGCSQL584TS,
CGCSQL592TS,CGCSQL592TS,Rogers CoLo Data Center
CGCSQL600TS,CGCSQL600TS,Rogers CoLo Data Center
CGCSQL601TS,CGCSQL601TS,Rogers CoLo Data Center
CGCSQL613DV,CGCSQL613DV,Rogers CoLo Data Center
CGCSQL620NP,CGCSQL620NP,Rogers CoLo Data Center
CGCSQL646SB,CGCSQL646SB,
CGCSQL681PD,CGCSQL681PD,
CGCSQL683PD,CGCSQL683PD,
CGCSQL688PD,CGCSQL688PD,Rogers CoLo Data Center
CGCSQL694PD,CGCSQL694PD,COLo datacentre
CGCSQL761TS,CGCSQL761TS,Rogers CoLo Data Center
CGCSQL767TS,CGCSQL767TS,Rogers CoLo Data Center
CGCSQL864DV,CGCSQL864DV,Rogers CoLo Data Center
CGCSQL901PP,CGCSQL901PP,
CGCSQL935PP,CGCSQL935PP,
CGCSQL982TS,CGCSQL982TS,
CGCSQL999PD,CGCSQL999PD,Rogers CoLo Data Center
CGCSSO479PD,CGCSSO479PD,Rogers CoLo Data Center
CGCSSO480PD,CGCSSO480PD,
CGCVCS998PD,CGCVCS998PD,Rogers CoLo Data Center
CGDSQAEXCH01,CGDSQAEXCH01,WCP Data Center
CGDSQASMTP01,CGDSQASMTP01,WCP Data Center
CGDWNTSTDC01,CGDWNTSTDC01,WCP Data Center
CGDWNTSTDC02,CGDWNTSTDC02,WCP Data Center
CGHAPP1147PD,CGHAPP1147PD,
CGHAPP1148PD,CGHAPP1148PD,
CGHAPP1149PD,CGHAPP1149PD,
CGHAPP990PD,CGHAPP990PD,
CGHAPP991PD,CGHAPP991PD,
CGHAPP992PD,CGHAPP992PD,
CGHAPP993PD,CGHAPP993PD,
CGHAPP994PD,CGHAPP994PD,
CGHAPP995PD,CGHAPP995PD,
CGHAPP996PD,CGHAPP996PD,
CGHAPP997PD,CGHAPP997PD,
CGHNWR1017PD,CGHNWR1017PD,
CGHSQL989PD,CGHSQL989PD,
CGRSCCM001PD,CGRSCCM001PD,
CGRSCCM762PD,CGRSCCM762PD,
CGRSCCM763PD,CGRSCCM763PD,WCP Data Center
CGWAPP001PD,CGWAPP001PD,WCP Data Center
CGWAPP001TS,CGWAPP001TS,WCP Data Center
CGWAPP002PD,CGWAPP002PD,WCP Data Center
CGWAPP002TS,CGWAPP002TS,WCP Data Center
CGWAPP003PD,CGWAPP003PD,WCP Data Center
CGWAPP003TS,CGWAPP003TS,
CGWAPP004PD,CGWAPP004PD,WCP Data Center
CGWAPP005PD,CGWAPP005PD,WCP Data Center
CGWAPP005TS,CGWAPP005TS,
CGWAPP006PD,CGWAPP006PD,WCP Data Center
CGWAPP007PD,CGWAPP007PD,WCP Data Center
CGWAPP007TS,CGWAPP007TS,
CGWAPP008PD,CGWAPP008PD,WCP Data Center
CGWAPP009PD,CGWAPP009PD,WCP Data Center
CGWAPP010PD,CGWAPP010PD,WCP Data Center
CGWAPP010TS,CGWAPP010TS,
CGWAPP011DV,CGWAPP011DV,WCP Data Center
CGWAPP011PD,CGWAPP011PD,WCP Data Center
CGWAPP011TS,CGWAPP011TS,WCP Data Center
CGWAPP012TS,CGWAPP012TS,WCP Data Center
CGWAPP013TS,CGWAPP013TS,WCP Data Center
CGWAPP014PD,CGWAPP014PD,WCP Data Center
CGWAPP014TS,CGWAPP014TS,WCP Data Center
CGWAPP015DV,CGWAPP015DV,WCP Data Center
CGWAPP015PD,CGWAPP015PD,WCP Data Center
CGWAPP015PS,CGWAPP015PS,WCP Data Center
CGWAPP016PD,CGWAPP016PD,WCP Data Center
CGWAPP017TS,CGWAPP017TS,WCP Data Center
CGWAPP018DV,CGWAPP018DV,WCP Data Center
CGWAPP019PD,CGWAPP019PD,WCP Data Center
CGWAPP020TS,CGWAPP020TS,WCP Data Center
CGWAPP021PD,CGWAPP021PD,WCP Data Center
CGWAPP022PD,CGWAPP022PD,WCP Data Center
CGWAPP023DV,CGWAPP023DV,WCP Data Center
CGWAPP023PD,CGWAPP023PD,WCP Data Center
CGWAPP024NP,CGWAPP024NP,WCP Data Center
cgwapp025pd,cgwapp025pd,Rogers Airdrie - New Data Center
cgwapp032ts.hq,cgwapp032ts.hq,
cgwapp033ts.hq,cgwapp033ts.hq,
CGWAPP036PD,CGWAPP036PD,
CGWAPP042DV,CGWAPP042DV,WCP Data Center
CGWAPP045DV,CGWAPP045DV,WCP Data Center
CGWAPP046TS,CGWAPP046TS,WCP Data Center
CGWAPP047PD,CGWAPP047PD,WCP Data Center
cgwapp048np.hq,cgwapp048np.hq,
CGWAPP050TS,CGWAPP050TS,WCP Data Center
CGWAPP059DV,CGWAPP059DV,WCP Data Center
CGWAPP060TS,CGWAPP060TS,WCP Data Center
CGWAPP061TS,CGWAPP061TS,WCP Data Center
CGWAPP062TS,CGWAPP062TS,WCP Data Center
cgwapp063ts,cgwapp063ts,
cgwapp064ts,cgwapp064ts,
cgwapp065ts,cgwapp065ts,
cgwapp066dv,cgwapp066dv,
CGWAPP068TS,CGWAPP068TS,
CGWAPP069TS,CGWAPP069TS,
cgwapp070ts,cgwapp070ts,
CGWAPP072DV,CGWAPP072DV,WCP Data Center
CGWAPP073DV,CGWAPP073DV,WCP Data Center
cgwapp076dv.hq,cgwapp076dv.hq,
cgwapp077ts,cgwapp077ts,
cgwapp078ts.hq,cgwapp078ts.hq,
cgwapp079ts,cgwapp079ts,
cgwapp080ts.hq,cgwapp080ts.hq,
cgwapp081ts,cgwapp081ts,
cgwapp082ts.hq,cgwapp082ts.hq,
cgwapp083dv,cgwapp083dv,
CGWAPP084DV,CGWAPP084DV,
CGWAPP085DV,CGWAPP085DV,WCP Data Center
CGWAPP086DV,CGWAPP086DV,WCP Data Center
cgwapp087ts,cgwapp087ts,
cgwapp088ts,cgwapp088ts,
CGWAPP089TS,CGWAPP089TS,
cgwapp091dv,cgwapp091dv,
CGWAPP098DV,CGWAPP098DV,
CGWAPP1000PD,CGWAPP1000PD,
CGWAPP1002PD,CGWAPP1002PD,WCP Data Center
CGWAPP1005PD,CGWAPP1005PD,WCP Data Center
CGWAPP1007QA,CGWAPP1007QA,WCP Data Center
CGWAPP1008QA,CGWAPP1008QA,WCP Data Center
CGWAPP1009PD,CGWAPP1009PD,WCP Data Center
cgwapp100ts,cgwapp100ts,
CGWAPP1010PD,CGWAPP1010PD,WCP Data Center
CGWAPP1014PD,CGWAPP1014PD,WCP Data Center
CGWAPP1015TS,CGWAPP1015TS,
CGWAPP1016PD,CGWAPP1016PD,WCP Data Center
cgwapp101ts,cgwapp101ts,
CGWAPP1020TS,CGWAPP1020TS,
CGWAPP1021TS,CGWAPP1021TS,WCP Data Center
CGWAPP1022PD,CGWAPP1022PD,WCP Data Center
CGWAPP1023TS,CGWAPP1023TS,WCP Data Center
CGWAPP1024PD,CGWAPP1024PD,
CGWAPP1028PD,CGWAPP1028PD,WCP Data Center
CGWAPP1029DV,CGWAPP1029DV,
CGWAPP1030DV,CGWAPP1030DV,
CGWAPP1031DV,CGWAPP1031DV,
CGWAPP1032PP,CGWAPP1032PP,WCP Data Center
CGWAPP1033PP,CGWAPP1033PP,WCP Data Center
CGWAPP1034PP,CGWAPP1034PP,WCP Data Center
CGWAPP1035PP,CGWAPP1035PP,WCP Data Center
CGWAPP1036PP,CGWAPP1036PP,WCP Data Center
CGWAPP1037PP,CGWAPP1037PP,WCP Data Center
CGWAPP1038PP,CGWAPP1038PP,WCP Data Center
CGWAPP1040PD,CGWAPP1040PD,WCP Data Center
CGWAPP1042PD,CGWAPP1042PD,WCP Data Center
CGWAPP1043PD,CGWAPP1043PD,WCP Data Center
CGWAPP1044PD,CGWAPP1044PD,WCP Data Center
CGWAPP1045PP,CGWAPP1045PP,WCP Data Center
CGWAPP1046PP,CGWAPP1046PP,WCP Data Center
CGWAPP1047PP,CGWAPP1047PP,WCP Data Center
CGWAPP1048DV,CGWAPP1048DV,WCP Data Center
CGWAPP1049DV,CGWAPP1049DV,WCP Data Center
CGWAPP104DV,CGWAPP104DV,WCP Data Center
CGWAPP104DV,CGWAPP104DV,WCP Data Center
CGWAPP1050DV,CGWAPP1050DV,WCP Data Center
CGWAPP105TS,CGWAPP105TS,WCP Data Center
CGWAPP1069PD,CGWAPP1069PD,
CGWAPP106TS,CGWAPP106TS,WCP Data Center
CGWAPP1070PD,CGWAPP1070PD,
CGWAPP1072PD,CGWAPP1072PD,WCP Data Center
CGWAPP1073PD,CGWAPP1073PD,WCP Data Center
CGWAPP1074PD,CGWAPP1074PD,WCP Data Center
CGWAPP1075PD,CGWAPP1075PD,WCP Data Center
CGWAPP1076PD,CGWAPP1076PD,WCP Data Center
CGWAPP1077PD,CGWAPP1077PD,WCP Data Center
CGWAPP1078PD,CGWAPP1078PD,WCP Data Center
CGWAPP107TS,CGWAPP107TS,WCP Data Center
CGWAPP1083TS,CGWAPP1083TS,WCP Data Center
CGWAPP1084TS,CGWAPP1084TS,WCP Data Center
CGWAPP1085PD,CGWAPP1085PD,WCP Data Center
CGWAPP1086PD,CGWAPP1086PD,WCP Data Center
CGWAPP1093TS,CGWAPP1093TS,WCP Data Center
CGWAPP1098TS,CGWAPP1098TS,WCP Data Center
CGWAPP1099TS,CGWAPP1099TS,WCP Data Center
CGWAPP1102PS,CGWAPP1102PS,WCP Data Center
CGWAPP1103PS,CGWAPP1103PS,WCP Data Center
CGWAPP1104PD,CGWAPP1104PD,WCP Data Center
CGWAPP1106PD,CGWAPP1106PD,WCP Data Center
CGWAPP1107PD,CGWAPP1107PD,WCP Data Center
CGWAPP1113PS,CGWAPP1113PS,WCP Data Center
CGWAPP1114PS,CGWAPP1114PS,WCP Data Center
CGWAPP1117PD,CGWAPP1117PD,WCP Data Center
CGWAPP1119PD,CGWAPP1119PD,WCP Data Center
CGWAPP111DV,CGWAPP111DV,WCP Data Center
CGWAPP1123PD,CGWAPP1123PD,WCP Data Center
CGWAPP1124PD,CGWAPP1124PD,WCP Data Center
CGWAPP1125PD,CGWAPP1125PD,WCP Data Center
CGWAPP1126PD,CGWAPP1126PD,WCP Data Center
CGWAPP1128PD,CGWAPP1128PD,WCP Data Center
CGWAPP1129PD,CGWAPP1129PD,WCP Data Center
CGWAPP1130PD,CGWAPP1130PD,WCP Data Center
CGWAPP1132DV,CGWAPP1132DV,WCP Data Center
CGWAPP1133TS,CGWAPP1133TS,WCP Data Center
CGWAPP1134QA,CGWAPP1134QA,WCP Data Center
CGWAPP1135NP,CGWAPP1135NP,WCP Data Center
CGWAPP1136NP,CGWAPP1136NP,WCP Data Center
CGWAPP1137PD,CGWAPP1137PD,WCP Data Center
CGWAPP1138PD,CGWAPP1138PD,WCP Data Center
CGWAPP1139TR,CGWAPP1139TR,WCP Data Center
CGWAPP113PD,CGWAPP113PD,
CGWAPP1141PD,CGWAPP1141PD,WCP Data Center
CGWAPP1142PD,CGWAPP1142PD,WCP Data Center
CGWAPP1143PD,CGWAPP1143PD,WCP Data Center
CGWAPP1144PD,CGWAPP1144PD,WCP Data Center
CGWAPP1146NP,CGWAPP1146NP,
CGWAPP1152PD,CGWAPP1152PD,
CGWAPP1153PD,CGWAPP1153PD,WCP Data Center
CGWAPP1156PD,CGWAPP1156PD,WCP Data Center
cgwapp115ts,cgwapp115ts,
CGWAPP1185PD,CGWAPP1185PD,WCP Data Center
CGWAPP1190PD,CGWAPP1190PD,
CGWAPP1191TS,CGWAPP1191TS,
CGWAPP1192TS,CGWAPP1192TS,WCP Data Center
CGWAPP1193TS,CGWAPP1193TS,WCP Data Center
CGWAPP1194PD,CGWAPP1194PD,WCP Data Center
CGWAPP1195PD,CGWAPP1195PD,
CGWAPP1196PD,CGWAPP1196PD,WCP Data Center
CGWAPP1198PD,CGWAPP1198PD,
CGWAPP1199DV,CGWAPP1199DV,WCP Data Center
CGWAPP1200TS,CGWAPP1200TS,WCP Data Center
CGWAPP1201PD,CGWAPP1201PD,WCP Data Center
CGWAPP1202DV,CGWAPP1202DV,WCP Data Center
CGWAPP1203DV,CGWAPP1203DV,WCP Data Center
CGWAPP1204DV,CGWAPP1204DV,WCP Data Center
CGWAPP1205TS,CGWAPP1205TS,WCP Data Center
CGWAPP1206TS,CGWAPP1206TS,WCP Data Center
CGWAPP1207PS,CGWAPP1207PS,WCP Data Center
CGWAPP1208PS,CGWAPP1208PS,WCP Data Center
CGWAPP1208PS,CGWAPP1208PS,WCP Data Center
CGWAPP1209PD,CGWAPP1209PD,WCP Data Center
CGWAPP1210PD,CGWAPP1210PD,WCP Data Center
CGWAPP1211NP,CGWAPP1211NP,WCP Data Center
CGWAPP1212NP,CGWAPP1212NP,WCP Data Center
CGWAPP1213NP,CGWAPP1213NP,WCP Data Center
CGWAPP1213TS,CGWAPP1213TS,WCP Data Center
CGWAPP1214NP,CGWAPP1214NP,WCP Data Center
CGWAPP1214TS,CGWAPP1214TS,WCP Data Center
CGWAPP1215TS,CGWAPP1215TS,WCP Data Center
CGWAPP1216TS,CGWAPP1216TS,WCP Data Center
CGWAPP1217TS,CGWAPP1217TS,WCP Data Center
CGWAPP1218TS,CGWAPP1218TS,WCP Data Center
CGWAPP1219TS,CGWAPP1219TS,WCP Data Center
CGWAPP124PD,CGWAPP124PD,WCP Data Center
CGWAPP125PD,CGWAPP125PD,WCP Data Center
cgwapp138dv.hq,cgwapp138dv.hq,
cgwapp139ts.hq,cgwapp139ts.hq,
CGWAPP142DV,CGWAPP142DV,
CGWAPP143DV,CGWAPP143DV,WCP Data Center
CGWAPP145TS,CGWAPP145TS,WCP Data Center
CGWAPP146TS,CGWAPP146TS,WCP Data Center
CGWAPP148QA,CGWAPP148QA,WCP Data Center
CGWAPP149QA,CGWAPP149QA,WCP Data Center
cgwapp151ps.hq,cgwapp151ps.hq,
cgwapp152ps.hq,cgwapp152ps.hq,
CGWAPP154PD,CGWAPP154PD,WCP Data Center
CGWAPP155PD,CGWAPP155PD,WCP Data Center
CGWAPP156PD,CGWAPP156PD,WCP Data Center
CGWAPP157PD,CGWAPP157PD,WCP Data Center
CGWAPP158PD,CGWAPP158PD,WCP Data Center
CGWAPP159PD,CGWAPP159PD,WCP Data Center
cgwapp164ts,cgwapp164ts,
cgwapp165ts.hq,cgwapp165ts.hq,
cgwapp166qa.hq,cgwapp166qa.hq,
CGWAPP167QA,CGWAPP167QA,WCP Data Center
cgwapp168qa.hq,cgwapp168qa.hq,
CGWAPP169QA,CGWAPP169QA,WCP Data Center
cgwapp170qa.hq,cgwapp170qa.hq,
CGWAPP171QA,CGWAPP171QA,WCP Data Center
cgwapp172tr.hq,cgwapp172tr.hq,
CGWAPP173TR,CGWAPP173TR,WCP Data Center
cgwapp174tr.hq,cgwapp174tr.hq,
CGWAPP175TR,CGWAPP175TR,WCP Data Center
cgwapp176tr.hq,cgwapp176tr.hq,
CGWAPP177TR,CGWAPP177TR,WCP Data Center
cgwapp178pp.hq,cgwapp178pp.hq,
CGWAPP179PP,CGWAPP179PP,WCP Data Center
CGWAPP180PP,CGWAPP180PP,WCP Data Center
CGWAPP181PP,CGWAPP181PP,WCP Data Center
cgwapp182pp.hq,cgwapp182pp.hq,
cgwapp183pp.hq,cgwapp183pp.hq,
cgwapp184pp.hq,cgwapp184pp.hq,
cgwapp185pp.hq,cgwapp185pp.hq,
CGWAPP186PP,CGWAPP186PP,WCP Data Center
cgwapp187pd.hq,cgwapp187pd.hq,
CGWAPP188PD,CGWAPP188PD,WCP Data Center
CGWAPP189PD,CGWAPP189PD,WCP Data Center
CGWAPP190PD,CGWAPP190PD,WCP Data Center
cgwapp191pd,cgwapp191pd,
cgwapp192pd.hq,cgwapp192pd.hq,
cgwapp193pd.hq,cgwapp193pd.hq,
cgwapp194pd,cgwapp194pd,
CGWAPP195PD,CGWAPP195PD,WCP Data Center
cgwapp196ps,cgwapp196ps,
cgwapp197ps,cgwapp197ps,
cgwapp198ps,cgwapp198ps,
cgwapp199ps,cgwapp199ps,
cgwapp200ps,cgwapp200ps,
cgwapp201ps,cgwapp201ps,
CGWAPP214PD,CGWAPP214PD,WCP Data Center
cgwapp218pd.hq,cgwapp218pd.hq,
CGWAPP223PP,CGWAPP223PP,WCP Data Center
CGWAPP224TS,CGWAPP224TS,WCP Data Center
CGWAPP225TS,CGWAPP225TS,WCP Data Center
CGWAPP226QA,CGWAPP226QA,WCP Data Center
CGWAPP227QA,CGWAPP227QA,WCP Data Center
CGWAPP228PP,CGWAPP228PP,WCP Data Center
CGWAPP229PP,CGWAPP229PP,WCP Data Center
CGWAPP230PD,CGWAPP230PD,WCP Data Center
CGWAPP231PD,CGWAPP231PD,WCP Data Center
cgwapp232ps,cgwapp232ps,
cgwapp233ps,cgwapp233ps,
CGWAPP234NP,CGWAPP234NP,WCP Data Center
CGWAPP235NP,CGWAPP235NP,WCP Data Center
CGWAPP236NP,CGWAPP236NP,WCP Data Center
CGWAPP237NP,CGWAPP237NP,WCP Data Center
CGWAPP238NP,CGWAPP238NP,WCP Data Center
CGWAPP239NP,CGWAPP239NP,WCP Data Center
CGWAPP240NP,CGWAPP240NP,WCP Data Center
CGWAPP241NP,CGWAPP241NP,WCP Data Center
CGWAPP242TR,CGWAPP242TR,WCP Data Center
CGWAPP243TR,CGWAPP243TR,WCP Data Center
CGWAPP245PD,CGWAPP245PD,WCP Data Center
CGWAPP248PD,CGWAPP248PD,WCP Data Center
CGWAPP249PD,CGWAPP249PD,WCP Data Center
CGWAPP250PD,CGWAPP250PD,WCP Data Center
CGWAPP252TS,CGWAPP252TS,WCP Data Center
CGWAPP253TS,CGWAPP253TS,WCP Data Center
CGWAPP259TS,CGWAPP259TS,WCP Data Center
CGWAPP260PD,CGWAPP260PD,WCP Data Center
CGWAPP263DV,CGWAPP263DV,WCP Data Center
CGWAPP265TS,CGWAPP265TS,WCP Data Center
