"ID","WELL_LOCATION","SINGLE_WELL_BATTERY","GAS_OIL_RATIO","SUM(WBT.PRORATED_OIL)","MAX(WBT.PRODUCTION_DATE)","STATUS"
"a8k16000000fxlGAAQ","191020605024W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fziPAAQ","191020105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g10mAAA","191020104819W300","N","0.0095","194.54","08-MAY-18","Item Updated"
"a8k16000000g0xxAAA","191020104723W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzNPAAY","191013004426W300","N","0.09","47.75","08-MAY-18","Item Updated"
"a8k16000000fy3MAAQ","191012304723W300","N","0.14405","24.36","08-MAY-18","Item Updated"
"a8k16000000g28ZAAQ","191011704028W302","N","0","0","07-MAY-18","Item Updated"
"a8k16000000fz2tAAA","191011605223W300","N","0.03905","199.66","08-MAY-18","Item Updated"
"a8k16000000fzi4AAA","191011304924W300","N","0.04181","66.14","08-MAY-18","Item Updated"
"a8k16000000fxj9AAA","191011304723W300","N","0.17348","12.25","08-MAY-18","Item Updated"
"a8k16000000g0JUAAY","191011304427W300","N","0.28286","0","08-MAY-18","Item Updated"
"a8k16000000g0BEAAY","191010705026W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1MSAAY","191010704722W300","N","0.04","25.37","08-MAY-18","Item Updated"
"a8k16000000fz3qAAA","191010605023W300","N","0.023","35.16","08-MAY-18","Item Updated"
"a8k16000000g0uFAAQ","191010104819W300","N","0.0095","662.38","08-MAY-18","Item Updated"
"a8k16000000fziXAAQ","181070105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz7sAAA","181020605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz7rAAA","150020605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz7qAAA","143020605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fziJAAQ","142130605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzXkAAI","142100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzb1AAA","142092905223W300","N","0.03905","30.04","08-MAY-18","Item Updated"
"a8k16000000fzloAAA","142090105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fxehAAA","142041304925W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz83AAA","142040605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g120AAA","142010605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g29qAAA","141153403928W302","N","0.05217","5.65","07-MAY-18","Item Updated"
"a8k16000000g28hAAA","141150304028W300","N","0.00001","5.8","07-MAY-18","Item Updated"
"a8k16000000fxefAAA","141120704924W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzesAAA","141120605023W300","N","0.023","10.4","08-MAY-18","Item Updated"
"a8k16000000g1ccAAA","141111606127W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzKJAAY","141102004426W300","N","0.00386","51.46","08-MAY-18","Item Updated"
"a8k16000000fzXjAAI","141100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g28eAAA","141100304028W300","N","0.00001","0","07-MAY-18","Item Updated"
"a8k16000000fzlnAAA","141090105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g28qAAA","141081604028W300","N","0.02395","17.12","07-MAY-18","Item Updated"
"a8k16000000g28cAAA","141080304028W300","N","0.03333","11.35","07-MAY-18","Item Updated"
"a8k16000000fzR8AAI","141070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g0ImAAI","141062705126W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzH5AAI","141061904426W300","N","0.008","32.59","08-MAY-18","Item Updated"
"a8k16000000g28oAAA","141051504028W300","N","0.02878","10.12","07-MAY-18","Item Updated"
"a8k16000000fzH2AAI","141041904426W300","N","0.008","0","08-MAY-18","Item Updated"
"a8k16000000fz82AAA","141040605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g016AAA","141021105024W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzlYAAQ","141020605023W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000g0xDAAQ","141010605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzX2AAI","134162005223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000fzX1AAI","133162005223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000fztFAAQ","133160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzbWAAQ","133130605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzlmAAA","133090105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz81AAA","133040605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzNhAAI","132160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fziIAAQ","132130605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzerAAA","132120605023W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000fzNUAAY","132081705223W300","N","0.03905","56.91","08-MAY-18","Item Updated"
"a8k16000000fzR7AAI","132070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fziWAAQ","132070105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzpSAAQ","132050605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz80AAA","132040605023W300","N","0.023","46.6","08-MAY-18","Item Updated"
"a8k16000000fz3pAAA","132010605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzsiAAA","131163205223W300","N","0.03905","28.71","08-MAY-18","Item Updated"
"a8k16000000fzHCAAY","131141904426W300","N","0.016","20.26","08-MAY-18","Item Updated"
"a8k16000000fzDzAAI","131141704426W300","N","0.003","30.82","08-MAY-18","Item Updated"
"a8k16000000fz23AAA","131141604426W300","N","0.09325","45.19","08-MAY-18","Item Updated"
"a8k16000000fz21AAA","131131604426W300","N","0.01215","49.07","08-MAY-18","Item Updated"
"a8k16000000fziHAAQ","131130605023W300","N","0.023","23.97","08-MAY-18","Item Updated"
"a8k16000000g0WTAAY","131122804926W304","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzeqAAA","131120605023W300","N","0.023","2.97","08-MAY-18","Item Updated"
"a8k16000000fzT2AAI","131113004426W300","N","0.13969","18.97","08-MAY-18","Item Updated"
"a8k16000000g0EfAAI","131111505125W304","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzrsAAA","131101604426W300","N","0.10418","57.34","08-MAY-18","Item Updated"
"a8k16000000fzllAAA","131090105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzH7AAI","131081904426W300","N","0.008","18.08","08-MAY-18","Item Updated"
"a8k16000000fzU3AAI","131080605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz6IAAQ","131072004426W300","N","0.00944","54.06","08-MAY-18","Item Updated"
"a8k16000000fz2EAAQ","131071704426W300","N","0.04189","53.64","08-MAY-18","Item Updated"
"a8k16000000fzR6AAI","131070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzH4AAI","131061904426W300","N","0.008","21.67","08-MAY-18","Item Updated"
"a8k16000000g28pAAA","131061504028W300","N","0.13793","24.49","07-MAY-18","Item Updated"
"a8k16000000fzNFAAY","131042904426W300","N","0.002","13.22","08-MAY-18","Item Updated"
"a8k16000000fziNAAQ","131040705023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g28aAAA","131040304028W302","N","0.00001","9.13","07-MAY-18","Item Updated"
"a8k16000000fzQIAAY","131023004426W300","N","0.092","12.77","08-MAY-18","Item Updated"
"a8k16000000fxZjAAI","131013505224W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g28iAAA","131011004028W300","N","0.00001","17.91","07-MAY-18","Item Updated"
"a8k16000000fz3oAAA","131010605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz3xAAA","126020605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz3wAAA","125020605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz3nAAA","125010605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzpQAAQ","124050605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz3vAAA","124020605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz3mAAA","124010605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzshAAA","123163205223W300","N","0.03905","14.58","08-MAY-18","Item Updated"
"a8k16000000fzNgAAI","123160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzepAAA","123120605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzluAAA","123110105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzBKAAY","123090105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzpPAAQ","123050605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz3uAAA","123020605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz3lAAA","123010605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fztEAAQ","122160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzeoAAA","122120605023W300","N","0.023","7.63","08-MAY-18","Item Updated"
"a8k16000000fzltAAA","122110105024W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000fzXgAAI","122100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzBUAAY","122100105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzbVAAQ","122080105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzpOAAQ","122050605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz7zAAA","122040605023W300","N","0.023","104.68","08-MAY-18","Item Updated"
"a8k16000000fz3kAAA","122010605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fztDAAQ","121160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g29NAAQ","121151004028W300","N","0","0","07-MAY-18","Item Updated"
"a8k16000000g1GnAAI","121133604824W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzf2AAA","121130605023W300","N","0.023","108.98","08-MAY-18","Item Updated"
"a8k16000000g28fAAA","121130304028W302","N","0.05128","4.6","07-MAY-18","Item Updated"
"a8k16000000fzlsAAA","121110105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g174AAA","121103604824W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0WVAAY","121103004926W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0IkAAI","121102505126W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fxegAAA","121101004924W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fxWeAAI","121093104721W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fxeeAAA","121092504925W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0CRAAY","121082904927W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzbUAAQ","121080105024W300","N","0.023","7.49","08-MAY-18","Item Updated"
"a8k16000000fxejAAA","121072805023W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g28uAAA","121072104028W300","N","0.05926","10.4","07-MAY-18","Item Updated"
"a8k16000000fzBZAAY","121070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzpNAAQ","121050605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fxZfAAI","121021705223W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz3jAAA","121010605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz3tAAA","115020605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzf1AAA","114130605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzenAAA","114120605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzBEAAY","114090105024W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000g0SfAAI","113150105128W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz3RAAQ","113120605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzlqAAA","113110105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzlkAAA","113090105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g06LAAQ","112163105025W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzlyAAA","112160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzf0AAA","112130605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzXeAAI","112100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz5zAAA","112072404920W300","N","0.008","29.65","08-MAY-18","Item Updated"
"a8k16000000fxvgAAA","112071504923W300","N","0","0","04-MAY-18","Item Updated"
"a8k16000000fzBYAAY","112070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g09VAAQ","112060705124W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz6SAAQ","112042104426W300","N","0.12756","26.29","08-MAY-18","Item Updated"
"a8k16000000g0EbAAI","112031705125W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g121AAA","112010605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g0GIAAY","111162905125W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0SrAAI","111162204427W300","N","0.05416","43.24","08-MAY-18","Item Updated"
"a8k16000000fzKCAAY","111161904426W300","N","0.26538","20.24","08-MAY-18","Item Updated"
"a8k16000000fz6DAAQ","111161704426W300","N","0.14167","0","08-MAY-18","Item Updated"
"a8k16000000fxWkAAI","111153204722W305","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0T3AAI","111152604427W300","N","0.14318","20.97","08-MAY-18","Item Updated"
"a8k16000000g298AAA","111152004028W300","N","0.06522","3.05","07-MAY-18","Item Updated"
"a8k16000000fzZNAAY","111151705019W300","N","0","41.9","08-MAY-18","Item Updated"
"a8k16000000fzVNAAY","111150805019W300","N","0.0023","6.75","08-MAY-18","Item Updated"
"a8k16000000fzBfAAI","111150605023W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000g28gAAA","111150304028W300","N","0.02317","19.04","07-MAY-18","Item Updated"
"a8k16000000g1qaAAA","111143205125W303","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0CaAAI","111143005027W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzE3AAI","111141804426W300","N","0.03059","27.35","08-MAY-18","Item Updated"
"a8k16000000fzZMAAY","111141705019W300","N","0.41835","3.93","08-MAY-18","Item Updated"
"a8k16000000fz22AAA","111141604426W300","N","0.07422","56.24","08-MAY-18","Item Updated"
"a8k16000000g0CkAAI","111141305125W305","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzLgAAI","111141105120W300","N","0.0023","10.04","08-MAY-18","Item Updated"
"a8k16000000fzrhAAA","111140904426W300","N","0.03821","0","08-MAY-18","Item Updated"
"a8k16000000fz8QAAQ","111130705019W300","N","0","0","03-MAY-18","Item Updated"
"a8k16000000fzezAAA","111130605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzNNAAY","111122904426W300","N","0.15168","0","08-MAY-18","Item Updated"
"a8k16000000g0T0AAI","111122604427W300","N","0.09667","0","08-MAY-18","Item Updated"
"a8k16000000fzAVAAY","111122104426W300","N","0.008","24.3","08-MAY-18","Item Updated"
"a8k16000000fzKNAAY","111122004426W300","N","0","74.02","08-MAY-18","Item Updated"
"a8k16000000g1H4AAI","111121705019W303","N","0.3372","13.37","08-MAY-18","Item Updated"
"a8k16000000fz8PAAQ","111120705019W300","N","0.75615","0","03-MAY-18","Item Updated"
"a8k16000000g06NAAQ","111113505025W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fxlAAAQ","111113104926W303","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0IoAAI","111112705126W303","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0SzAAI","111112604427W300","N","0.04799","0","08-MAY-18","Item Updated"
"a8k16000000fyVtAAI","111112505123W304","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyRbAAI","111112105024W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzAUAAY","111112104426W300","N","0.12963","0","08-MAY-18","Item Updated"
"a8k16000000fzLeAAI","111111105120W300","N","0","12.25","08-MAY-18","Item Updated"
"a8k16000000fzVLAAY","111110805019W300","N","0.01316","17.26","08-MAY-18","Item Updated"
"a8k16000000fz4TAAQ","111110705019W300","N","0.00277","28.86","08-MAY-18","Item Updated"
"a8k16000000fxZnAAI","111110505324W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1JzAAI","111110104822W303","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1kGAAQ","111103604823W305","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g20zAAA","111103604823W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0WdAAI","111103305024W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1swAAA","111103205123W303","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz64AAA","111102404920W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0WRAAY","111102004926W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g296AAA","111102004028W300","N","0.02609","9.83","07-MAY-18","Item Updated"
"a8k16000000g09QAAQ","111100505124W305","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0ESAAY","111093305027W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1PoAAI","111092304723W300","N","0.0558","0","08-MAY-18","Item Updated"
"a8k16000000fyVmAAI","111090705122W303","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0CgAAI","111090105125W305","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzQTAAY","111083004426W300","N","0.002","46.76","08-MAY-18","Item Updated"
"a8k16000000fzNLAAY","111082904426W300","N","0.002","11.04","08-MAY-18","Item Updated"
"a8k16000000g0T5AAI","111082704427W300","N","0.21","8.47","08-MAY-18","Item Updated"
"a8k16000000fzT9AAI","111082404427W300","N","0.008","0","08-MAY-18","Item Updated"
"a8k16000000fzH6AAI","111081904426W300","N","0.002","35.71","08-MAY-18","Item Updated"
"a8k16000000fzPmAAI","111080105021W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0GLAAY","111073105125W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz5yAAA","111072404920W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzVaAAI","111071705019W300","N","0","10.95","08-MAY-18","Item Updated"
"a8k16000000fz1YAAQ","111071405120W300","N","0","4.98","08-MAY-18","Item Updated"
"a8k16000000g21rAAA","111071004028W300","N","0.00002","2.26","07-MAY-18","Item Updated"
"a8k16000000fz4SAAQ","111070705019W300","N","0","96.76","08-MAY-18","Item Updated"
"a8k16000000fzQNAAY","111063004426W300","N","0.002","0","08-MAY-18","Item Updated"
"a8k16000000fzNIAAY","111062904426W300","N","0.002","0","08-MAY-18","Item Updated"
"a8k16000000fxl8AAA","111062704926W303","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g295AAA","111062004028W300","N","0.04615","5.37","07-MAY-18","Item Updated"
"a8k16000000fyVqAAI","111061905122W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzrnAAA","111061604426W300","N","0.05126","58.09","08-MAY-18","Item Updated"
"a8k16000000g1mxAAA","111061505125W303","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzSTAAY","111060905223W306","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz4RAAQ","111060705019W300","N","0.07375","26.35","08-MAY-18","Item Updated"
"a8k16000000g06PAAQ","111052305026W304","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzZQAAY","111052005019W300","N","0.15495","56.8","08-MAY-18","Item Updated"
"a8k16000000g09bAAA","111051805124W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz4QAAQ","111050705019W300","N","0","0","03-MAY-18","Item Updated"
"a8k16000000fzQLAAY","111043004426W300","N","0.002","0","08-MAY-18","Item Updated"
"a8k16000000g0SuAAI","111042604427W300","N","0.18","3.72","08-MAY-18","Item Updated"
"a8k16000000fyVpAAI","111041705122W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0StAAI","111032604427W300","N","0.0587","69.56","08-MAY-18","Item Updated"
"a8k16000000g09TAAQ","111030705124W305","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz4OAAQ","111030705019W300","N","0","0","03-MAY-18","Item Updated"
"a8k16000000fzQHAAY","111023004426W300","N","0.002","29.44","08-MAY-18","Item Updated"
"a8k16000000fzNAAAY","111022904426W300","N","0.002","28.11","08-MAY-18","Item Updated"
"a8k16000000fz6GAAQ","111022004426W300","N","0.04875","24.36","08-MAY-18","Item Updated"
"a8k16000000fzGzAAI","111021904426W300","N","0.16199","8.25","08-MAY-18","Item Updated"
"a8k16000000g0SgAAI","111020605225W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzhnAAA","111013205223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000g0T4AAI","111012704427W300","N","0.27","0","08-MAY-18","Item Updated"
"a8k16000000fzVTAAY","111011705019W300","N","0.298","1.72","08-MAY-18","Item Updated"
"a8k16000000fz28AAA","111011704426W300","N","0.01496","58.33","08-MAY-18","Item Updated"
"a8k16000000fzUsAAI","111011505120W300","N","0","7.79","08-MAY-18","Item Updated"
"a8k1L000000KyqqQAC","107070604923W300","N","0.04181","1411.46","08-MAY-18","Item Updated"
"a8k16000000fycrAAA","107012504802W400","N","0.00091","4.42","08-MAY-18","Item Updated"
"a8k16000000fyebAAA","106092504802W400","N","0.18","4.69","08-MAY-18","Item Updated"
"a8k1L000000KyqpQAC","106070604923W300","N","0.04181","898.18","08-MAY-18","Item Updated"
"a8k1L0000004CCcQAM","106060604923W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fycxAAA","106022504802W400","N","0.02222","9.6","08-MAY-18","Item Updated"
"a8k16000000g26sAAA","105100207825W400","N","0.11583","0","08-MAY-18","Item Updated"
"a8k16000000fyeaAAA","105092504802W400","N","0.0423","0","08-MAY-18","Item Updated"
"a8k16000000g2BFAAY","105073405324W300","N","0.0172","1077.72","08-MAY-18","Item Updated"
"a8k1L000000KyppQAC","105070604923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k1L0000004CCRQA2","105060604923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fycpAAA","105012504802W400","N","0.0023","6.89","08-MAY-18","Item Updated"
"a8k16000000g25ZAAQ","104161107825W400","N","0.32419","10.03","08-MAY-18","Item Updated"
"a8k16000000g241AAA","104141207825W400","N","0.03873","0","08-MAY-18","Item Updated"
"a8k16000000g21jAAA","104141107825W400","N","0.55623","5.24","08-MAY-18","Item Updated"
"a8k16000000g26rAAA","104100207825W400","N","0.1728","32.05","08-MAY-18","Item Updated"
"a8k16000000g26HAAQ","104093507725W400","N","0.18164","10.54","08-MAY-18","Item Updated"
"a8k16000000g264AAA","104093407725W400","N","0.15218","1.25","08-MAY-18","Item Updated"
"a8k1L000000KyojQAC","104073405324W300","N","0.0172","1167.69","08-MAY-18","Item Updated"
"a8k1L000000KyqSQAS","104070604923W300","N","0.04181","937.71","08-MAY-18","Item Updated"
"a8k1L000000KyryQAC","104060604923W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g27tAAA","104060207825W400","N","0.10198","0","08-MAY-18","Item Updated"
"a8k16000000fycvAAA","104022504802W400","N","0","1.36","08-MAY-18","Item Updated"
"a8k16000000g27SAAQ","104021407825W400","N","0.94697","0","08-MAY-18","Item Updated"
"a8k16000000g27cAAA","104020207825W400","N","0.45719","2.15","08-MAY-18","Item Updated"
"a8k16000000g26iAAA","104013407725W400","N","2.03107","0","08-MAY-18","Item Updated"
"a8k16000000fycoAAA","104012504802W400","N","0.00197","6.1","08-MAY-18","Item Updated"
"a8k16000000g25PAAQ","104011507825W400","N","0.19734","11.77","08-MAY-18","Item Updated"
"a8k16000000g23jAAA","103162407825W400","N","0.03002","0","08-MAY-18","Item Updated"
"a8k16000000g26wAAA","103160207825W400","N","0.26548","0","08-MAY-18","Item Updated"
"a8k16000000g24JAAQ","103160107825W400","N","0.04015","34.86","08-MAY-18","Item Updated"
"a8k16000000fzR9AAI","103160104304W400","N","565.2","1.64","08-MAY-18","Item Updated"
"a8k16000000g04RAAQ","103151104401W400","N","0.04651","20.59","08-MAY-18","Item Updated"
"a8k16000000g24yAAA","103150307825W400","N","0.78177","0","08-MAY-18","Item Updated"
"a8k16000000g26uAAA","103150207825W400","N","0.40786","37.39","08-MAY-18","Item Updated"
"a8k16000000g24GAAQ","103150107825W400","N","0.10936","20.37","08-MAY-18","Item Updated"
"a8k16000000g26eAAA","103143507725W400","N","0.1586","3.97","08-MAY-18","Item Updated"
"a8k1L000000KymSQAS","103143505026W300","N","0","54.09","08-MAY-18","Item Updated"
"a8k16000000g23sAAA","103141407825W400","N","1.00966","0","08-MAY-18","Item Updated"
"a8k16000000g24SAAQ","103141307825W400","N","0.12539","0","08-MAY-18","Item Updated"
"a8k1L000000KymQQAS","103133505026W300","N","0","109.96","08-MAY-18","Item Updated"
"a8k16000000g23pAAA","103131407825W400","N","0.15722","42.1","08-MAY-18","Item Updated"
"a8k16000000g25pAAA","103130107825W400","N","0.13","19.81","08-MAY-18","Item Updated"
"a8k16000000g26bAAA","103123507725W400","N","0.18636","6.12","08-MAY-18","Item Updated"
"a8k16000000g1kjAAA","103123007319W400","N","0.51144","0","08-MAY-18","Item Updated"
"a8k16000000g0R6AAI","103121904401W400","N","0.07355","24.12","08-MAY-18","Item Updated"
"a8k16000000g23nAAA","103121407825W400","N","0.41689","0","08-MAY-18","Item Updated"
"a8k16000000g24NAAQ","103121307825W400","N","0.12407","0","08-MAY-18","Item Updated"
"a8k16000000g26YAAQ","103113507725W400","N","0.13068","13.28","08-MAY-18","Item Updated"
"a8k16000000g26qAAA","103100207825W400","N","0.10047","0","08-MAY-18","Item Updated"
"a8k16000000g1BpAAI","103100205204W400","N","0.0473","2.77","08-MAY-18","Item Updated"
"a8k16000000g26GAAQ","103093507725W400","N","0.05781","12.93","08-MAY-18","Item Updated"
"a8k16000000g263AAA","103093407725W400","N","0.02546","39.44","08-MAY-18","Item Updated"
"a8k16000000g15SAAQ","103091907319W400","N","0.22587","0","08-MAY-18","Item Updated"
"a8k16000000g25VAAQ","103091107825W400","N","0.99243","0","08-MAY-18","Item Updated"
"a8k16000000g25UAAQ","103081507825W400","N","0.08095","26.45","08-MAY-18","Item Updated"
"a8k16000000g260AAA","103080307825W400","N","0.07193","3.28","08-MAY-18","Item Updated"
"a8k16000000g26lAAA","103073407725W400","N","0.02886","33.72","08-MAY-18","Item Updated"
"a8k16000000g27sAAA","103060207825W400","N","0.47745","4.4","08-MAY-18","Item Updated"
"a8k16000000g25MAAQ","103053507725W400","N","0.09692","0","08-MAY-18","Item Updated"
"a8k16000000g18UAAQ","103043607320W400","N","0.00357","0","08-MAY-18","Item Updated"
"a8k16000000g25eAAA","103023607825W400","N","0.1153","13.31","08-MAY-18","Item Updated"
"a8k16000000g18zAAA","103023007319W400","N","0.58672","3.49","08-MAY-18","Item Updated"
"a8k16000000fycuAAA","103022504802W400","N","0.60738","1.49","08-MAY-18","Item Updated"
