"ID","WELL_LOCATION","SINGLE_WELL_BATTERY","GAS_OIL_RATIO","SUM(WBT.PRORATED_OIL)","MAX(WBT.PRODUCTION_DATE)","STATUS"
"a8k16000000fxVmAAI","19B110704819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzp1AAA","19B093205223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000g1ucAAA","19B091204924W300","N","0.04181","184.13","08-MAY-18","Item Updated"
"a8k16000000g1xLAAQ","19B090605023W300","N","0.023","38.44","08-MAY-18","Item Updated"
"a8k16000000fzlPAAQ","19B083205223W300","N","0.03905","20.29","08-MAY-18","Item Updated"
"a8k16000000fzbTAAQ","19B070105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1wjAAA","19B061605223W300","N","0.03905","874.6","08-MAY-18","Item Updated"
"a8k16000000g1H0AAI","19B060705023W300","N","0.023","502.17","08-MAY-18","Item Updated"
"a8k16000000fzKXAAY","19B041705223W300","N","0.03905","7.92","08-MAY-18","Item Updated"
"a8k16000000g1CRAAY","19B040704923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fz7xAAA","19B030605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g0uEAAQ","19B020104819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1zQAAQ","19B010404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000fzHqAAI","19A162705324W300","N","0.034","0","08-MAY-18","Item Updated"
"a8k16000000g1EuAAI","19A150605323W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000fxVWAAY","19A140504819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzbCAAQ","19A130704923W300","N","0.04181","88","08-MAY-18","Item Updated"
"a8k16000000g0uqAAA","19A130104819W300","N","0.0095","670.78","08-MAY-18","Item Updated"
"a8k16000000fxVlAAI","19A110704819W300","N","0.0116","1114.62","08-MAY-18","Item Updated"
"a8k16000000fzbLAAQ","19A100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1mzAAA","19A091204924W300","N","0.04181","104.17","08-MAY-18","Item Updated"
"a8k16000000fzXZAAY","19A090605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzBdAAI","19A080605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzbSAAQ","19A070105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzNRAAY","19A061705223W300","N","0.03905","61.13","08-MAY-18","Item Updated"
"a8k16000000g1wwAAA","19A061605223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g0yHAAQ","19A060705023W300","N","0.023","635.08","08-MAY-18","Item Updated"
"a8k16000000fzKWAAY","19A041705223W300","N","0.03905","23.12","08-MAY-18","Item Updated"
"a8k16000000g1CNAAY","19A040704923W300","N","0.04181","365.15","08-MAY-18","Item Updated"
"a8k16000000g0uDAAQ","19A020104819W300","N","0.0095","166.09","08-MAY-18","Item Updated"
"a8k16000000fziCAAQ","19A011304924W300","N","0.04181","102.2","08-MAY-18","Item Updated"
"a8k16000000g1zRAAQ","19A010404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000fzHpAAI","198162705324W300","N","0.0172","86.1","08-MAY-18","Item Updated"
"a8k16000000g12OAAQ","198151205324W300","N","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fzAzAAI","198150605323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fzlwAAA","198150105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fxVVAAY","198140504819W300","N","0.0116","595.6","08-MAY-18","Item Updated"
"a8k16000000g0upAAA","198130104819W300","N","0","0","08-MAY-18","Item Updated"
"a8k1L000000KykUQAS","198111605223W300","N","0.03905","894.19","08-MAY-18","Item Updated"
"a8k16000000fxVkAAI","198110704819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzemAAA","198110605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzbKAAQ","198100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1n2AAA","198091204924W300","N","0.04181","60.44","08-MAY-18","Item Updated"
"a8k16000000fzXcAAI","198090605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzNcAAI","198081705223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fzU8AAI","198080605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz7dAAA","198070105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzNQAAY","198061705223W300","N","0.03905","48.29","08-MAY-18","Item Updated"
"a8k16000000g1waAAA","198061605223W300","N","0.03905","245.66","08-MAY-18","Item Updated"
"a8k16000000g0xoAAA","198060705023W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000g13aAAA","198051804923W300","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000g1CQAAY","198040704923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fzHTAAY","198031705223W300","N","0.03905","93.16","08-MAY-18","Item Updated"
"a8k16000000g10wAAA","198021805223W300","N","0.03905","32.64","08-MAY-18","Item Updated"
"a8k16000000g106AAA","198021505124W300","N","0.005","0","08-MAY-18","Item Updated"
"a8k16000000g0ucAAA","198020104819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz7BAAQ","198011705223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fziBAAQ","198011304924W300","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000g0BLAAY","198010705026W300","N","0","4.54","08-MAY-18","Item Updated"
"a8k16000000g1xeAAA","198010404821W300","N","0.00872","1028.75","08-MAY-18","Item Updated"
"a8k16000000fzHoAAI","197162705324W300","N","0.0172","143.12","08-MAY-18","Item Updated"
"a8k16000000g12NAAQ","197151205324W300","N","0.03905","252.76","08-MAY-18","Item Updated"
"a8k16000000fzAyAAI","197150605323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fxVUAAY","197140504819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0uoAAA","197130104819W300","N","0.0095","744.72","08-MAY-18","Item Updated"
"a8k16000000fy2wAAA","197120105027W300","N","0","38.83","08-MAY-18","Item Updated"
"a8k1L000000CafhQAC","197111605223W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fxVjAAI","197110704819W300","N","0.0116","751.54","08-MAY-18","Item Updated"
"a8k16000000fzbZAAQ","197110605023W300","N","0.023","27.36","08-MAY-18","Item Updated"
"a8k16000000fzbJAAQ","197100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzi1AAA","197091204924W300","N","0.04181","130.5","08-MAY-18","Item Updated"
"a8k16000000fzXbAAI","197090605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzNbAAI","197081705223W300","N","0.03905","85.63","08-MAY-18","Item Updated"
"a8k16000000g0DfAAI","197080705026W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzU7AAI","197080605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzU0AAI","197070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g12TAAQ","197062404821W300","N","0.0241","936.87","08-MAY-18","Item Updated"
"a8k16000000fz73AAA","197061605223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g1qXAAQ","197060705023W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000g13ZAAQ","197051804923W300","N","0.04181","292.44","08-MAY-18","Item Updated"
"a8k16000000fy2hAAA","197050105027W300","N","0","10.75","08-MAY-18","Item Updated"
"a8k16000000fz39AAA","197043305223W300","N","0.03905","25.91","08-MAY-18","Item Updated"
"a8k16000000g1CPAAY","197040704923W300","N","0.04181","334.8","08-MAY-18","Item Updated"
"a8k16000000fxyvAAA","197040105027W300","N","0","21.87","08-MAY-18","Item Updated"
"a8k16000000g13BAAQ","197032404821W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1k8AAA","197030705323W300","N","0.03905","411.94","08-MAY-18","Item Updated"
"a8k16000000g20GAAQ","197030404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000g105AAA","197021505124W300","N","0.0507","379.88","08-MAY-18","Item Updated"
"a8k16000000g0ubAAA","197020104819W300","N","0.0095","400.42","08-MAY-18","Item Updated"
"a8k16000000fz7AAAQ","197011705223W300","N","0.03905","374.31","08-MAY-18","Item Updated"
"a8k16000000fziAAAQ","197011304924W300","N","0.04181","187.18","08-MAY-18","Item Updated"
"a8k16000000g0BKAAY","197010705026W300","N","0","5.38","08-MAY-18","Item Updated"
"a8k16000000fxmvAAA","197010605026W300","N","0","43.92","08-MAY-18","Item Updated"
"a8k16000000g1xTAAQ","197010404821W300","N","0.00872","1134.78","08-MAY-18","Item Updated"
"a8k16000000fzHnAAI","196162705324W300","N","0.0172","119.82","08-MAY-18","Item Updated"
"a8k16000000fzTrAAI","196152005223W300","N","0.03905","39.12","08-MAY-18","Item Updated"
"a8k16000000g12MAAQ","196151205324W300","N","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fzAxAAI","196150605323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g1oKAAQ","196142305324W300","N","0.034","0","08-MAY-18","Item Updated"
"a8k16000000g13pAAA","196140604923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fxVTAAY","196140504819W300","N","0.0116","2466.75","08-MAY-18","Item Updated"
"a8k16000000g1GiAAI","196133604927W300","N","0","70.63","08-MAY-18","Item Updated"
"a8k16000000fzbBAAQ","196130704923W300","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000fy6YAAQ","196130105027W300","N","0","21.5","08-MAY-18","Item Updated"
"a8k16000000g0unAAA","196130104819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzexAAA","196120605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k1L000000CafgQAC","196111605223W300","N","0.03905","1132.78","08-MAY-18","Item Updated"
"a8k16000000g0I7AAI","196111205027W300","N","0","30.47","08-MAY-18","Item Updated"
"a8k16000000fxViAAI","196110704819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzp6AAA","196103205223W300","N","0.03905","33.06","08-MAY-18","Item Updated"
"a8k16000000fzBeAAI","196100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzi0AAA","196091204924W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fze8AAA","196090705223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fzXaAAI","196090605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzU6AAI","196080605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g12SAAQ","196062404821W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz72AAA","196061605223W300","N","0.03905","81.63","08-MAY-18","Item Updated"
"a8k16000000g1qYAAQ","196060705023W300","N","0.023","779.37","08-MAY-18","Item Updated"
"a8k16000000g294AAA","196052004028W300","N","0.00001","11.61","07-MAY-18","Item Updated"
"a8k16000000fxUCAAY","196051804923W300","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000g1nPAAQ","196051705223W300","N","0.03905","20.99","08-MAY-18","Item Updated"
"a8k16000000g0x6AAA","196051405124W300","N","0.005","0","08-MAY-18","Item Updated"
"a8k16000000g0wXAAQ","196050705323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g1COAAY","196040704923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000g12XAAQ","196032404821W300","N","0.0241","655.24","08-MAY-18","Item Updated"
"a8k16000000fzHSAAY","196031705223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fzB7AAI","196030705323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fz7wAAA","196030605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g20JAAQ","196030404821W300","N","0.00872","1150.7","08-MAY-18","Item Updated"
"a8k16000000fzQnAAI","196021805223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g1wgAAA","196021705223W300","N","0.03905","136.27","08-MAY-18","Item Updated"
"a8k16000000g104AAA","196021505124W300","N","0.005","0","08-MAY-18","Item Updated"
"a8k16000000fz7YAAQ","196020105024W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000g0uaAAA","196020104819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzi9AAA","196011304924W302","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000g1xcAAA","196010404821W300","N","0.00872","1005.93","08-MAY-18","Item Updated"
"a8k16000000g1PXAAY","196010105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzHmAAI","195162705324W300","N","0.0172","139.84","08-MAY-18","Item Updated"
"a8k16000000fxrBAAQ","195160605026W300","N","0","12.54","08-MAY-18","Item Updated"
"a8k16000000fztIAAQ","195160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1moAAA","195153305223W300","N","0.03905","78.89","08-MAY-18","Item Updated"
"a8k16000000fztOAAQ","195153104923W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1kxAAA","195151205324W300","N","0.03905","352.18","08-MAY-18","Item Updated"
"a8k16000000fzAwAAI","195150605323W300","N","0.03905","56.92","08-MAY-18","Item Updated"
"a8k16000000g1mfAAA","195142305324W300","N","0.0172","71.41","08-MAY-18","Item Updated"
"a8k16000000g13oAAA","195140604923W300","N","0.04181","1014.55","08-MAY-18","Item Updated"
"a8k16000000fxVSAAY","195140504819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzbAAAQ","195130704923W300","N","0.04181","164.14","08-MAY-18","Item Updated"
"a8k16000000g0uhAAA","195130104819W300","N","0.0095","1124.33","08-MAY-18","Item Updated"
"a8k16000000g1qhAAA","195121005124W300","N","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g0xHAAQ","195120704923W300","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000fzewAAA","195120605023W300","N","0.023","12.82","08-MAY-18","Item Updated"
"a8k16000000fy2uAAA","195120105027W300","N","0","14.34","08-MAY-18","Item Updated"
"a8k1L000000CaffQAC","195111605223W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fxVhAAI","195110704819W300","N","0.0116","840.99","08-MAY-18","Item Updated"
"a8k16000000fzp5AAA","195103205223W300","N","0.03905","100.25","08-MAY-18","Item Updated"
"a8k16000000bm5iAAA","195102104028W300","N","0.00001","8.84","07-MAY-18","Item Updated"
"a8k16000000fzXpAAI","195100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fy3HAAQ","195091304723W300","N","0.2","0","08-MAY-18","Item Updated"
"a8k16000000fzhzAAA","195091204924W300","N","0.04181","112.91","08-MAY-18","Item Updated"
"a8k16000000fze7AAA","195090705223W300","N","0.03905","79.59","08-MAY-18","Item Updated"
"a8k16000000fxr2AAA","195090605026W300","N","0","34.35","08-MAY-18","Item Updated"
"a8k16000000fzUDAAY","195090605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fy77AAA","195082304723W302","N","0.218","1.12","08-MAY-18","Item Updated"
"a8k16000000g0DdAAI","195080705026W300","N","0","8.89","08-MAY-18","Item Updated"
"a8k16000000fzU5AAI","195080605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fxuoAAA","195070605026W300","N","0","32.25","08-MAY-18","Item Updated"
"a8k16000000fzTzAAI","195070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz7cAAA","195070105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g12RAAQ","195062404821W300","N","0.0241","1228.79","08-MAY-18","Item Updated"
"a8k16000000fz71AAA","195061605223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fzBXAAY","195060605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g293AAA","195052004028W300","N","0.00001","0","07-MAY-18","Item Updated"
"a8k16000000fxUBAAY","195051804923W300","N","0.04181","288.39","08-MAY-18","Item Updated"
"a8k16000000fzKcAAI","195051705223W300","N","0.03905","26.36","08-MAY-18","Item Updated"
"a8k16000000g0x5AAA","195051405124W300","N","0.0507","394.55","08-MAY-18","Item Updated"
"a8k16000000g0wWAAQ","195050705323W300","N","0.03905","102.34","08-MAY-18","Item Updated"
"a8k16000000fy2fAAA","195050105027W300","N","0","8.04","08-MAY-18","Item Updated"
"a8k16000000fzssAAA","195043305223W300","N","0.03905","9.44","08-MAY-18","Item Updated"
"a8k16000000g29KAAQ","195041504028W300","N","0","4.6","07-MAY-18","Item Updated"
"a8k16000000g1CMAAY","195040704923W300","N","0.04181","162.89","08-MAY-18","Item Updated"
"a8k16000000g1xfAAA","195040304821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000fxv2AAA","195040105027W300","N","0","33.6","08-MAY-18","Item Updated"
"a8k16000000g12WAAQ","195032404821W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzHRAAY","195031705223W300","N","0.03905","61.01","08-MAY-18","Item Updated"
"a8k16000000g1J3AAI","195031305027W300","N","0","5.82","08-MAY-18","Item Updated"
"a8k16000000g0HwAAI","195031205027W300","N","0","23.52","08-MAY-18","Item Updated"
"a8k16000000fzB6AAI","195030705323W300","N","0.03905","108.25","08-MAY-18","Item Updated"
"a8k16000000fz7vAAA","195030605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g20BAAQ","195030404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000fzQmAAI","195021805223W300","N","0.03905","46.55","08-MAY-18","Item Updated"
"a8k16000000g1vzAAA","195021705223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g0weAAA","195021505124W300","N","0.0507","335.8","08-MAY-18","Item Updated"
"a8k16000000g20LAAQ","195020404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000fzBiAAI","195020105024W300","N","0.023","238.22","08-MAY-18","Item Updated"
"a8k16000000g0uZAAQ","195020104819W300","N","0.0095","614.07","08-MAY-18","Item Updated"
"a8k16000000fzi8AAA","195011304924W302","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000g1CIAAY","195011204924W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000g0BIAAY","195010705026W300","N","0","8.04","08-MAY-18","Item Updated"
"a8k16000000fxmtAAA","195010605026W300","N","0","40.33","08-MAY-18","Item Updated"
"a8k16000000fzXMAAY","195010404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000fz3cAAA","195010105024W300","N","0.023","78.73","08-MAY-18","Item Updated"
"a8k16000000fxivAAA","194163104926W300","N","0","22.85","08-MAY-18","Item Updated"
"a8k16000000fzHlAAI","194162705324W300","N","0.034","0","08-MAY-18","Item Updated"
"a8k16000000fy3KAAQ","194161304723W300","N","0.0702","14.74","08-MAY-18","Item Updated"
"a8k16000000g1g7AAA","194160704722W300","N","0.08175","17.34","08-MAY-18","Item Updated"
"a8k16000000fxrAAAQ","194160605026W300","N","0","21.5","08-MAY-18","Item Updated"
"a8k16000000fztHAAQ","194160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fztNAAQ","194153104923W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g12LAAQ","194151205324W300","N","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fz7XAAQ","194150605323W302","N","0.03905","458.35","08-MAY-18","Item Updated"
"a8k16000000fzL0AAI","194150105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1mhAAA","194142305324W300","N","0.034","0","08-MAY-18","Item Updated"
"a8k16000000g13nAAA","194140604923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fxVRAAY","194140504819W300","N","0.0116","1212.53","08-MAY-18","Item Updated"
"a8k16000000fzb9AAA","194130704923W300","N","0.04181","445.12","08-MAY-18","Item Updated"
"a8k16000000fy6WAAQ","194130105027W300","N","0","13.82","08-MAY-18","Item Updated"
"a8k16000000g0ugAAA","194130104819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000bm6VAAQ","194122904028W300","N","0.00001","18.83","07-MAY-18","Item Updated"
"a8k16000000g1qiAAA","194121005124W300","N","0.0507","1306.42","08-MAY-18","Item Updated"
"a8k16000000g0wNAAQ","194120705323W300","N","0.03905","1074.66","08-MAY-18","Item Updated"
"a8k16000000fzb5AAA","194120704923W300","N","0.04181","126.27","08-MAY-18","Item Updated"
"a8k16000000fzevAAA","194120605023W300","N","0.023","47.92","08-MAY-18","Item Updated"
"a8k1L000000CafeQAC","194111605223W300","N","0.03905","511.32","08-MAY-18","Item Updated"
"a8k16000000g0I5AAI","194111205027W300","N","0","14.34","08-MAY-18","Item Updated"
"a8k16000000fxVgAAI","194110704819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzbYAAQ","194110605023W300","N","0.023","7.63","08-MAY-18","Item Updated"
"a8k16000000bm7qAAA","194102104028W300","N","0.00001","10.98","07-MAY-18","Item Updated"
"a8k16000000fzXoAAI","194100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1GlAAI","194092504927W300","N","0","49.8","08-MAY-18","Item Updated"
"a8k16000000fy7BAAQ","194092304723W300","N","0.08517","112.66","08-MAY-18","Item Updated"
"a8k16000000g1CiAAI","194091905122W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fxnOAAQ","194091304723W300","N","0.2","0","08-MAY-18","Item Updated"
"a8k16000000fzhyAAA","194091204924W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000g1oTAAQ","194090805223W300","N","0.03905","12.49","08-MAY-18","Item Updated"
"a8k16000000g1gAAAQ","194090704722W300","N","0.05518","15.09","08-MAY-18","Item Updated"
"a8k16000000fzUCAAY","194090605023W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000fy75AAA","194082304723W300","N","0.086","30.84","08-MAY-18","Item Updated"
"a8k16000000g1CkAAI","194081905122W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzU4AAI","194080605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzBGAAY","194080105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000bm6ZAAQ","194072904028W300","N","0.01648","14.02","07-MAY-18","Item Updated"
"a8k16000000fxqxAAA","194070605026W300","N","0","21.5","08-MAY-18","Item Updated"
"a8k16000000fzTyAAI","194070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g29DAAQ","194070304028W300","N","0.00002","6.22","07-MAY-18","Item Updated"
"a8k16000000fzbRAAQ","194070105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1BHAAY","194062404821W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz38AAA","194061605223W300","N","0.03905","227.72","08-MAY-18","Item Updated"
"a8k16000000g0I1AAI","194061205027W300","N","0","15.58","08-MAY-18","Item Updated"
"a8k16000000g1g5AAA","194060705023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fxUAAAY","194051804923W300","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000g1p1AAA","194051605223W300","N","0.03905","231.9","08-MAY-18","Item Updated"
"a8k16000000g0x4AAA","194051405124W300","N","0.005","0","08-MAY-18","Item Updated"
"a8k16000000g0wVAAQ","194050705323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fzbXAAQ","194050605023W300","N","0.023","34.49","08-MAY-18","Item Updated"
"a8k16000000fzeVAAQ","194041804923W302","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000g1CLAAY","194040704923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000g1xaAAA","194040304821W300","N","0.00872","756.79","08-MAY-18","Item Updated"
"a8k16000000g12VAAQ","194032404821W300","N","0.0241","975.06","08-MAY-18","Item Updated"
"a8k16000000fz34AAA","194031605223W300","N","0.03905","263.31","08-MAY-18","Item Updated"
"a8k16000000g0wiAAA","194031505124W300","N","0.005","0","08-MAY-18","Item Updated"
"a8k16000000g0HvAAI","194031205027W300","N","0","25.09","08-MAY-18","Item Updated"
"a8k16000000fzB5AAI","194030705323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g20MAAQ","194030404821W300","N","0.00872","874.55","08-MAY-18","Item Updated"
"a8k16000000g1whAAA","194021705223W300","N","0.03905","307.35","08-MAY-18","Item Updated"
"a8k16000000g20KAAQ","194020404821W300","N","0.00872","867.88","08-MAY-18","Item Updated"
"a8k16000000fz3gAAA","194020105024W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000g0uYAAQ","194020104819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fy3OAAQ","194012304723W300","N","0.38167","11.47","08-MAY-18","Item Updated"
"a8k16000000fzi7AAA","194011304924W302","N","0.04181","84.98","08-MAY-18","Item Updated"
"a8k16000000fxjCAAQ","194011304723W300","N","0.309","10.46","08-MAY-18","Item Updated"
"a8k16000000g1CHAAY","194011204924W300","N","0.04181","335.98","08-MAY-18","Item Updated"
"a8k16000000g0BHAAY","194010705026W300","N","0","21.54","08-MAY-18","Item Updated"
"a8k16000000fzXLAAY","194010404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000fzBhAAI","194010105024W300","N","0.023","389.9","08-MAY-18","Item Updated"
"a8k16000000g0xvAAA","194010104723W300","N","0","38.49","08-MAY-18","Item Updated"
"a8k16000000fz3iAAA","193163104923W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzHkAAI","193162705324W300","N","0.034","0","08-MAY-18","Item Updated"
"a8k16000000fyAsAAI","193162304723W300","N","0.053","19.23","08-MAY-18","Item Updated"
"a8k16000000g1CbAAI","193161905122W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1oSAAQ","193160805223W300","N","0.03905","126.51","08-MAY-18","Item Updated"
"a8k16000000g1MrAAI","193160704722W300","N","0.05","22.81","08-MAY-18","Item Updated"
"a8k16000000fzNiAAI","193160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz7JAAQ","193153305223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g139AAA","193151205324W300","N","0.03905","515.93","08-MAY-18","Item Updated"
"a8k16000000fzlvAAA","193150105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzeeAAA","193143104923W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000g1meAAA","193142305324W300","N","0.0172","741.19","08-MAY-18","Item Updated"
"a8k16000000g13mAAA","193140604923W300","N","0.04181","416.75","08-MAY-18","Item Updated"
"a8k16000000fxVQAAY","193140504819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1IvAAI","193133604927W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g29IAAQ","193131004028W300","N","0.04026","7.35","07-MAY-18","Item Updated"
"a8k16000000fzb8AAA","193130704923W300","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000g0ufAAA","193130104819W300","N","0.0095","315.3","08-MAY-18","Item Updated"
"a8k16000000g1nRAAQ","193121605223W300","N","0.03905","202.63","08-MAY-18","Item Updated"
"a8k16000000g1qfAAA","193121005124W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1oQAAQ","193120805223W300","N","0.03905","135.78","08-MAY-18","Item Updated"
"a8k16000000g0wMAAQ","193120705323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fzb4AAA","193120704923W300","N","0.04181","227.62","08-MAY-18","Item Updated"
