"ID","WELL_LOCATION","FAC_NAME","FAC_TYPE","EFFECTIVE_DATE","TEST_DATE","VENT_RATE","STATUS"
"a8k16000000fyupAAA","191011304723W300","GDLH 191/01-13-047-23W3/00","WI","01-SEP-15","14-AUG-15","0","Item Updated"
"a8k16000000g1h6AAA","191081304723W300","GDLH 191/08-13-047-23W3/00","WI","01-SEP-15","14-AUG-15","0","Item Updated"
"a8k16000000g1CAAAY","192011304723W300","GDLH 192/01-13-047-23W3/00","WI","01-SEP-15","14-AUG-15","0","Item Updated"
"a8k16000000g1DWAAY","192081304723W300","GDLH 192/08-13-047-23W3/00","WI","01-SEP-15","14-AUG-15","0","Item Updated"
"a8k16000000fxjTAAQ","193011304723W300","GDLH 193/01-13-047-23W3/00","WI","01-SEP-15","14-AUG-15","0","Item Updated"
"a8k16000000fxjUAAQ","193081304723W300","GDLH 193/08-13-047-23W3/00","WI","01-SEP-15","14-AUG-15","0","Item Updated"
"a8k16000000fyUbAAI","194011304723W300","GDLH 194/01-13-047-23W3/00","WI","01-SEP-15","14-AUG-15","0","Item Updated"
"a8k16000000fyRxAAI","194091304723W300","GDLH 194/09-13-047-23W3/00","WI","01-SEP-15","14-AUG-15","0","Item Updated"
"a8k16000000fxtNAAQ","1D0011704606W400","WWNM 1D0/01-17-046-06W4/00","WI","01-SEP-15","14-AUG-15","62","Item Updated"
"a8k16000000g0puAAA","1B0042104506W400","WWSM 1B0/04-21-045-06W4/00","WI","01-SEP-15","14-AUG-15","17","Item Updated"
"a8k16000000g1zsAAA","100091504013W400","ALNC 100/09-15-040-13W4/00","WI","01-SEP-15","13-AUG-15","","Item Updated"
"a8k16000000g1ziAAA","191042704723W300","GDLH 191/04-27-047-23W3/00","WI","01-SEP-15","13-AUG-15","25","Item Updated"
"a8k16000000fy8fAAA","191162204723W300","GDLH 191/16-22-047-23W3/00","WI","01-SEP-15","13-AUG-15","380","Item Updated"
"a8k16000000fzu3AAA","193160704722W300","GDLH 193/16-07-047-22W3/00","WI","01-SEP-15","13-AUG-15","0","Item Updated"
"a8k1L000000KyqWQAS","1A0053304001W400","GREE 1A0/05-33-040-01W4/00","WI","01-SEP-15","13-AUG-15","","Item Updated"
"a8k1L000000KyqXQAS","101141305228W300","TNNH 101/14-13-052-28W3 SPRK","WI","01-AUG-15","13-AUG-15","9","Item Updated"
"a8k16000000fxsQAAQ","111063105226W300","TNNH 111/06-31-052-26W3 MCLN","WI","01-AUG-15","13-AUG-15","415","Item Updated"
"a8k16000000fy1IAAQ","100160507509W600","VALH 100/16-05-075-09W6/00","WI","01-MAR-16","13-AUG-15","","Item Updated"
"a8k16000000fxWPAAY","1D0021704606W400","WWNM 1D0/02-17-046-06W4/00","WI","01-SEP-15","13-AUG-15","74","Item Updated"
"a8k16000000fyuyAAA","111052505124W300","CLTH 111/05-25-051-24W3 SPRK","WI","01-AUG-15","12-AUG-15","31","Item Updated"
"a8k16000000fy4gAAA","192160704722W300","GDLH 192/16-07-047-22W3/00","WI","01-SEP-15","12-AUG-15","0","Item Updated"
"a8k16000000fyk8AAA","194162204723W300","GDLH 194/16-22-047-23W3/00","WI","01-SEP-15","12-AUG-15","7","Item Updated"
"a8k16000000g1w7AAA","192162204723W300","GLDH 192/16-22-047-23W3/00","WI","01-SEP-15","12-AUG-15","585","Item Updated"
"a8k16000000g1eUAAQ","101030605326W300","TNNH 101/03-06-053-26W3/00","WI","01-SEP-15","12-AUG-15","636","Item Updated"
"a8k16000000fyqcAAA","141101305228W300","TNNH 141/10-13-052-28W3/00","WI","01-AUG-15","12-AUG-15","56","Item Updated"
"a8k16000000g12HAAQ","100160507509W600","VALH 100/16-05-075-09W6/00","WI","01-MAR-16","12-AUG-15","","Item Updated"
"a8k16000000fyI8AAI","1B0081704606W400","WWNM 1B0/08-17-046-06W4/00","WI","01-SEP-15","12-AUG-15","59","Item Updated"
"a8k16000000g1ztAAA","111013204925W300","BGLH 111/01-32-049-25W3 SPRK","WI","01-AUG-15","11-AUG-15","580","Item Updated"
"a8k16000000g1n4AAA","111053005123W302","CLTH 111/05-30-051-23W3/02","WI","01-AUG-15","11-AUG-15","10","Item Updated"
"a8k16000000fykjAAA","111051504923W300","GULH 111/05-15-049-23W3 WSEC","WI","01-AUG-15","11-AUG-15","1004","Item Updated"
"a8k16000000fyl5AAA","1D0033304506W400","WWSM 1D0/03-33-045-06W4/00","WI","01-AUG-15","11-AUG-15","0","Item Updated"
"a8k16000000fyl6AAA","1D0152804506W400","WWSM 1D0/15-28-045-06W4/00","WI","01-AUG-15","11-AUG-15","5","Item Updated"
"a8k16000000fyOQAAY","112160305227W300","TNNH 112/16-03-052-27W3/00","WI","01-AUG-15","10-AUG-15","198","Item Updated"
"a8k16000000g1W6AAI","111120105122W300","WZLH 111/12-01-051-22W3/00","WI","01-SEP-15","10-AUG-15","175","Item Updated"
"a8k16000000g1xJAAQ","100053304706W400","ASCH 100/05-33-047-06W4/00","WI","01-SEP-15","09-AUG-15","184","Item Updated"
"a8k16000000g0vHAAQ","111102505124W300","CLTH 111/10-25-051-24W3 SPRK","WI","01-AUG-15","09-AUG-15","999","Item Updated"
"a8k16000000g19QAAQ","101110104828W300","EPPH 101/11-01-048-28W3/00","WI","01-AUG-15","09-AUG-15","255","Item Updated"
"a8k16000000fylFAAQ","1D0122804506W400","WWSM 1D0/12-28-045-06W4/00","WI","01-AUG-15","23-JUL-15","0","Item Updated"
"a8k16000000g1NdAAI","105092504802W400","ANEH 105/09-25-048-02W4/00","WI","01-AUG-15","22-JUL-15","210","Item Updated"
"a8k1L000000KyrqQAC","106092504802W400","ANEH 106/09-25-048-02W4/00","WI","01-AUG-15","22-JUL-15","355","Item Updated"
"a8k16000000fxaqAAA","100082504806W400","ASCH 100/08-25-048-06W4/00","WI","01-NOV-15","22-JUL-15","477","Item Updated"
"a8k16000000g0QvAAI","111092605124W300","CLTH 111/09-26-051-24W3/00","WI","01-SEP-15","22-JUL-15","70","Item Updated"
"a8k16000000fxajAAA","131150704919W300","EDMH 131/15-07-049-19W3/00","WI","01-AUG-15","22-JUL-15","188","Item Updated"
"a8k16000000fy9UAAQ","100042400617W402","ETZK 100/04-24-00617W4/02","WI","01-SEP-15","22-JUL-15","","Item Updated"
"a8k16000000fxZQAAY","111020304524W300","FRMH 111/02-03-045-24W3 SPRK","WI","01-SEP-15","22-JUL-15","338","Item Updated"
"a8k16000000fy7BAAQ","1D0073204506W400","WWNM 1D0/07-32-045-06W4/00","WI","01-AUG-15","22-JUL-15","61","Item Updated"
"a8k16000000g0wQAAQ","1B0033304506W400","WWSM 1B0/03-33-045-06W4/00","WI","01-AUG-15","22-JUL-15","21","Item Updated"
"a8k16000000g0w0AAA","1B0132804506W400","WWSM 1B0/13-28-045-06W4/00","WI","01-AUG-15","22-JUL-15","11","Item Updated"
"a8k16000000fyIKAAY","102090904012W400","ALNC 102/09-09-040-12W4/00","WI","01-SEP-15","21-JUL-15","","Item Updated"
"a8k16000000fyIJAAY","100032504802W400","ANEH 100/03-25-048-02W4/00","WI","01-AUG-15","21-JUL-15","887","Item Updated"
"a8k16000000fxqvAAA","102032504802W400","ANEH 102/03-25-048-02W4/00","WI","01-AUG-15","21-JUL-15","767","Item Updated"
"a8k16000000g26kAAA","111162605124W300","CLTH 111/16-26-051-24W3/00","WI","01-SEP-15","21-JUL-15","26","Item Updated"
"a8k16000000g0RLAAY","100060700616W400","ETZK 100/06-07-006-16W4/00","WI","01-SEP-15","21-JUL-15","","Item Updated"
"a8k16000000g0rJAAQ","131101604426W300","MANT 131/10-16-044-26W3/00","WI","01-SEP-15","21-JUL-15","827","Item Updated"
"a8k16000000g0IPAAY","131101604426W300","MANT 131/10-16-044-26W3/00","WI","","21-JUL-15","827","Item Updated"
"a8k16000000g1xOAAQ","191012105020W300","MRVH 191/01-21-050-20W3/00","WI","01-AUG-15","21-JUL-15","42","Item Updated"
"a8k16000000g25WAAQ","100013500717W400","WARN 100/01-35-007-17W4/00","WI","","21-JUL-15","","Item Updated"
"a8k16000000fypyAAA","1B0112704506W400","WWSM 1B0/11-27-045-06W4/00","WI","01-AUG-15","21-JUL-15","0","Item Updated"
"a8k16000000fynOAAQ","1D0132804506W400","WWSM 1D0/13-28-045-06W4/00","WI","01-AUG-15","21-JUL-15","39","Item Updated"
"a8k16000000fyWhAAI","111130605026W300","ABRH 111/13-06-050-26W3 SPRK","WI","01-AUG-15","20-JUL-15","228","Item Updated"
"a8k16000000fyq0AAA","100090904012W400","ALNC 100/09-09-040-12W4/00","WI","01-SEP-15","20-JUL-15","","Item Updated"
"a8k16000000g1EqAAI","103132804012W400","ALNC 103/13-28-040-12W4/00","WI","01-SEP-15","20-JUL-15","","Item Updated"
"a8k16000000fyfjAAA","100022504802W400","ANEH 100/02-25-048-02W4/00","WI","01-AUG-15","20-JUL-15","895","Item Updated"
"a8k16000000fyo4AAA","102022504802W400","ANEH 102/02-25-048-02W4/00","WI","01-AUG-15","20-JUL-15","55","Item Updated"
"a8k16000000g1rnAAA","111043605124W300","CLTH 111/04-36-051-24W3/00","WI","01-SEP-15","20-JUL-15","49","Item Updated"
"a8k16000000g0XiAAI","111012504728W300","EPPH 111/01-25-047-28W3/00","WI","01-AUG-15","20-JUL-15","1799","Item Updated"
"a8k16000000fy3MAAQ","111073504728W303","EPPH 111/07-35-047-28W3/03","WI","01-AUG-15","20-JUL-15","270","Item Updated"
"a8k16000000g1oMAAQ","104060700616W400","ETZK 104/06-07-006-16W4/00","WI","01-SEP-15","20-JUL-15","","Item Updated"
"a8k16000000fy5PAAQ","111141604426W300","MANT 111/14-16-044-26W3/00","WI","01-SEP-15","20-JUL-15","0","Item Updated"
"a8k16000000fzwOAAQ","102111800716W400","WARN 102/11-18-007-16W4/00","WI","01-SEP-15","20-JUL-15","","Item Updated"
"a8k16000000fxeoAAA","100011604012W400","ALNC 100/01-16-040-12W4/00","WI","01-SEP-15","19-JUL-15","","Item Updated"
"a8k16000000fyfsAAA","103092904012W400","ALNC 103/09-29-040-12W4/00","WI","01-SEP-15","19-JUL-15","","Item Updated"
"a8k16000000fzuGAAQ","103022504802W400","ANEH 103/02-25-048-02W4/00","WI","01-AUG-15","19-JUL-15","798","Item Updated"
"a8k16000000fzuEAAQ","103022504802W400","ANEH 103/02-25-048-02W4/00","WI","","19-JUL-15","798","Item Updated"
"a8k16000000fyI2AAI","104022504802W400","ANEH 104/02-25-048-02W4/00","WI","01-AUG-15","19-JUL-15","58","Item Updated"
"a8k16000000g0q7AAA","111030105025W304","BGLH 111/03-01-050-25W3/04","WI","01-JUL-15","19-JUL-15","6","Item Updated"
"a8k16000000g0q8AAA","111053605124W300","CLTH 111/05-36-051-24W3/00","WI","01-SEP-15","19-JUL-15","1160","Item Updated"
"a8k16000000g1GFAAY","191021704920W300","EDMH 191/02-17-049-20W3 WSEC","WI","01-AUG-15","19-JUL-15","542","Item Updated"
"a8k16000000g0q6AAA","103110700616W400","ETZK 103/11-07-006-16W4/00","WI","01-OCT-15","19-JUL-15","","Item Updated"
"a8k16000000g09vAAA","131071704426W300","MANT 131/07-17-044-26W3/00","WI","01-SEP-15","19-JUL-15","311","Item Updated"
"a8k16000000fzu6AAA","111031505024W302","TNSH 111/03-15-050-24W3/02 SPRK","WI","01-AUG-15","19-JUL-15","241","Item Updated"
"a8k16000000fz6dAAA","1B0152804506W400","WWSM 1B0/15-28-045-06W4/00","WI","01-AUG-15","19-JUL-15","5","Item Updated"
"a8k16000000fye3AAA","1D0112804506W400","WWSM 1D0/11-28-045-06W4/00","WI","01-AUG-15","19-JUL-15","4","Item Updated"
"a8k16000000fzTJAAY","131033004926W302","ABRH 131/03-30-049-26W3 GP","WI","01-AUG-15","18-JUL-15","290","Item Updated"
"a8k16000000g0QrAAI","102040700616W400","ETZK 102/04-07-006-16W4/00","WI","01-SEP-15","18-JUL-15","","Item Updated"
"a8k16000000fzuBAAQ","111011704426W300","MANT 111/01-17-044-26W3/00","WI","01-SEP-15","18-JUL-15","997","Item Updated"
"a8k16000000fzu8AAA","111052705020W300","MRVH 111/05-27-050-20W3/00","WI","01-JUL-15","18-JUL-15","262","Item Updated"
"a8k16000000fzuAAAQ","102143003607W400","SUMN 102/14-30-036-07W4/00","WI","01-OCT-15","18-JUL-15","","Item Updated"
"a8k16000000g0xtAAA","100142500717W400","WARN 100/14-25-007-17W4/00","WI","01-SEP-15","18-JUL-15","","Item Updated"
"a8k16000000g0YnAAI","1D0112704506W400","WWSM 1D0/11-27-045-06W4/00","WI","01-AUG-15","18-JUL-15","20","Item Updated"
"a8k16000000fz6IAAQ","1D0132704506W400","WWSM 1D0/13-27-045-06W4/00","WI","01-AUG-15","18-JUL-15","0","Item Updated"
"a8k16000000fz21AAA","1D0142704506W400","WWSM 1D0/14-27-045-06W4/00","WI","01-AUG-15","18-JUL-15","35","Item Updated"
"a8k16000000fzoTAAQ","111102604927W302","ABRH 111/10-26-049-27W3/02","WI","01-AUG-15","17-JUL-15","190","Item Updated"
"a8k16000000fxcXAAQ","111122904426W300","MANT 111/12-29-044-26W3 SPRK","WI","01-AUG-15","17-JUL-15","76","Item Updated"
"a8k16000000g12GAAQ","131131604426W300","MANT 131/13-16-044-26W3/00","WI","01-SEP-15","17-JUL-15","0","Item Updated"
"a8k16000000fzoBAAQ","111023305020W302","MRVH 111/02-33-050-20W3/02","WI","01-SEP-15","17-JUL-15","857","Item Updated"
"a8k16000000g0SrAAI","102161300717W400","WARN 102/16-13-007-17W4/00","WI","01-SEP-15","17-JUL-15","","Item Updated"
"a8k16000000fzSmAAI","100021904606W400","WWNM 100/02-19-046-06W4/00","WI","01-JUL-15","17-JUL-15","90","Item Updated"
"a8k16000000g0CDAAY","1D0162804506W400","WWSM 1D0/16-28-045-06W4/00","WI","01-AUG-15","17-JUL-15","0","Item Updated"
"a8k16000000fzSoAAI","111110105027W300","ABRH 111/11-01-050-27W3/00","WI","01-AUG-15","16-JUL-15","110","Item Updated"
"a8k16000000g0GBAAY","107132804012W400","ALNC 107/13-28-040-12W4/00","WI","01-SEP-15","16-JUL-15","","Item Updated"
"a8k16000000fzW9AAI","112042104426W300","MANT 112/04-21-044-26W3 SPRK","WI","01-SEP-15","16-JUL-15","0","Item Updated"
"a8k16000000fxqhAAA","192101804426W300","MANT 192/10-18-044-26W3 SPRK","WI","01-AUG-15","16-JUL-15","296","Item Updated"
"a8k16000000g2BnAAI","191122004028W300","NEND 191/12-20-040-28W3/00","WI","01-AUG-15","16-JUL-15","","Item Updated"
"a8k16000000fysbAAA","131163601417W300","WEBB 131/16-36-014-17W3 CNTR","WI","01-SEP-15","16-JUL-15","","Item Updated"
"a8k16000000g1x8AAA","111073504728W303","EPPH 111/07-35-047-28W3/03","WI","01-JUL-15","15-JUL-15","1457","Item Updated"
"a8k16000000fyscAAA","104140600616W400","ETZK 104/14-06-006-16W4/00","WI","01-OCT-15","15-JUL-15","","Item Updated"
"a8k16000000fzE0AAI","191161304427W300","MANT 191/16-13-044-27W3 SPRK","WI","01-AUG-15","15-JUL-15","169","Item Updated"
"a8k16000000bm9hAAA","100101505302W400","MARH 100/10-15-053-02W4/00","WI","01-JUL-15","15-JUL-15","455","Item Updated"
"a8k16000000g0xgAAA","111022805020W300","MRVH 111/02-28-050-20W3/00","WI","01-JUL-15","15-JUL-15","100","Item Updated"
"a8k16000000g0spAAA","1B0113204506W400","WWNM 1B0/11-32-045-06W4/00","WI","01-JUL-15","15-JUL-15","88","Item Updated"
"a8k16000000fyiQAAQ","1D0133204506W400","WWNM 1D0/13-32-045-06W4/00","WI","01-JUL-15","15-JUL-15","58","Item Updated"
"a8k16000000fzKKAAY","1D0102104506W400","WWSM 1D0/10-21-045-06W4/00","WI","01-AUG-15","15-JUL-15","7","Item Updated"
"a8k16000000fyiRAAQ","1D0112204506W400","WWSM 1D0/11-22-045-06W4/00","WI","01-AUG-15","15-JUL-15","48","Item Updated"
"a8k16000000fzNNAAY","1D0162104506W400","WWSM 1D0/16-21-045-06W4/00","WI","01-AUG-15","15-JUL-15","9","Item Updated"
"a8k16000000fxd2AAA","111050304919W300","EDMH 111/05-03-049-19W3 WSEC","WI","01-AUG-15","14-JUL-15","0","Item Updated"
"a8k16000000fzGzAAI","100120600616W400","ETZK 100/12-06-006-16W4/00","WI","01-SEP-15","14-JUL-15","","Item Updated"
"a8k16000000fzKCAAY","121121104924W300","LCSI 121/12-11-049-24W3/00","WI","01-JUL-15","14-JUL-15","3264","Item Updated"
"a8k16000000fyM2AAI","111021904426W300","MANT 111/02-19-044-26W3 SPRK","WI","01-AUG-15","14-JUL-15","72","Item Updated"
"a8k16000000g1xWAAQ","111030601516W300","WEBB 111/03-06-015-16W3 CNTR","WI","01-SEP-15","14-JUL-15","","Item Updated"
"a8k16000000fzT2AAI","121090601516W300","WEBB 121/09-06-015-16W3 CNTR","WI","01-SEP-15","14-JUL-15","","Item Updated"
"a8k16000000g0u2AAA","1D0113204506W400","WWNM 1D0/11-32-045-06W4/00","WI","01-JUL-15","14-JUL-15","88","Item Updated"
"a8k16000000fyu4AAA","111081504927W303","ABRH 111/08-15-049-27W3","WI","01-SEP-15","13-JUL-15","671","Item Updated"
"a8k16000000g1qeAAA","100041904012W400","Alliance 04-19-040-12W4","WI","01-SEP-15","13-JUL-15","","Item Updated"
"a8k16000000g29jAAA","101110104828W300","EPPH 101/11-01-048-28W3/00","WI","01-JUL-15","13-JUL-15","951","Item Updated"
"a8k16000000fzoSAAQ","111053005025W300","TNSH 111/05-30-050-25W3/00","WI","01-JUL-15","13-JUL-15","166","Item Updated"
"a8k16000000g0w3AAA","111150601516W300","WEBB 111/15-06-015-16W3 CNTR","WI","01-SEP-15","13-JUL-15","","Item Updated"
"a8k16000000fypXAAQ","191130501516W300","WEBB 191/13-05-015-16W3 CNTR","WI","01-SEP-15","13-JUL-15","","Item Updated"
"a8k16000000fy6MAAQ","112123405022W300","WZLH 112/12-34-050-22W3/00","WI","01-JUL-15","13-JUL-15","388","Item Updated"
"a8k16000000fykjAAA","121021505027W300","ABRH 121/02-15-050-27W3/00","WI","01-JUL-15","12-JUL-15","4","Item Updated"
"a8k16000000g1muAAA","122071505027W302","ABRH 122/07-15-050-27W3/02","WI","01-JUL-15","12-JUL-15","40","Item Updated"
"a8k16000000fzp1AAA","141051404927W300","ABRH 141/05-14-049-27W3 SPRK","WI","01-SEP-15","12-JUL-15","562","Item Updated"
"a8k16000000fzeJAAQ","111071704920W300","EDMH 111/07-17-049-20W3 WSEC","WI","01-AUG-15","12-JUL-15","0","Item Updated"
"a8k16000000fzlHAAQ","141130204828W300","EPPH 141/13-02-048-28W3 SPRK","WI","01-JUL-15","12-JUL-15","959","Item Updated"
"a8k16000000fzeEAAQ","102140705301W402","MARH 102/14-07-053-01W4/02","WI","01-SEP-15","12-JUL-15","22","Item Updated"
"a8k16000000fzeLAAQ","1B0132204506W400","WWSM 1B0/13-22-045-06W4/00","WI","01-AUG-15","12-JUL-15","9","Item Updated"
"a8k16000000fzp6AAA","1B0162704506W400","WWSM 1B0/16-27-045-06W4/00","WI","01-AUG-15","12-JUL-15","11","Item Updated"
"a8k16000000fzp5AAA","1D0132204506W400","WWSM 1D0/13-22-045-06W4/00","WI","01-AUG-15","12-JUL-15","24","Item Updated"
"a8k16000000g139AAA","121141005027W302","ABRH 121/14-10-050-27W3 LDMR","WI","01-JUL-15","11-JUL-15","7","Item Updated"
"a8k16000000g1kxAAA","121151505027W300","ABRH 121/15-15-050-27W3 SPRKY","WI","01-JUL-15","11-JUL-15","217","Item Updated"
"a8k16000000g12NAAQ","141061404927W300","ABRH 141/06-14-049-27W3 SPRK","WI","01-SEP-15","11-JUL-15","729","Item Updated"
"a8k16000000g0wLAAQ","121041104828W300","EPPH 121/04-11-048-28W3 SPRK","WI","01-JUL-15","11-JUL-15","658","Item Updated"
"a8k16000000g0wNAAQ","191092404427W300","MANT 191/09-24-044-27W3 SPRK","WI","01-AUG-15","11-JUL-15","68","Item Updated"
"a8k16000000g0wKAAQ","112103105025W302","TNSH 112/10-31-050-25W3/02","WI","01-JUL-15","11-JUL-15","455","Item Updated"
"a8k16000000g0wOAAQ","100082704506W400","WWSM 100/08-27-045-06W4/00","WI","01-AUG-15","11-JUL-15","113","Item Updated"
"a8k16000000g0wWAAQ","100152204506W400","WWSM 100/15-22-045-06W4/00","WI","01-AUG-15","11-JUL-15","11","Item Updated"
"a8k16000000fzTwAAI","100152204506W400","WWSM 100/15-22-045-06W4/00","WI","","11-JUL-15","11","Item Updated"
"a8k16000000fzTrAAI","1D0051404506W400","WWSM 1D0/05-14-045-06W4/00","WI","01-JUL-15","11-JUL-15","5","Item Updated"
"a8k16000000fzTsAAI","1D0122604506W400","WWSM 1D0/12-26-045-06W4/00","WI","01-AUG-15","11-JUL-15","287","Item Updated"
"a8k16000000fzTnAAI","131151104927W300","ABRH 131/15-11-049-27W3 SPRK","WI","01-SEP-15","10-JUL-15","589","Item Updated"
"a8k16000000fzamAAA","101162904925W300","BGLH 101/16-29-049-25W3 MCLN","WI","01-JUL-15","10-JUL-15","231","Item Updated"
"a8k16000000fzanAAA","100040605301W400","MARH 100/04-06-053-01W4/00","WI","01-SEP-15","10-JUL-15","219","Item Updated"
"a8k16000000fzToAAI","102162403608W400","SUMN 102/16-24-036-08W4/00","WI","01-OCT-15","10-JUL-15","","Item Updated"
"a8k16000000fzX1AAI","111083505026W302","TNSH 111/08-35-050-26W3 SPRK","WI","01-AUG-15","10-JUL-15","332","Item Updated"
"a8k16000000fzTvAAI","131120501516W300","WEBB 131/12-05-015-16W3 CNTR","WI","01-SEP-15","10-JUL-15","","Item Updated"
"a8k16000000fzX2AAI","1B0022204506W400","WWSM 1B0/02-22-045-06W4/00","WI","01-JUL-15","10-JUL-15","3","Item Updated"
"a8k16000000fzTtAAI","1B0032704506W400","WWSM 1B0/03-27-045-06W4/00","WI","01-AUG-15","10-JUL-15","60","Item Updated"
"a8k16000000fzb1AAA","1B0152204506W400","WWSM 1B0/15-22-045-06W4/00","WI","01-AUG-15","10-JUL-15","36","Item Updated"
"a8k16000000fzavAAA","1D0032704506W400","WWSM 1D0/03-27-045-06W4/00","WI","01-AUG-15","10-JUL-15","34","Item Updated"
"a8k16000000fzB2AAI","141112304927W300","ABRH 141/11-23-049-27W3 SPRK","WI","01-SEP-15","09-JUL-15","1064","Item Updated"
"a8k16000000fzB4AAI","104012804010W400","CHOI 104/01-28-040-10W4/00","WI","01-AUG-15","09-JUL-15","","Item Updated"
"a8k16000000fzB6AAI","111031805223W303","CLTH 111/03-18-052-23W3/03","WI","01-AUG-15","09-JUL-15","115","Item Updated"
"a8k16000000g1k8AAA","111063605124W300","CLTH 111/06-36-051-24W3/00","WI","01-SEP-15","09-JUL-15","839","Item Updated"
"a8k16000000fz7VAAQ","191030904919W303","EDMH 191/03-09-049-19W3/03","WI","01-AUG-15","09-JUL-15","84","Item Updated"
"a8k16000000fz7XAAQ","100052507508W600","VALH 100/05-25-075-08W6/00","WI","01-MAR-16","09-JUL-15","","Item Updated"
"a8k16000000fzAwAAI","121070601516W300","WEBB 121/07-06-015-16W3 CNTR","WI","01-SEP-15","09-JUL-15","","Item Updated"
"a8k16000000g1EuAAI","121120501516W300","WEBB 121/12-05-015-16W3 CNTR","WI","01-SEP-15","09-JUL-15","","Item Updated"
"a8k16000000fz7NAAQ","1B0062304506W400","WWSM 1B0/06-23-045-06W4/00","WI","01-JUL-15","09-JUL-15","119","Item Updated"
"a8k16000000fz7SAAQ","1B2052704506W400","WWSM 1B2/05-27-045-06W4/00","WI","01-AUG-15","09-JUL-15","28","Item Updated"
"a8k16000000fz7QAAQ","1D0052704506W400","WWSM 1D0/05-27-045-06W4/00","WI","01-AUG-15","09-JUL-15","15","Item Updated"
"a8k16000000g1oUAAQ","141160404927W300","ABRH 141/16-04-049-27W3 SPRK","WI","01-AUG-15","08-JUL-15","0","Item Updated"
"a8k16000000fz7IAAQ","100060104009W400","CHOI 100/06-01-040-09W4/00","WI","01-AUG-15","08-JUL-15","","Item Updated"
"a8k16000000fz3MAAQ","19A011705223W300","CLTH 19A/01-17-052-23W3/00","WI","01-AUG-15","08-JUL-15","449","Item Updated"
"a8k16000000g1oWAAQ","103061804103W400","DLCY 103/06-18-041-03W4/00","WI","01-AUG-15","08-JUL-15","","Item Updated"
"a8k16000000g1moAAA","100012205406W400","LDBH 100/01-22-054-06W4/00","WI","01-JUL-15","08-JUL-15","8","Item Updated"
"a8k16000000fzp9AAA","100062707508W600","VALH 100/06-27-075-08W6/00","WI","01-MAR-16","08-JUL-15","","Item Updated"
"a8k16000000fzpAAAQ","1D0163004506W400","WWNM 1D0/16-30-045-06W4/00","WI","01-JUL-15","08-JUL-15","70","Item Updated"
"a8k16000000fzsiAAA","100131104506W400","WWSM 100/13-11-045-06W4/00","WI","","08-JUL-15","119","Item Updated"
"a8k16000000fzpBAAQ","1D0012804506W400","WWSM 1D0/01-28-045-06W4/00","WI","01-AUG-15","08-JUL-15","25","Item Updated"
"a8k16000000fzp8AAA","1D0042704506W400","WWSM 1D0/04-27-045-06W4/00","WI","01-AUG-15","08-JUL-15","10","Item Updated"
"a8k16000000fzKpAAI","111113605124W300","CLTH 111/11-36-051-24W3/00","WI","01-SEP-15","07-JUL-15","508","Item Updated"
"a8k16000000fzsgAAA","111113204819W300","EDMH 111/11-32-048-19W3 WSEC","WI","01-AUG-15","07-JUL-15","130","Item Updated"
"a8k16000000fzsdAAA","111012504728W300","EPPH 111/01-25-047-28W3/00","WI","01-JUL-15","07-JUL-15","1676","Item Updated"
"a8k16000000fzshAAA","100142205406W402","LDBH 100/14-22-054-06W4/02","WI","01-JUL-15","07-JUL-15","5","Item Updated"
"a8k16000000fzlOAAQ","102120105302W400","MARH 102/12-01-053-02W4/00","WI","01-AUG-15","07-JUL-15","77","Item Updated"
"a8k16000000fzssAAA","111012105025W302","TNSH 111/01-21-050-25W3/02","WI","01-JUL-15","07-JUL-15","0","Item Updated"
"a8k16000000fz3GAAQ","141010601516W300","WEBB 141/01-06-015-16W3 CNTR","WI","01-SEP-15","07-JUL-15","","Item Updated"
"a8k16000000fzhnAAA","121090905027W302","ABRH 121/09-09-050-27W3 SPRK","WI","01-JUL-15","06-JUL-15","144","Item Updated"
"a8k16000000fzstAAA","101043205123W300","CLTH 101/04-32-051-23W3/00","WI","01-SEP-15","06-JUL-15","221","Item Updated"
"a8k16000000fz39AAA","100152400517W400","ETZK 100/15-24-005-17W4/00","WI","01-SEP-15","06-JUL-15","","Item Updated"
"a8k16000000fzlPAAQ","100081405302W400","MARH 100/08-14-053-02W4/00","WI","01-AUG-15","06-JUL-15","103","Item Updated"
"a8k16000000fzsoAAA","111162204427W300","MRSH 111/16-22-044-27W3 SPRK","WI","01-AUG-15","06-JUL-15","0","Item Updated"
"a8k16000000fz3EAAQ","111022105025W300","TNSH 111/02-21-050-25W3/00","WI","01-JUL-15","06-JUL-15","0","Item Updated"
"a8k16000000fz3FAAQ","111072105025W300","TNSH 111/07-21-050-25W3 MCLN","WI","01-AUG-15","06-JUL-15","97","Item Updated"
"a8k16000000fzspAAA","121160601516W300","WEBB 121/16-06-015-16W3 CNTR","WI","01-SEP-15","06-JUL-15","","Item Updated"
"a8k16000000fzsqAAA","191160601516W300","WEBB 191/16-06-015-16W3 CNTR","WI","01-SEP-15","06-JUL-15","","Item Updated"
"a8k16000000fzsrAAA","1B0152904506W400","WWNM 1B0/15-29-045-06W4/00","WI","01-JUL-15","06-JUL-15","60","Item Updated"
"a8k16000000fzsYAAQ","131160404927W300","ABRH 131/16-04-049-27W3 SPRK","WI","01-AUG-15","05-JUL-15","424","Item Updated"
