"ID","WELL_LOCATION","FAC_NAME","FAC_TYPE","EFFECTIVE_DATE","TEST_DATE","VENT_RATE","STATUS"
"a8k16000000g0UyAAI","111152304925W300","BGLH 111/15-23-049-25W3 SPRK","WI","01-MAY-15","17-MAY-15","291","Item Updated"
"a8k16000000g12GAAQ","111041104920W300","EDMH 111/04-11-049-20W3/00","WI","01-JUL-15","17-MAY-15","0","Item Updated"
"a8k16000000g0H7AAI","111071604922W300","GULH 111/07-16-049-22W3 WSEC","WI","01-JUN-15","17-MAY-15","158","Item Updated"
"a8k16000000g10YAAQ","111080405022W300","GULH 111/08-04-050-22W3 WSEC","WI","01-JUL-15","17-MAY-15","789","Item Updated"
"a8k16000000g0g9AAA","111122304923W300","GULH 111/12-23-049-23W3/00","WI","01-JUL-15","17-MAY-15","2892","Item Updated"
"a8k16000000g0gTAAQ","121153504922W300","GULH 121/15-35-049-22W3/00","WI","01-MAY-15","17-MAY-15","556","Item Updated"
"a8k16000000fzrsAAA","103133403903W400","HANS 103/13-34-039-03W4/00","WI","01-NOV-15","17-MAY-15","","Item Updated"
"a8k16000000g0DOAAY","100050603902W400","LAKE 100/05-06-039-02W4/00","WI","01-JUN-15","17-MAY-15","","Item Updated"
"a8k16000000g0F3AAI","100022105405W400","LDBH 100/02-21-054-05W4/00","WI","01-MAY-15","17-MAY-15","157","Item Updated"
"a8k16000000g0mfAAA","102102205406W400","LDBH 102/10-22-054-06W4/00","WI","01-MAY-15","17-MAY-15","36","Item Updated"
"a8k16000000g0RcAAI","111163504822W300","LSDH 111/16-35-048-22W3/00","WI","01-AUG-15","17-MAY-15","92","Item Updated"
"a8k16000000fz6dAAA","191132604822W302","LSDH 191/13-26-048-22W3/02","WI","01-MAY-15","17-MAY-15","321","Item Updated"
"a8k16000000g0RbAAI","131043505021W302","MRVH 131/04-35-050-21W3/02","WI","01-MAY-15","17-MAY-15","151","Item Updated"
"a8k16000000g0mYAAQ","111023505126W302","TNNH 111/02-35-051-26W3/02","WI","01-MAY-15","17-MAY-15","181","Item Updated"
"a8k16000000g0rhAAA","111090705225W300","TNNH 111/09-07-052-25W3 LDMR","WI","01-MAY-15","17-MAY-15","391","Item Updated"
"a8k16000000g0ReAAI","1B0121504506W400","WWSM 1B0/12-15-045-06W4/00","WI","01-JUN-15","17-MAY-15","58","Item Updated"
"a8k16000000g0T3AAI","191011105127W300","ABRH 191/01-11-051-27W3/00","WI","01-MAY-15","16-MAY-15","17","Item Updated"
"a8k16000000g0mdAAA","103162804007W400","AMSK 103/16-28-040-07W4/00","WI","01-JUN-15","16-MAY-15","","Item Updated"
"a8k16000000g0mcAAA","100051803902W400","ARSN 100/05-18-039-02W4/00","WI","01-NOV-15","16-MAY-15","","Item Updated"
"a8k16000000g0mgAAA","111072404925W300","BGLH 111/07-24-049-25W3 SPRK","WI","01-MAY-15","16-MAY-15","225","Item Updated"
"a8k16000000g0mbAAA","111081904919W300","EDMH 111/08-19-049-19W3/00","WI","01-JUL-15","16-MAY-15","314","Item Updated"
"a8k16000000g01LAAQ","102162704001W400","GREE 102/16-27-040-01W4/00","WI","01-JUN-15","16-MAY-15","","Item Updated"
"a8k16000000g0QvAAI","1D2113004001W400","GREE 1D2/11-30-040-01W4/00","WI","01-JUN-15","16-MAY-15","","Item Updated"
"a8k16000000g009AAA","1D3123304001W402","GREE 1D3/12-33-040-01W4/02","WI","01-JUN-15","16-MAY-15","","Item Updated"
"a8k16000000g0lpAAA","111050504922W303","GULH 111/05-05-049-22W3 GP","WI","01-JUL-15","16-MAY-15","31","Item Updated"
"a8k16000000g0QkAAI","111110305022W303","GULH 111/11-03-050-22W3 MNVL","WI","01-JUL-15","16-MAY-15","1685","Item Updated"
"a8k16000000fzvwAAA","112060205022W300","GULH 112/06-02-050-22W3/00","WI","01-MAY-15","16-MAY-15","13","Item Updated"
"a8k16000000g0h1AAA","100102503903W400","HANS 100/10-25-039-03W4/00","WI","01-NOV-15","16-MAY-15","","Item Updated"
"a8k16000000g0xJAAQ","112051004003W400","HANS 112/05-10-040-03W4/00","WI","01-NOV-15","16-MAY-15","","Item Updated"
"a8k16000000fzTJAAY","1A2031204003W402","HANS 1A2/03-12-040-03W4/02","WI","01-NOV-15","16-MAY-15","","Item Updated"
"a8k16000000g1GqAAI","1D0040204003W400","HANS 1D0/04-02-040-03W4/00","WI","01-NOV-15","16-MAY-15","","Item Updated"
"a8k16000000g21IAAQ","100152205406W400","LDBH 100/15-22-054-06W4/00","WI","01-MAY-15","16-MAY-15","4","Item Updated"
"a8k16000000g0PKAAY","110031505207W400","LDBH 110/03-15-052-07W4/00","WI","01-JUN-15","16-MAY-15","572","Item Updated"
"a8k16000000fzMUAAY","110031505207W400","LDBH 110/03-15-052-07W4/00","WI","","16-MAY-15","872","Item Updated"
"a8k16000000fyrlAAA","111153504822W300","LSDH 111/15-35-048-22W3/00","WI","01-AUG-15","16-MAY-15","122","Item Updated"
"a8k16000000g0gvAAA","131143504822W303","LSDH 131/14-35-048-22W3/03","WI","01-AUG-15","16-MAY-15","354","Item Updated"
"a8k16000000g0gxAAA","131143504822W303","LSDH 131/14-35-048-22W3/03","WI","01-FEB-16","16-MAY-15","354","Item Updated"
"a8k16000000g0AxAAI","100100305402W402","MARH 100/10-03-054-02W4/02","WI","01-JUN-15","16-MAY-15","0","Item Updated"
"a8k16000000g1uBAAQ","191132605021W302","MRVH 191/13-26-050-21W3/02","WI","01-MAY-15","16-MAY-15","52","Item Updated"
"a8k16000000g1qIAAQ","194013505120W300","MRVH 194/01-35-051-20W3/00","WI","01-MAY-15","16-MAY-15","0","Item Updated"
"a8k16000000fzuFAAQ","111083505126W302","TNNH 111/08-35-051-26W3/02","WI","01-MAY-15","16-MAY-15","124","Item Updated"
"a8k16000000fzuGAAQ","111100705225W300","TNNH 111/10-07-052-25W3/00","WI","01-MAY-15","16-MAY-15","32","Item Updated"
"a8k16000000fzuHAAQ","100042104907W400","VRMH 100/04-21-049-07W4/00","WI","01-JUN-15","16-MAY-15","408","Item Updated"
"a8k16000000g1qSAAQ","100112305006W400","VRMH 100/11-23-050-06W4/00","WI","01-JUN-15","16-MAY-15","50","Item Updated"
"a8k16000000g13fAAA","102112305006W400","VRMH 102/11-23-050-06W4/00","WI","01-JUN-15","16-MAY-15","78","Item Updated"
"a8k16000000g0q5AAA","1D0141504506W400","WWSM 1D0/14-15-045-06W4/00","WI","01-JUN-15","16-MAY-15","22","Item Updated"
"a8k16000000fzuEAAQ","141030505127W300","ABRH 141/03-05-051-27W3/00","WI","01-MAY-15","15-MAY-15","850","Item Updated"
"a8k16000000fzuBAAQ","100111803902W400","ARSN 100/11-18-039-02W4/00","WI","01-NOV-15","15-MAY-15","","Item Updated"
"a8k16000000g0ZQAAY","111030504925W304","BGLH 111/03-05-049-25W3/04","WI","01-MAY-15","15-MAY-15","915","Item Updated"
"a8k16000000fyrpAAA","131081904919W300","EDMH 131/08-19-049-19W3 CLNY","WI","01-JUL-15","15-MAY-15","75","Item Updated"
"a8k16000000fyguAAA","191120305022W300","GULH 191/12-03-050-22W3 SPRK","WI","01-JUL-15","15-MAY-15","1048","Item Updated"
"a8k16000000g1qNAAQ","100113003902W402","HANS 100/11-30-039-02W4/02","WI","01-NOV-15","15-MAY-15","","Item Updated"
"a8k16000000g1s7AAA","100123403903W400","HANS 100/12-34-039-03W4/00","WI","01-NOV-15","15-MAY-15","","Item Updated"
"a8k16000000fz5mAAA","113051004003W400","HANS 113/05-10-040-03W4/00","WI","01-NOV-15","15-MAY-15","","Item Updated"
"a8k16000000fzu8AAA","1B0131004003W402","HANS 1B0/13-10-040-03W4/02","WI","01-NOV-15","15-MAY-15","","Item Updated"
"a8k16000000fzu9AAA","1C0050604002W400","HANS 1C0/05-06-040-02W4/00","WI","01-NOV-15","15-MAY-15","","Item Updated"
"a8k16000000fzuAAAQ","100043103802W400","LAKE 100/04-31-038-02W4/00","WI","01-JUN-15","15-MAY-15","","Item Updated"
"a8k16000000fyyhAAA","100070103903W402","LAKE 100/07-01-039-03W4/02","WI","01-JUN-15","15-MAY-15","","Item Updated"
"a8k16000000g0NMAAY","100090103903W400","LAKE 100/09-01-039-03W4/00","WI","01-JUN-15","15-MAY-15","","Item Updated"
"a8k16000000fzuCAAQ","100092105405W400","LDBH 100/09-21-054-05W4/00","WI","01-MAY-15","15-MAY-15","181","Item Updated"
"a8k16000000fzuDAAQ","111153404822W300","LSDH 111/15-34-048-22W3/00","WI","01-AUG-15","15-MAY-15","536","Item Updated"
"a8k16000000fzu6AAA","112163404924W302","LSDH 112/16-34-049-24W3/02","WI","01-AUG-15","15-MAY-15","1087","Item Updated"
"a8k16000000fynEAAQ","191093404822W300","LSDH 191/09-34-048-22W3/00","WI","01-AUG-15","15-MAY-15","91","Item Updated"
"a8k16000000fyrmAAA","100031505302W400","MARH 100/03-15-053-02W4/00","WI","01-JUN-15","15-MAY-15","22","Item Updated"
"a8k16000000fzMVAAY","100091205301W400","MARH 100/09-12-053-01W4/00","WI","01-MAY-15","15-MAY-15","73","Item Updated"
"a8k16000000fyjuAAA","191142605021W302","MRVH 191/14-26-050-21W3/02","WI","01-MAY-15","15-MAY-15","137","Item Updated"
"a8k16000000g0kiAAA","111133305125W302","TNNH 111/13-33-051-25W3/02","WI","01-MAY-15","15-MAY-15","28","Item Updated"
"a8k16000000g0kjAAA","111160705225W300","TNNH 111/16-07-052-25W3/00","WI","01-MAY-15","15-MAY-15","83","Item Updated"
"a8k16000000g0kkAAA","100121504906W400","VRMH 100/12-15-049-06W4/00","WI","01-JUN-15","15-MAY-15","242","Item Updated"
"a8k16000000g1sUAAQ","100163505005W400","VRMH 100/16-35-050-05W4/00","WI","01-JUN-15","15-MAY-15","16","Item Updated"
"a8k16000000g0H9AAI","100163505005W400","VRMH 100/16-35-050-05W4/00","WI","","15-MAY-15","16","Item Updated"
"a8k16000000g0N7AAI","102143505005W400","VRMH 102/14-35-050-05W4/00","WI","01-JUN-15","15-MAY-15","14","Item Updated"
"a8k16000000fyczAAA","1D0092904506W400","WWNM 1D0/09-29-045-06W4/00","WI","01-JUN-15","15-MAY-15","0","Item Updated"
"a8k16000000fyebAAA","111130505127W300","ABRH 111/13-05-051-27W3 SPRK","WI","01-MAY-15","14-MAY-15","295","Item Updated"
"a8k16000000fyw5AAA","102033304804W400","ASCH 102/03-33-048-04W4/00","WI","01-AUG-15","14-MAY-15","112","Item Updated"
"a8k16000000g0rlAAA","102102804701W400","ASCH 102/10-28-047-01W4/00","WI","01-MAY-15","14-MAY-15","542","Item Updated"
"a8k16000000g0xLAAQ","100142804001W400","GREE 100/14-28-040-01W4/00","WI","01-JUN-15","14-MAY-15","","Item Updated"
"a8k16000000fyw4AAA","1C0162704001W400","GREE 1C0/16-27-040-01W4/00","WI","01-JUN-15","14-MAY-15","","Item Updated"
"a8k16000000g1EvAAI","111022704923W300","GULH 111/02-27-049-23W3/00","WI","01-JUL-15","14-MAY-15","138","Item Updated"
"a8k16000000fz5dAAA","111111904922W300","GULH 111/11-19-049-22W3 WSEC","WI","01-MAY-15","14-MAY-15","469","Item Updated"
"a8k16000000g0efAAA","100050204003W400","HANS 100/05-02-040-03W4/00","WI","01-NOV-15","14-MAY-15","","Item Updated"
"a8k16000000g0LxAAI","102131004003W400","HANS 102/13-10-040-03W4/00","WI","01-NOV-15","14-MAY-15","","Item Updated"
"a8k16000000fyYsAAI","100152505307W400","LDBH 100/15-25-053-07W4/00","WI","01-MAY-15","14-MAY-15","1852","Item Updated"
"a8k16000000g00EAAQ","102102105405W400","LDBH 102/10-21-054-05W4/00","WI","01-MAY-15","14-MAY-15","74","Item Updated"
"a8k16000000g0H3AAI","111123304822W302","LSDH 111/12-33-048-22W3/02","WI","01-AUG-15","14-MAY-15","276","Item Updated"
"a8k16000000fzcSAAQ","111153104822W302","LSDH 111/15-31-048-22W3/02","WI","01-AUG-15","14-MAY-15","207","Item Updated"
"a8k16000000g1CzAAI","102070405201W400","MARH 102/07-04-052-01W4/00","WI","01-MAY-15","14-MAY-15","56","Item Updated"
"a8k16000000fy3HAAQ","111122504920W300","MRVH 111/12-25-049-20W3/00","WI","01-MAY-15","14-MAY-15","130","Item Updated"
"a8k16000000g1x9AAA","193013505120W300","MRVH 193/01-35-051-20W3/00","WI","01-AUG-15","14-MAY-15","0","Item Updated"
"a8k16000000fz0aAAA","1D0101704906W400","VRMH 1D0/10-17-049-06W4/00","WI","01-JUN-15","14-MAY-15","571","Item Updated"
"a8k16000000g0JwAAI","1B0032904506W400","WWNM 1B0/03-29-045-06W4/00","WI","01-JUN-15","14-MAY-15","0","Item Updated"
"a8k16000000g1x7AAA","102111404902W400","ANEH 102/11-14-049-02W4/00","WI","01-AUG-15","13-MAY-15","0","Item Updated"
"a8k16000000g0e2AAA","102122405001W400","ANEH 102/12-24-050-01W4/00","WI","01-AUG-15","13-MAY-15","281","Item Updated"
"a8k16000000fy72AAA","100121803902W402","ARSN 100/12-18-039-02W4/02","WI","01-NOV-15","13-MAY-15","","Item Updated"
"a8k16000000fzvZAAQ","111022204820W300","EDMH 111/02-22-048-20W3 SPRK","WI","01-MAY-15","13-MAY-15","28","Item Updated"
"a8k16000000g1EmAAI","191041005022W300","GULH 191/04-10-050-22W3/00","WI","01-MAY-15","13-MAY-15","143","Item Updated"
"a8k16000000g20pAAA","112083404924W303","LSDH 112/08-34-049-24W3/03","WI","01-DEC-15","13-MAY-15","538","Item Updated"
"a8k16000000g1JcAAI","100012505105W400","MORH 100/01-25-051-05W4/00","WI","01-JUL-15","13-MAY-15","534","Item Updated"
"a8k16000000fyl5AAA","100012505105W400","MORH 100/01-25-051-05W4/00","WI","","13-MAY-15","534","Item Updated"
"a8k16000000fzoTAAQ","192013505120W300","MRVH 192/01-35-051-20W3/00","WI","01-MAY-15","13-MAY-15","4","Item Updated"
"a8k16000000fyodAAA","192073505021W300","MRVH 192/07-35-050-21W3/00","WI","01-MAY-15","13-MAY-15","0","Item Updated"
"a8k16000000g0mHAAQ","142120105225W300","TNNH 142/12-01-052-25W3 LDMR","WI","01-MAY-15","13-MAY-15","363","Item Updated"
"a8k16000000g20mAAA","111073105024W300","TNSH 111/07-31-050-24W3/00","WI","01-MAY-15","13-MAY-15","700","Item Updated"
"a8k16000000fyx2AAA","100043404906W400","VRMH 100/04-34-049-06W4/00","WI","01-JUN-15","13-MAY-15","25","Item Updated"
"a8k16000000fzvCAAQ","111082305022W300","WZLH 111/08-23-050-22W3/00","WI","01-JUL-15","13-MAY-15","176","Item Updated"
"a8k16000000g195AAA","102031005001W400","ANEH 102/03-10-050-01W4/00","WI","01-AUG-15","12-MAY-15","162","Item Updated"
"a8k16000000g18VAAQ","121080705025W302","BGLH 121/08-07-050-25W3/02","WI","01-JUN-15","12-MAY-15","113","Item Updated"
"a8k16000000g17oAAA","111060705222W300","CLTH 111/06-07-052-22W3 WSEC","WI","01-MAY-15","12-MAY-15","185","Item Updated"
"a8k16000000g187AAA","131022204820W300","EDMH 131/02-22-048-20W3 SPRK","WI","01-MAY-15","12-MAY-15","31","Item Updated"
"a8k16000000g17pAAA","131090704919W300","EDMH 131/09-07-049-19W3/00","WI","01-JUL-15","12-MAY-15","125","Item Updated"
"a8k16000000g1VCAAY","111061005022W300","GULH 111/06-10-050-22W3 SPRK","WI","01-MAY-15","12-MAY-15","90","Item Updated"
"a8k16000000fytwAAA","111080405022W300","GULH 111/08-04-050-22W3 WSEC","WI","01-JUL-15","12-MAY-15","390","Item Updated"
"a8k16000000g0D8AAI","111102404923W303","GULH 111/10-24-049-23W3 MNVL","WI","01-MAY-15","12-MAY-15","746","Item Updated"
"a8k16000000g1TmAAI","100092503903W402","HANS 100/09-25-039-03W4/02","WI","01-NOV-15","12-MAY-15","","Item Updated"
"a8k16000000fzQCAAY","1A0040204003W402","HANS 1A0/04-02-040-03W4/02","WI","01-NOV-15","12-MAY-15","","Item Updated"
"a8k16000000fyjxAAA","100133003802W400","LAKE 100/13-30-038-02W4/00","WI","01-JUN-15","12-MAY-15","","Item Updated"
"a8k16000000g1TVAAY","102053103802W400","LAKE 102/05-31-038-02W4/00","WI","01-JUN-15","12-MAY-15","","Item Updated"
"a8k16000000g1uMAAQ","100050705404W400","LDBH 100/05-07-054-04W4/00","WI","01-MAY-15","12-MAY-15","73","Item Updated"
"a8k16000000fyqcAAA","102162505307W400","LDBH 102/16-25-053-07W4/00","WI","01-JUL-15","12-MAY-15","261","Item Updated"
"a8k16000000g0D7AAI","131122704822W303","LSDH 131/12-27-048-22W3/03","WI","01-AUG-15","12-MAY-15","1035","Item Updated"
"a8k16000000g0qsAAA","131123504822W300","LSDH 131/12-35-048-22W3/00","WI","01-AUG-15","12-MAY-15","81","Item Updated"
"a8k16000000g1gfAAA","191013505120W300","MRVH 191/01-35-051-20W3/00","WI","01-MAY-15","12-MAY-15","12","Item Updated"
"a8k16000000fycFAAQ","111053304723W300","RUSH 111/05-33-047-23W3/00","WI","01-NOV-15","12-MAY-15","335","Item Updated"
"a8k16000000g0ejAAA","191123104723W300","RUSH 191/12-31-047-23W3/00","WI","01-AUG-15","12-MAY-15","515","Item Updated"
"a8k16000000g1i4AAA","111070205225W300","TNNH 111/07-02-052-25W3 LDMR","WI","01-MAY-15","12-MAY-15","35","Item Updated"
"a8k16000000fytqAAA","111073505126W302","TNNH 111/07-35-051-26W3/02","WI","01-MAY-15","12-MAY-15","687","Item Updated"
"a8k16000000fyvxAAA","131132905024W303","TNSH 131/13-29-050-24W3/03","WI","01-MAY-15","12-MAY-15","1152","Item Updated"
"a8k16000000g0mBAAQ","1D0112904506W400","WWNM 1D0/11-29-045-06W4/00","WI","","12-MAY-15","0","Item Updated"
"a8k16000000g0VuAAI","121162403928W300","MKLN 121/16-24-039-28W3/00 SPRK","WI","01-AUG-09","22-JUL-09","","Item Updated"
"a8k16000000fyw0AAA","131012503928W300","MKLN 131/01-25-039-28W3/00 SPRK","WI","01-AUG-09","22-JUL-09","","Item Updated"
"a8k16000000g1NdAAI","131043003927W300","MKLN 131/04-30-039-27W3/00 SPRK","WI","01-AUG-09","22-JUL-09","","Item Updated"
"a8k16000000g0xZAAQ","131131903927W300","MKLN 131/13-19-039-27W3/00 SPRK","WI","01-AUG-09","22-JUL-09","","Item Updated"
"a8k16000000g1qPAAQ","141092403928W300","MKLN 141/09-24-039-28W3/00 SPRK","WI","01-AUG-09","22-JUL-09","","Item Updated"
"a8k16000000g1zZAAQ","191072403928W300","MKLN 191/07-24-039-28W3/00 SPRK","WI","01-AUG-09","22-JUL-09","","Item Updated"
"a8k16000000g0mDAAQ","1B0033304506W400","WWSM 1B0/03-33-045-06W4/00","WI","01-AUG-09","22-JUL-09","57","Item Updated"
"a8k16000000fyb5AAA","1B0132804506W400","WWSM 1B0/13-28-045-06W4/00","WI","01-AUG-09","22-JUL-09","6","Item Updated"
"a8k16000000fxgpAAA","1D0112804506W400","WWSM 1D0/11-28-045-06W4/00","WI","01-AUG-09","22-JUL-09","90","Item Updated"
"a8k16000000fzkQAAQ","1D0152804506W400","WWSM 1D0/15-28-045-06W4/00","WI","01-AUG-09","22-JUL-09","5","Item Updated"
"a8k16000000g0luAAA","100062404902W400","ANEH 100/06-24-049-02W4/00","WI","01-SEP-09","21-JUL-09","64","Item Updated"
"a8k16000000g1I4AAI","131090104925W303","LSDH 131/09-01-049-25W3 MNVL","WI","01-AUG-09","21-JUL-09","834.9","Item Updated"
"a8k16000000fyb2AAA","101082503928W300","MKLN 101/08-25-039-28W3/00 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000g1GFAAY","101111303928W300","MKLN 101/11-13-039-28W3/00 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000fyhoAAA","101112503928W300","MKLN 101/11-25-039-28W3/00 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000g1vCAAQ","101122503928W300","MKLN 101/12-25-039-28W3/00 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000fykYAAQ","111012203928W300","MKLN 111/01-22-039-28W3/00 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000fykbAAA","111052503928W300","MKLN 111/05-25-039-28W3 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000fykcAAA","111052603928W300","MKLN 111/05-26-039-28W3/00 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000g1vKAAQ","111112503928W300","MKLN 111/11-25-039-28W3/00 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000fykaAAA","111123203927W300","MKLN 111/12-32-039-27W3/00 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000g1wkAAA","121032603928W300","MKLN 121/03-26-039-28W3/00 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000fylzAAA","141013503928W300","MKLN 141/01-35-039-28W3/00 SPRK","WI","01-AUG-09","21-JUL-09","","Item Updated"
"a8k16000000g1vdAAA","1B0142704506W400","WWSM 1B0/14-27-045-06W4/00","WI","01-AUG-09","21-JUL-09","25","Item Updated"
"a8k16000000fyj0AAA","1B0152804506W400","WWSM 1B0/15-28-045-06W4/00","WI","01-AUG-09","21-JUL-09","10","Item Updated"
"a8k16000000fxleAAA","1D0112704506W400","WWSM 1D0/11-27-045-06W4/00","WI","01-AUG-09","21-JUL-09","58","Item Updated"
"a8k16000000g1woAAA","1D0142704506W400","WWSM 1D0/14-27-045-06W4/00","WI","01-AUG-09","21-JUL-09","86","Item Updated"
"a8k16000000g1W1AAI","121141005027W302","ABRH 121/14-10-050-27W3 LDMR","WI","01-AUG-09","20-JUL-09","0","Item Updated"
"a8k16000000fyhnAAA","101012603928W300","MKLN 101/01-26-039-28W3/00 SPRK","WI","01-AUG-09","20-JUL-09","","Item Updated"
"a8k16000000fykMAAQ","102082603928W300","MKLN 102/08-26-039-28W3/00 SPRK","WI","01-AUG-09","20-JUL-09","","Item Updated"
"a8k16000000fzjEAAQ","111162603928W300","MKLN 111/16-26-039-28W3 SPKY","WI","01-AUG-09","20-JUL-09","","Item Updated"
"a8k16000000g1n5AAA","1B0112704506W400","WWSM 1B0/11-27-045-06W4/00","WI","01-AUG-09","20-JUL-09","90","Item Updated"
"a8k16000000fyqaAAA","121100905027W300","ABRH 121/10-09-050-27W3 SPRK","WI","01-AUG-09","19-JUL-09","89","Item Updated"
"a8k16000000g1JGAAY","111162105223W302","CLTH 111/16-21-052-23W3/02","WI","01-AUG-09","19-JUL-09","83.8","Item Updated"
"a8k16000000g1n3AAA","111133203927W300","MKLN 111/13-32-039-27W3/00 SPRK","WI","01-AUG-09","19-JUL-09","","Item Updated"
"a8k16000000g1mBAAQ","111050504027W300","NEND 111/05-05-040-27W3 SPRK","WI","01-AUG-09","19-JUL-09","","Item Updated"
"a8k16000000g0naAAA","121030504027W300","NEND 121/03-05-040-27W3/00 SPRK","WI","01-AUG-09","19-JUL-09","","Item Updated"
"a8k16000000g0pgAAA","191150905027W300","ABRH 191/15-09-050-27W3 SPRK","WI","01-AUG-09","18-JUL-09","97","Item Updated"
"a8k16000000fyqbAAA","100131105003W400","ANEH 100/13-11-050-03W4/00","WI","01-AUG-09","18-JUL-09","0","Item Updated"
"a8k16000000g1W6AAI","111021305324W300","CLTH 111/02-13-053-24W3/00","WI","01-AUG-09","18-JUL-09","67.1","Item Updated"
"a8k16000000fzxXAAQ","111083503928W300","MKLN 111/08-35-039-28W3/00 SPRK","WI","01-AUG-09","18-JUL-09","","Item Updated"
"a8k16000000g1TZAAY","111113603928W300","MKLN 111/11-36-039-28W3/00 SPRK","WI","01-AUG-09","18-JUL-09","","Item Updated"
"a8k16000000g1JcAAI","111072705126W300","TNNH 111/02-27-051-26W3 SPRK","WI","01-AUG-09","18-JUL-09","804","Item Updated"
"a8k16000000fye0AAA","111053104822W300","LSDH 111/05-31-048-22W3 SPRK","WI","01-AUG-09","17-JUL-09","91.7","Item Updated"
"a8k16000000fyhtAAA","1D0042704506W400","WWSM 1D0/04-27-045-06W4/00","WI","01-AUG-09","17-JUL-09","29","Item Updated"
"a8k16000000fylDAAQ","100061104112W400","ANDR 100/06-11-041-12W4/00","WI","01-SEP-09","16-JUL-09","","Item Updated"
"a8k16000000g0x1AAA","100022204104W400","DLCY 100/02-22-041-04W4/00","WI","01-NOV-09","16-JUL-09","","Item Updated"
"a8k16000000g0x3AAA","111120704922W300","GULH 111/12-07-049-22W3 WSEC","WI","01-AUG-09","16-JUL-09","832","Item Updated"
"a8k16000000g0weAAA","111153104822W302","LSDH 111/15-31-048-22W3/02","WI","01-AUG-09","16-JUL-09","72.8","Item Updated"
"a8k16000000g105AAA","102063304011W400","THOM 102/06-33-040-11W4/00","WI","01-SEP-09","16-JUL-09","","Item Updated"
"a8k16000000g0wfAAA","105053304011W400","THOM 105/05-33-040-11W4/00","WI","01-SEP-09","16-JUL-09","","Item Updated"
"a8k16000000g0wgAAA","105123204011W400","THOM 105/12-32-040-11W4/00","WI","01-SEP-09","16-JUL-09","","Item Updated"
"a8k16000000g0x5AAA","108143304011W400","THOM 108/14-33-040-11W4/00","WI","01-SEP-09","16-JUL-09","","Item Updated"
"a8k16000000g19JAAQ","100152204506W400","WWSM 100/15-22-045-06W4/00","WI","01-AUG-09","15-JUL-09","42","Item Updated"
"a8k16000000fzwcAAA","191140704922W300","GULH 191/14-07-049-22W3 WSEC","WI","01-AUG-09","14-JUL-09","889.2","Item Updated"
"a8k16000000g1rwAAA","104142904011W400","THOM 104/14-29-040-11W4/00","WI","01-SEP-09","14-JUL-09","","Item Updated"
"a8k16000000g0w3AAA","105113304011W400","THOM 105/11-33-040-11W4/00","WI","01-SEP-09","14-JUL-09","","Item Updated"
"a8k16000000g1M3AAI","1B0152204506W400","WWSM 1B0/15-22-045-06W4/00","WI","01-AUG-09","14-JUL-09","36","Item Updated"
"a8k16000000g0qOAAQ","121161001617W300","CANT 121/16-10-016-17W3 CNTR","WI","01-AUG-09","13-JUL-09","","Item Updated"
"a8k16000000fyfsAAA","103052204104W400","DLCY 103/05-22-041-04W4/00","WI","01-SEP-09","13-JUL-09","","Item Updated"
"a8k16000000fyfiAAA","103052204104W400","DLCY 103/05-22-041-04W4/00","WI","01-NOV-09","13-JUL-09","","Item Updated"
"a8k16000000fyfpAAA","111062504628W300","EPPH 111/06-25-046-28W3/00","WI","01-AUG-09","13-JUL-09","1196.6","Item Updated"
"a8k16000000fye4AAA","101110704922W300","GULH 101/11-07-049-22W3 WSEC","WI","01-AUG-09","13-JUL-09","281.5","Item Updated"
"a8k16000000fzjUAAQ","103143304011W400","THOM 103/14-33-040-11W4/00","WI","01-SEP-09","13-JUL-09","","Item Updated"
"a8k16000000fzjSAAQ","104083204011W400","THOM 104/08-32-040-11W4/00","WI","01-SEP-09","13-JUL-09","","Item Updated"
"a8k16000000g1urAAA","1B0022204506W400","WWSM 1B0/02-22-045-06W4/00","WI","01-AUG-09","13-JUL-09","175","Item Updated"
"a8k16000000g10XAAQ","100112004104W400","DLCY 100/11-20-041-04W4/00","WI","01-SEP-09","12-JUL-09","","Item Updated"
"a8k16000000fyoXAAQ","100112004104W400","DLCY 100/11-20-041-04W4/00","WI","01-NOV-09","12-JUL-09","","Item Updated"
"a8k16000000g1BnAAI","100151504104W400","DLCY 100/15-15-041-04W4/00","WI","01-SEP-09","12-JUL-09","","Item Updated"
"a8k16000000fycPAAQ","100151504104W400","DLCY 100/15-15-041-04W4/00","WI","01-NOV-09","12-JUL-09","","Item Updated"
"a8k16000000g25uAAA","105122104104W400","DLCY 105/12-21-041-04W4/00","WI","01-SEP-09","12-JUL-09","","Item Updated"
