"ID","WELL_LOCATION","SINGLE_WELL_BATTERY","GAS_OIL_RATIO","SUM(DBT.TICKET_SHIPMENT_OIL)","MAX(DBT.PRODUCTION_DATE)","STATUS"
"a8k1L000000KypuQAC","100101905101W402","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fytAAAQ","100101905201W400","Y","0","0.26","09-MAY-18","Item Updated"
"a8k16000000fykTAAQ","100102005003W400","Y","0.42235","0","09-MAY-18","Item Updated"
"a8k16000000g0b3AAA","100102104802W400","Y","0.77943","0","09-MAY-18","Item Updated"
"a8k16000000g0luAAA","100102104906W400","Y","0.2023","24.67","08-MAY-18","Item Updated"
"a8k16000000fyruAAA","100102305007W400","Y","0.23406","21.11","08-MAY-18","Item Updated"
"a8k16000000fyfmAAA","100102305406W400","Y","0.11158","0","09-MAY-18","Item Updated"
"a8k16000000g14MAAQ","100102404903W402","Y","0.05623","112.5","08-MAY-18","Item Updated"
"a8k16000000g0vNAAQ","100102505001W400","Y","0.08125","77.57","09-MAY-18","Item Updated"
"a8k16000000g1k3AAA","100102505306W400","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fyyGAAQ","100102704802W400","Y","0.52","0","09-MAY-18","Item Updated"
"a8k16000000fybhAAA","100102904902W402","Y","0.008","0","08-MAY-18","Item Updated"
"a8k16000000g13wAAA","100103105306W400","Y","0","73.86","08-MAY-18","Item Updated"
"a8k16000000g0l5AAA","100103305202W400","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g1NmAAI","100103504701W400","Y","0.34842","17.04","09-MAY-18","Item Updated"
"a8k16000000g1nOAAQ","100103505005W400","Y","0.05246","0","09-MAY-18","Item Updated"
"a8k16000000fygvAAA","100103605107W400","Y","0.42618","0","09-MAY-18","Item Updated"
"a8k16000000g0fOAAQ","100110305302W400","Y","0.14777","29.98","09-MAY-18","Item Updated"
"a8k16000000fynDAAQ","100110405201W400","Y","0.19329","0","09-MAY-18","Item Updated"
"a8k16000000g0qNAAQ","100110505301W400","Y","0.20175","20.69","09-MAY-18","Item Updated"
"a8k16000000g1mRAAQ","100110505405W400","Y","0.07449","25.04","09-MAY-18","Item Updated"
"a8k16000000g214AAA","100110704902W400","Y","0.02938","49.24","08-MAY-18","Item Updated"
"a8k16000000fyoXAAQ","100110705006W400","Y","0.32281","0","09-MAY-18","Item Updated"
"a8k16000000g0pIAAQ","100110705302W400","Y","0.1563","50.55","09-MAY-18","Item Updated"
"a8k16000000g1GJAAY","100110705406W402","Y","0.21429","0","09-MAY-18","Item Updated"
"a8k1L000000KyqYQAS","100110905306W400","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fypaAAA","100110905406W400","Y","0.00098","0","08-MAY-18","Item Updated"
"a8k16000000g1EyAAI","100111004903W400","Y","0.0023","88.31","08-MAY-18","Item Updated"
"a8k16000000g0YmAAI","100111005207W400","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g1H1AAI","100111005406W402","Y","0.07651","0","08-MAY-18","Item Updated"
"a8k16000000fyzXAAQ","100111105003W400","Y","0.58657","0","09-MAY-18","Item Updated"
"a8k1L000000KyrrQAC","100111205005W400","Y","0.0273","187.98","08-MAY-18","Item Updated"
"a8k16000000g0lCAAQ","100111305302W400","Y","0.0704","122.42","09-MAY-18","Item Updated"
"a8k16000000g29OAAQ","100111905105W402","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyZ1AAI","100112105003W400","Y","0.51751","22.09","09-MAY-18","Item Updated"
"a8k16000000fycSAAQ","100112205406W400","Y","0.18889","0","09-MAY-18","Item Updated"
"a8k16000000g1qSAAQ","100112305006W400","Y","0.1523","0","08-MAY-18","Item Updated"
"a8k16000000g0qVAAQ","100112305302W400","Y","0.05039","76.02","09-MAY-18","Item Updated"
"a8k16000000fyYjAAI","100113105003W400","Y","0.12675","0","08-MAY-18","Item Updated"
"a8k16000000g13zAAA","100113105306W400","Y","0.5159","0","09-MAY-18","Item Updated"
"a8k16000000fygUAAQ","100113304802W400","Y","0.2313","0","09-MAY-18","Item Updated"
"a8k16000000g0w6AAA","100113304804W400","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g1mYAAQ","100120105101W400","Y","0.17135","50.68","09-MAY-18","Item Updated"
"a8k16000000fytfAAA","100120105105W400","Y","0.0023","31.87","08-MAY-18","Item Updated"
"a8k16000000g0O2AAI","100120504504W400","Y","0.21786","18.26","08-MAY-18","Item Updated"
"a8k16000000g0qOAAQ","100120505301W400","Y","0.18279","22.89","09-MAY-18","Item Updated"
"a8k16000000g0ZeAAI","100120505305W400","Y","0.20015","24.65","08-MAY-18","Item Updated"
"a8k16000000fyjPAAQ","100120704901W403","Y","0.18447","0","09-MAY-18","Item Updated"
"a8k16000000g1sEAAQ","100120704902W400","Y","0","56.82","08-MAY-18","Item Updated"
"a8k16000000g1KrAAI","100120904806W400","Y","0.0516","43.71","08-MAY-18","Item Updated"
"a8k1L000000KyqZQAS","100120905306W400","Y","0.0023","113.05","09-MAY-18","Item Updated"
"a8k16000000fyrVAAQ","100121005406W400","Y","0.10171","0","08-MAY-18","Item Updated"
"a8k16000000fyzcAAA","100121305003W402","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000g1xAAAQ","100121305302W400","Y","0.05974","60.38","09-MAY-18","Item Updated"
"a8k16000000g0QrAAI","100121504906W400","Y","0.0434","81.84","09-MAY-18","Item Updated"
"a8k16000000fyduAAA","100122205406W400","Y","0.23652","0","09-MAY-18","Item Updated"
"a8k16000000g0gRAAQ","100122304804W400","Y","0.21184","0","08-MAY-18","Item Updated"
"a8k16000000g0e0AAA","100122305003W400","Y","0.27467","0","09-MAY-18","Item Updated"
"a8k16000000g1qIAAQ","100122305006W400","Y","0.01036","50.18","08-MAY-18","Item Updated"
"a8k16000000fyfqAAA","100122305406W400","Y","0.027","0","09-MAY-18","Item Updated"
"a8k16000000fyl5AAA","100122405001W400","Y","0.4023","0","08-MAY-18","Item Updated"
"a8k16000000g1GFAAY","100122704906W400","Y","0.0434","39.06","08-MAY-18","Item Updated"
"a8k16000000fyx9AAA","100123004803W400","Y","0.24622","0","09-MAY-18","Item Updated"
"a8k16000000fywLAAQ","100123504802W402","Y","0.39259","19.3","08-MAY-18","Item Updated"
"a8k16000000fygrAAA","100130105207W402","Y","0","92.2","08-MAY-18","Item Updated"
"a8k16000000fyiyAAA","100130105306W400","Y","1.17467","0","09-MAY-18","Item Updated"
"a8k16000000g0eSAAQ","100130305402W400","Y","0.12","0","08-MAY-18","Item Updated"
"a8k16000000fyuoAAA","100130505106W400","Y","0.36","0","09-MAY-18","Item Updated"
"a8k16000000g0qPAAQ","100130505301W400","Y","0.23529","0","09-MAY-18","Item Updated"
"a8k16000000g0lbAAA","100130505405W400","Y","0.26491","0","09-MAY-18","Item Updated"
"a8k16000000fztTAAQ","100130705302W400","Y","0.13075","30.83","09-MAY-18","Item Updated"
"a8k16000000g21lAAA","100130705405W402","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g19bAAA","100130705406W402","Y","0.31","0","09-MAY-18","Item Updated"
"a8k16000000g0hjAAA","100130904806W400","Y","0.18095","0","09-MAY-18","Item Updated"
"a8k16000000fyrNAAQ","100130905406W400","Y","0.06","23.1","08-MAY-18","Item Updated"
"a8k16000000g0nYAAQ","100131304601W400","Y","0.2683","0","09-MAY-18","Item Updated"
"a8k16000000g0naAAA","100131504601W400","Y","0.23877","0","09-MAY-18","Item Updated"
"a8k16000000fyZTAAY","100131505301W400","Y","0.04152","117.87","09-MAY-18","Item Updated"
"a8k16000000g0bxAAA","100131904804W400","Y","0.25897","0","08-MAY-18","Item Updated"
"a8k16000000g0gMAAQ","100132004804W400","Y","0.54804","0","09-MAY-18","Item Updated"
"a8k16000000fydvAAA","100132205406W400","Y","0.0623","0","09-MAY-18","Item Updated"
"a8k16000000g0gSAAQ","100132304804W400","Y","0.10447","0","08-MAY-18","Item Updated"
"a8k16000000g1JkAAI","100132305006W400","Y","0.08462","39.34","08-MAY-18","Item Updated"
"a8k16000000fyfsAAA","100132305406W400","Y","0.12324","0","09-MAY-18","Item Updated"
"a8k16000000fzx6AAA","100132504606W400","Y","0.09","0","09-MAY-18","Item Updated"
"a8k16000000fymTAAQ","100132505001W400","Y","0.092","0","08-MAY-18","Item Updated"
"a8k16000000g1h6AAA","100132505107W400","Y","0.30021","27.68","08-MAY-18","Item Updated"
"a8k16000000g0lwAAA","100132704906W400","Y","0.07174","38.91","08-MAY-18","Item Updated"
"a8k16000000fyiwAAA","100133105305W400","Y","0.15086","0","09-MAY-18","Item Updated"
"a8k16000000g0NtAAI","100133204404W400","Y","0.12854","0","08-MAY-18","Item Updated"
"a8k16000000fyggAAA","100133204901W400","Y","0.03516","40.3","09-MAY-18","Item Updated"
"a8k16000000g0y0AAA","100140404902W402","Y","0.0483","57.64","08-MAY-18","Item Updated"
"a8k16000000g0O3AAI","100140504504W400","Y","0.44173","0","08-MAY-18","Item Updated"
"a8k16000000fxUeAAI","100140505106W400","Y","0.00318","0","09-MAY-18","Item Updated"
"a8k16000000g1C9AAI","100140705406W402","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g1KsAAI","100140904806W400","Y","0","63.71","09-MAY-18","Item Updated"
"a8k16000000fywqAAA","100140905101W400","Y","0.18447","0","09-MAY-18","Item Updated"
"a8k16000000fyrOAAQ","100140905406W400","Y","0.07556","0","08-MAY-18","Item Updated"
"a8k16000000fyzdAAA","100141105003W400","Y","0","0","09-MAY-18","Item Updated"
"a8k1L000000KyrqQAC","100141205005W400","Y","0.0523","158.44","08-MAY-18","Item Updated"
"a8k16000000g1EvAAI","100141504906W400","Y","0.19391","17.2","09-MAY-18","Item Updated"
"a8k16000000fztgAAA","100141705302W400","Y","0","38.96","09-MAY-18","Item Updated"
"a8k16000000fyZ4AAI","100142105003W400","Y","0.29755","25.48","09-MAY-18","Item Updated"
"a8k16000000g0q0AAA","100142205207W400","Y","0.06744","57.2","09-MAY-18","Item Updated"
"a8k16000000g0gTAAQ","100142304804W400","Y","0.11531","24.88","08-MAY-18","Item Updated"
"a8k16000000g0e1AAA","100142305003W400","Y","0.108","0","08-MAY-18","Item Updated"
"a8k16000000fyqbAAA","100142305006W400","Y","0","45.49","09-MAY-18","Item Updated"
"a8k16000000g1rzAAA","100142504806W402","Y","0.23877","0","09-MAY-18","Item Updated"
"a8k16000000g1EAAAY","100142505107W403","Y","0.0546","0","09-MAY-18","Item Updated"
"a8k16000000fzunAAA","100142505205W400","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fyk8AAA","100142505306W400","Y","0.60349","73.29","09-MAY-18","Item Updated"
"a8k16000000fykIAAQ","100142905306W400","Y","0.0561","0","08-MAY-18","Item Updated"
"a8k16000000fyscAAA","100143005105W400","Y","0.15907","0","09-MAY-18","Item Updated"
"a8k16000000g0ZGAAY","100143105201W402","Y","0","22.01","09-MAY-18","Item Updated"
"a8k16000000g0NxAAI","100143504404W400","Y","0.136","0","09-MAY-18","Item Updated"
"a8k16000000fynXAAQ","100143505005W400","Y","0.05111","0.49","09-MAY-18","Item Updated"
"a8k16000000g1w1AAA","100143505206W400","Y","0.23649","0","09-MAY-18","Item Updated"
"a8k16000000fygyAAA","100143605107W400","Y","0.17309","0","09-MAY-18","Item Updated"
"a8k16000000g1mBAAQ","100150104903W400","Y","0.09584","38.15","09-MAY-18","Item Updated"
"a8k16000000g0nUAAQ","100150204601W400","Y","0.47229","0","09-MAY-18","Item Updated"
"a8k16000000g21PAAQ","100150505305W400","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g0pmAAA","100150605502W400","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g219AAA","100150705301W400","Y","0.358","0","09-MAY-18","Item Updated"
"a8k16000000fycFAAQ","100150705406W400","Y","0.21976","0","09-MAY-18","Item Updated"
"a8k16000000fxUfAAI","100150904806W400","Y","0.06635","50.31","08-MAY-18","Item Updated"
"a8k16000000fyrPAAQ","100150905406W400","Y","0.06254","0","08-MAY-18","Item Updated"
"a8k16000000fylFAAQ","100151005207W400","Y","0.14101","29.82","08-MAY-18","Item Updated"
"a8k16000000g1TeAAI","100151104705W400","Y","0.09923","0","08-MAY-18","Item Updated"
"a8k16000000fyYmAAI","100151105103W400","Y","0.208","0","09-MAY-18","Item Updated"
"a8k16000000fyxrAAA","100151205301W400","Y","0.14902","22.38","08-MAY-18","Item Updated"
"a8k16000000g1TcAAI","100151305302W400","Y","0","208.13","09-MAY-18","Item Updated"
"a8k16000000g0pRAAQ","100151305303W400","Y","0.09252","0","09-MAY-18","Item Updated"
"a8k16000000g1TbAAI","100151405302W400","Y","0.11247","0","09-MAY-18","Item Updated"
"a8k16000000fytBAAQ","100151905201W400","Y","0.15324","29.22","08-MAY-18","Item Updated"
"a8k16000000g11yAAA","100152304806W400","Y","0.19757","24.8","08-MAY-18","Item Updated"
"a8k16000000g0e3AAA","100152305003W400","Y","0.10035","26.53","09-MAY-18","Item Updated"
"a8k16000000g1W6AAI","100152305006W400","Y","0.17646","52.9","09-MAY-18","Item Updated"
"a8k16000000g0gXAAQ","100152504804W400","Y","0.29208","0","08-MAY-18","Item Updated"
"a8k16000000fyvzAAA","100152505105W400","Y","0.094","0","09-MAY-18","Item Updated"
"a8k16000000g1nCAAQ","100152505107W403","Y","0.02234","0","09-MAY-18","Item Updated"
"a8k16000000fyk9AAA","100152505306W400","Y","0.27901","45.06","09-MAY-18","Item Updated"
"a8k16000000fynLAAQ","100152505307W400","Y","0","0","08-MAY-18","Item Updated"
"a8k1L000000KyqaQAC","100152605205W400","Y","0.03948","2.71","08-MAY-18","Item Updated"
"a8k16000000fyqlAAA","100152705006W402","Y","0.14348","23.44","09-MAY-18","Item Updated"
"a8k16000000g19hAAA","100153005206W400","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g12KAAQ","100153105101W400","Y","0.02516","42.46","08-MAY-18","Item Updated"
"a8k16000000g0ewAAA","100153105201W400","Y","0.09509","0","08-MAY-18","Item Updated"
"a8k16000000g1oVAAQ","100153204802W400","Y","0.32922","25.34","08-MAY-18","Item Updated"
"a8k16000000fywDAAQ","100153304802W400","Y","0.43834","0","09-MAY-18","Item Updated"
"a8k16000000g1W1AAI","100153505005W400","Y","0.12331","0","09-MAY-18","Item Updated"
"a8k16000000g1vIAAQ","100153505206W400","Y","0.68333","0","09-MAY-18","Item Updated"
"a8k16000000fygzAAA","100153605107W400","Y","0.08414","0","09-MAY-18","Item Updated"
"a8k16000000g21CAAQ","100160105101W400","Y","0.35275","0","08-MAY-18","Item Updated"
"a8k16000000g21IAAQ","100160204601W402","Y","0.14452","0","09-MAY-18","Item Updated"
"a8k16000000g0eTAAQ","100160305402W400","Y","0.29261","35.73","09-MAY-18","Item Updated"
"a8k16000000fyp3AAA","100160405201W400","Y","0.2023","48.1","09-MAY-18","Item Updated"
"a8k16000000g0hYAAQ","100160504806W400","Y","0.424","0","09-MAY-18","Item Updated"
"a8k16000000g10YAAQ","100160505305W402","Y","0.10013","24.81","08-MAY-18","Item Updated"
"a8k16000000fyc1AAA","100160605203W400","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fzudAAA","100160605301W400","Y","0.00255","31.55","08-MAY-18","Item Updated"
"a8k16000000fyobAAA","100160705006W400","Y","0.33182","0","09-MAY-18","Item Updated"
"a8k16000000fyrQAAQ","100160905406W400","Y","0.03816","0","08-MAY-18","Item Updated"
"a8k16000000fyxmAAA","100161105301W400","Y","0.20422","26.95","09-MAY-18","Item Updated"
"a8k16000000fzxeAAA","100161304701W400","Y","0","41.66","09-MAY-18","Item Updated"
"a8k16000000g1vHAAQ","100161305302W400","Y","0.02756","190.75","09-MAY-18","Item Updated"
"a8k1L000000KyqkQAC","100161704806W403","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fynJAAQ","100161805307W400","Y","0","27.64","08-MAY-18","Item Updated"
"a8k16000000fyrrAAA","100161905104W403","Y","0.10785","28.91","08-MAY-18","Item Updated"
"a8k16000000fytCAAQ","100161905201W400","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g0r0AAA","100162005405W400","Y","0.023","0","09-MAY-18","Item Updated"
"a8k16000000g0BWAAY","100162104701W400","Y","0.08683","0","08-MAY-18","Item Updated"
"a8k16000000fzv3AAA","100162105405W400","Y","0.0023","61.26","09-MAY-18","Item Updated"
"a8k16000000g1F1AAI","100162304806W400","Y","0.08916","29.12","08-MAY-18","Item Updated"
"a8k16000000g10kAAA","100162405207W400","Y","0.08377","53.32","08-MAY-18","Item Updated"
"a8k16000000fyw0AAA","100162505105W400","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g14NAAQ","100162505107W402","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fynNAAQ","100162505307W400","Y","0","30.82","08-MAY-18","Item Updated"
"a8k16000000g07qAAA","100162904804W400","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fzu3AAA","100163005206W400","Y","0.08208","79.57","08-MAY-18","Item Updated"
"a8k16000000g1mgAAA","100163105101W400","Y","0.17943","0","09-MAY-18","Item Updated"
"a8k16000000g0pJAAQ","100163305302W400","Y","0.22971","21.15","08-MAY-18","Item Updated"
"a8k16000000g1i4AAA","100163505005W400","Y","0.09052","0.32","09-MAY-18","Item Updated"
"a8k16000000g1w2AAA","100163505206W400","Y","0.05566","26.56","08-MAY-18","Item Updated"
"a8k16000000fytzAAA","100163605104W400","Y","0.13691","21.06","08-MAY-18","Item Updated"
"a8k16000000fyRJAAY","101012204925W300","Y","0.13563","0","09-MAY-18","Item Updated"
"a8k16000000fz1fAAA","101013204819W300","Y","0.08701","17.63","08-MAY-18","Item Updated"
"a8k16000000g21yAAA","101021204924W302","Y","0.0965","22.74","08-MAY-18","Item Updated"
"a8k16000000g1nMAAQ","101022705226W302","Y","0.06577","23.52","09-MAY-18","Item Updated"
"a8k16000000fzA2AAI","101023604920W300","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000fz2PAAQ","101030304528W300","Y","0.25185","0","09-MAY-18","Item Updated"
"a8k16000000g060AAA","101030605326W300","Y","0.08389","44.36","09-MAY-18","Item Updated"
"a8k16000000fySXAAY","101030704922W300","Y","0.1523","0","08-MAY-18","Item Updated"
"a8k16000000fzEFAAY","101032304826W300","Y","0.13692","23.52","08-MAY-18","Item Updated"
"a8k16000000fxkVAAQ","101033504923W300","Y","0.2823","0","08-MAY-18","Item Updated"
"a8k16000000fxddAAA","101040204924W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fyNlAAI","101040504922W300","Y","0","16.72","08-MAY-18","Item Updated"
"a8k1L0000004CBIQA2","101040705323W300","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000fzEGAAY","101042304826W300","Y","0.0198","0","09-MAY-18","Item Updated"
"a8k16000000fz5wAAA","101042404920W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fzZnAAI","101042605022W300","Y","0.6223","0","09-MAY-18","Item Updated"
"a8k16000000bmACAAY","101043205123W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k1L000000KypgQAC","101050105122W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g1teAAA","101050605223W300","Y","0","156.41","09-MAY-18","Item Updated"
"a8k16000000fz5OAAQ","101050805223W300","Y","0.13238","0","09-MAY-18","Item Updated"
"a8k16000000g1rXAAQ","101051704722W300","Y","0.14492","51.49","08-MAY-18","Item Updated"
"a8k16000000fzEHAAY","101052304826W300","Y","0.15563","0","08-MAY-18","Item Updated"
"a8k16000000g1tfAAA","101053205123W300","Y","0.18801","0","09-MAY-18","Item Updated"
"a8k16000000fzEIAAY","101062304826W300","Y","0.11563","0","08-MAY-18","Item Updated"
"a8k16000000g1CqAAI","101071204924W300","Y","0.1623","35.84","08-MAY-18","Item Updated"
"a8k16000000fyQKAAY","101071305125W300","Y","0.2023","0","09-MAY-18","Item Updated"
"a8k16000000fzEJAAY","101072304826W300","Y","0.35615","0","09-MAY-18","Item Updated"
"a8k16000000fxcKAAQ","101080205225W300","Y","0.2705","0","08-MAY-18","Item Updated"
"a8k16000000fzkaAAA","101081104627W300","Y","0.41855","23.44","09-MAY-18","Item Updated"
"a8k1L000000KysAQAS","101081504822W302","Y","0.46668","0","08-MAY-18","Item Updated"
"a8k16000000fxtLAAQ","101081604922W303","Y","0.2523","16.16","08-MAY-18","Item Updated"
"a8k16000000g0PGAAY","101082004427W300","Y","0.23077","0","09-MAY-18","Item Updated"
"a8k16000000g1KEAAY","101083504922W303","Y","0.06637","40.07","09-MAY-18","Item Updated"
"a8k16000000fy18AAA","101091304923W300","Y","0.29286","0","09-MAY-18","Item Updated"
"a8k16000000fxc6AAA","101093605028W300","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000g0XuAAI","101103204322W302","Y","0.26772","0","08-MAY-18","Item Updated"
"a8k16000000g0vGAAQ","101110104828W300","Y","0.6023","0","08-MAY-18","Item Updated"
"a8k1L0000004C9jQAE","101110104828W302","Y","0.09099","34.99","08-MAY-18","Item Updated"
"a8k16000000fySeAAI","101110704922W300","Y","0.04563","37.38","08-MAY-18","Item Updated"
"a8k16000000g06VAAQ","101111704627W302","Y","0.1523","22.14","08-MAY-18","Item Updated"
"a8k16000000fyOlAAI","101112804924W300","Y","0.1898","0","08-MAY-18","Item Updated"
"a8k16000000fxjWAAQ","101113104922W300","Y","0.22074","21.29","08-MAY-18","Item Updated"
"a8k16000000g1GdAAI","101121304924W304","Y","0.348","0","09-MAY-18","Item Updated"
"a8k16000000fy4kAAA","101121404824W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fxtPAAQ","101121604922W300","Y","0.28897","0","08-MAY-18","Item Updated"
"a8k16000000g1ChAAI","101121704627W303","Y","0.82641","0","08-MAY-18","Item Updated"
"a8k16000000g0PJAAY","101122004427W300","Y","0.56384","0","08-MAY-18","Item Updated"
"a8k16000000fz68AAA","101122404920W300","Y","0.18121","40.5","08-MAY-18","Item Updated"
"a8k16000000g0AFAAY","101122704826W300","Y","0.2273","0","09-MAY-18","Item Updated"
"a8k16000000g1P3AAI","101122704923W300","Y","0.1173","0","08-MAY-18","Item Updated"
"a8k1L0000004C9eQAE","101130705223W304","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g19wAAA","101131504924W303","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fxxFAAQ","101131704922W300","Y","0.11648","32.08","08-MAY-18","Item Updated"
"a8k16000000g1snAAA","101132205123W300","Y","0.6023","19.91","09-MAY-18","Item Updated"
"a8k16000000g0dIAAQ","101132504628W300","Y","0.1023","18.21","08-MAY-18","Item Updated"
"a8k1L0000004CCQQA2","101132505124W302","Y","0.0023","20.98","08-MAY-18","Item Updated"
"a8k16000000g28xAAA","101132804925W302","Y","0","149.58","09-MAY-18","Item Updated"
"a8k16000000g00yAAA","101140905024W303","Y","0.10273","18.57","09-MAY-18","Item Updated"
"a8k16000000g02lAAA","101141305228W300","Y","0.0773","35.07","09-MAY-18","Item Updated"
"a8k16000000g0PKAAY","101142004427W300","Y","0.22897","16.53","08-MAY-18","Item Updated"
