"ID","WELL_LOCATION","GAS_OIL_RATIO","SUM(WBT.PRORATED_OIL)","MAX(WBT.PRODUCTION_DATE)","STATUS"
"a8k16000000g0KJAAY","100152804604W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g0KMAAY","100152904604W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g266AAA","100153407725W400","0.23177","8.97","07-MAY-18","Item Updated"
"a8k16000000g22nAAA","100153407925W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g22oAAA","100153407925W402","0","0","07-MAY-18","Item Updated"
"a8k16000000fyZwAAI","100160105405W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g24HAAQ","100160107825W400","0.05188","34.7","07-MAY-18","Item Updated"
"a8k16000000g26vAAA","100160207825W400","0.222","0","07-MAY-18","Item Updated"
"a8k16000000g16LAAQ","100160307421W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g24zAAA","100160307825W400","0.10381","27.15","07-MAY-18","Item Updated"
"a8k16000000g0s7AAA","100160504604W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g0n9AAA","100160604603W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g238AAA","100161207923W402","0","0","07-MAY-18","Item Updated"
"a8k16000000g23AAAQ","100161407923W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g16bAAA","100161507420W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g0rPAAQ","100161704704W400","0.08039","16.54","06-MAY-18","Item Updated"
"a8k16000000fzx0AAA","100161804606W400","0.02092","10.61","07-MAY-18","Item Updated"
"a8k16000000g193AAA","100161907319W400","0.68447","30.16","07-MAY-18","Item Updated"
"a8k16000000g0UcAAI","100162404402W400","0.00673","5.76","07-MAY-18","Item Updated"
"a8k16000000g0sWAAQ","100162504605W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g0KDAAY","100162704604W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g22jAAA","100162707925W402","0","0","07-MAY-18","Item Updated"
"a8k16000000g22kAAA","100162707925W403","0","0","07-MAY-18","Item Updated"
"a8k16000000fyikAAA","100162906002W400","0","0","07-MAY-18","Item Updated"
"a8k16000000fyilAAA","100162906002W402","0","0","07-MAY-18","Item Updated"
"a8k16000000g0KQAAY","100163004604W400","0","0","07-MAY-18","Item Updated"
"a8k16000000fzHvAAI","100163204606W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g26LAAQ","100163507725W400","0.16181","12.78","07-MAY-18","Item Updated"
"a8k16000000g0scAAA","100163604605W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g0xCAAQ","101010605023W300","0.023","56.96","07-MAY-18","Item Updated"
"a8k16000000g21tAAA","101012104028W300","0.03448","7.93","07-MAY-18","Item Updated"
"a8k1L000000Kyr7QAC","101022704723W300","0.01","96.41","07-MAY-18","Item Updated"
"a8k1L0000004CCbQAM","101060604923W300","0","0","08-MAY-18","Item Updated"
"a8k16000000g0xpAAA","101060705023W300","0.08316","0","07-MAY-18","Item Updated"
"a8k16000000fxZcAAI","101070505223W300","0","0","07-MAY-18","Item Updated"
"a8k1L000000KyqRQAS","101070604923W300","0.04181","651.48","08-MAY-18","Item Updated"
"a8k16000000fzR5AAI","101070605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k1L000000KymFQAS","101073405324W300","0","0","08-MAY-18","Item Updated"
"a8k16000000fzU1AAI","101080605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g1LnAAI","101090104819W300","0","0","07-MAY-18","Item Updated"
"a8k1L000000KykVQAS","101101605223W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g0u9AAA","101102504927W300","0.0023","84.47","07-MAY-18","Item Updated"
"a8k16000000g1PqAAI","101111304723W304","0.008","0","07-MAY-18","Item Updated"
"a8k16000000fzeyAAA","101130605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k1L000000KymOQAS","101133505026W300","0","87.23","07-MAY-18","Item Updated"
"a8k16000000g0u5AAA","101142504927W300","0.0023","61.62","07-MAY-18","Item Updated"
"a8k1L000000KymUQAS","101143505026W300","0","0.31","07-MAY-18","Item Updated"
"a8k16000000g0u7AAA","101152504927W300","0.0023","52.42","07-MAY-18","Item Updated"
"a8k16000000fzlxAAA","101160105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g27YAAQ","102010207825W400","0.70357","5.79","07-MAY-18","Item Updated"
"a8k16000000g25tAAA","102010307825W400","0.16184","0","07-MAY-18","Item Updated"
"a8k16000000g252AAA","102011007825W400","0.26861","0","07-MAY-18","Item Updated"
"a8k16000000g0MmAAI","102012004704W400","0.08034","4.85","07-MAY-18","Item Updated"
"a8k16000000g26gAAA","102013407725W400","0.66762","27.67","07-MAY-18","Item Updated"
"a8k16000000g26OAAQ","102013507725W400","0.26512","9.11","07-MAY-18","Item Updated"
"a8k16000000g27aAAA","102020207825W400","0.09463","0","07-MAY-18","Item Updated"
"a8k16000000g27QAAQ","102021407825W400","1.04686","2.65","07-MAY-18","Item Updated"
"a8k16000000g194AAA","102023007319W400","0.17573","79.13","07-MAY-18","Item Updated"
"a8k16000000g25aAAA","102023607825W400","0.00028","7.02","07-MAY-18","Item Updated"
"a8k16000000g24qAAA","102030107825W400","3.37671","8.14","07-MAY-18","Item Updated"
"a8k16000000g27mAAA","102030207825W400","0.06048","5.03","07-MAY-18","Item Updated"
"a8k16000000g00AAAQ","102031404506W400","0.23593","0","07-MAY-18","Item Updated"
"a8k16000000g0MoAAI","102032004704W400","0.08039","9.47","07-MAY-18","Item Updated"
"a8k16000000g0RRAAY","102032104704W400","0.08034","15.44","07-MAY-18","Item Updated"
"a8k16000000fyczAAA","102032504802W400","0.2","3.36","07-MAY-18","Item Updated"
"a8k16000000g25GAAQ","102033507725W400","0.06874","0","07-MAY-18","Item Updated"
"a8k16000000g17oAAA","102033607320W400","0.16897","0","07-MAY-18","Item Updated"
"a8k16000000g27nAAA","102040207825W400","0.12243","1.38","07-MAY-18","Item Updated"
"a8k16000000g24eAAA","102041307825W400","0.18799","8.04","07-MAY-18","Item Updated"
"a8k16000000fzx5AAA","102042004606W400","0.0004","2.67","07-MAY-18","Item Updated"
"a8k16000000g0gFAAQ","102042904704W400","0.0804","16.44","07-MAY-18","Item Updated"
"a8k16000000g18PAAQ","102043607320W400","0.00918","265.48","07-MAY-18","Item Updated"
"a8k16000000g27pAAA","102050207825W400","0.22285","21.27","07-MAY-18","Item Updated"
"a8k16000000g0QxAAI","102051904401W400","0.05295","3.24","07-MAY-18","Item Updated"
"a8k16000000g0QNAAY","102052004704W400","0.08039","47.04","07-MAY-18","Item Updated"
"a8k16000000g0RTAAY","102052104704W400","0.08044","0.84","07-MAY-18","Item Updated"
"a8k16000000g18QAAQ","102053607320W400","0.00614","0","07-MAY-18","Item Updated"
"a8k16000000fzOAAAY","102060104304W400","0","5.62","08-MAY-18","Item Updated"
"a8k16000000g24sAAA","102060107825W400","0.03648","0","07-MAY-18","Item Updated"
"a8k16000000g27rAAA","102060207825W400","0.47759","7.71","07-MAY-18","Item Updated"
"a8k1L000000KyraQAC","102060604923W300","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fyzrAAA","102061104406W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g19AAAQ","102063007319W400","0.0761","0","07-MAY-18","Item Updated"
"a8k16000000g25NAAQ","102063507725W400","0.03886","16.41","07-MAY-18","Item Updated"
"a8k16000000g27eAAA","102070207825W400","0.28909","8.69","07-MAY-18","Item Updated"
"a8k1L000000KyrBQAS","102070604923W300","0.04181","808.8","08-MAY-18","Item Updated"
"a8k16000000g00HAAQ","102071404506W400","0.01908","4.54","07-MAY-18","Item Updated"
"a8k16000000g27UAAQ","102071407825W400","0.26218","0","07-MAY-18","Item Updated"
"a8k16000000g0R1AAI","102071904401W400","0.02955","3.15","07-MAY-18","Item Updated"
"a8k16000000g0KKAAY","102072904604W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g26kAAA","102073407725W400","0.9963","18.76","07-MAY-18","Item Updated"
"a8k16000000g25zAAA","102080307825W400","0.30688","6.85","07-MAY-18","Item Updated"
"a8k16000000g259AAA","102081007825W400","0.17805","5.64","07-MAY-18","Item Updated"
"a8k16000000g27WAAQ","102081407825W400","0.05521","0","07-MAY-18","Item Updated"
"a8k16000000g25TAAQ","102081507825W400","0.17913","37.91","07-MAY-18","Item Updated"
"a8k16000000g0QUAAY","102082004704W400","0.08036","8.47","07-MAY-18","Item Updated"
"a8k16000000g0KbAAI","102083404707W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g26nAAA","102083407725W400","0.0374","4.77","07-MAY-18","Item Updated"
"a8k16000000g26VAAQ","102083507725W400","0.08451","19.07","07-MAY-18","Item Updated"
"a8k16000000g25hAAA","102083607825W400","0.14446","0","07-MAY-18","Item Updated"
"a8k16000000g24CAAQ","102090107825W400","0.04838","12.98","07-MAY-18","Item Updated"
"a8k16000000g24uAAA","102090307825W400","0.10012","21.01","07-MAY-18","Item Updated"
"a8k16000000g15RAAQ","102091907319W400","0.09794","0","07-MAY-18","Item Updated"
"a8k16000000fyeYAAQ","102092504802W400","0.11568","6.81","07-MAY-18","Item Updated"
"a8k16000000g262AAA","102093407725W400","0.07438","36.06","07-MAY-18","Item Updated"
"a8k16000000g26FAAQ","102093507725W400","0.09442","38.03","07-MAY-18","Item Updated"
"a8k16000000g26pAAA","102100207825W400","0.22053","17.76","07-MAY-18","Item Updated"
"a8k16000000g24wAAA","102100307825W400","1.00682","0","07-MAY-18","Item Updated"
"a8k16000000fyu9AAA","102101105204W400","0","0","07-MAY-18","Item Updated"
"a8k16000000fzEzAAI","102101704606W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g0QWAAY","102102004704W400","0.08038","17.53","07-MAY-18","Item Updated"
"a8k16000000g155AAA","102102607420W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g0AwAAI","102103004506W400","0.0429","6.27","06-MAY-18","Item Updated"
"a8k16000000fzvtAAA","102103004906W400","0.013","0","07-MAY-18","Item Updated"
"a8k16000000g26JAAQ","102103507725W400","0.12302","8.96","07-MAY-18","Item Updated"
"a8k16000000g25kAAA","102110107825W400","0.07699","0","07-MAY-18","Item Updated"
"a8k16000000fyzuAAA","102110504504W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g185AAA","102110807420W402","0","0","07-MAY-18","Item Updated"
"a8k16000000g27hAAA","102111107825W400","0.51681","7.99","07-MAY-18","Item Updated"
"a8k16000000g0HLAAY","102111204501W402","0","0","07-MAY-18","Item Updated"
"a8k16000000g0NMAAY","102111404401W400","0.00591","2.52","07-MAY-18","Item Updated"
"a8k16000000g26XAAQ","102113507725W400","1.18246","2.6","07-MAY-18","Item Updated"
"a8k16000000g25mAAA","102120107825W400","0.23641","0","07-MAY-18","Item Updated"
"a8k16000000fytRAAQ","102120904902W400","0","0","07-MAY-18","Item Updated"
"a8k16000000g23vAAA","102121207825W400","6.56038","0","07-MAY-18","Item Updated"
"a8k16000000g24MAAQ","102121307825W400","0.09472","0","07-MAY-18","Item Updated"
"a8k16000000fzvlAAA","102122904906W400","0.2316","13.64","07-MAY-18","Item Updated"
"a8k16000000g19CAAQ","102123007319W400","0.06809","0.7","07-MAY-18","Item Updated"
"a8k16000000g26aAAA","102123507725W400","0.27016","9.21","07-MAY-18","Item Updated"
"a8k16000000g25oAAA","102130107825W400","0.05105","0","07-MAY-18","Item Updated"
"a8k16000000g27jAAA","102131107825W400","0.10552","14.52","07-MAY-18","Item Updated"
"a8k16000000g23xAAA","102131207825W400","0.08821","0","07-MAY-18","Item Updated"
"a8k16000000g23oAAA","102131407825W400","0.03961","0","07-MAY-18","Item Updated"
"a8k16000000fypuAAA","102131805006W400","0.02897","0","07-MAY-18","Item Updated"
"a8k16000000g0R8AAI","102131904401W400","0.0194","2.06","07-MAY-18","Item Updated"
"a8k16000000g0RIAAY","102131904704W400","0.0804","15.04","06-MAY-18","Item Updated"
"a8k16000000g0QbAAI","102132004704W400","0.08039","8.56","07-MAY-18","Item Updated"
"a8k16000000g26cAAA","102133507725W400","0.15955","18.23","07-MAY-18","Item Updated"
"a8k16000000g25rAAA","102140107825W400","0.15187","12.86","07-MAY-18","Item Updated"
"a8k16000000g21hAAA","102141107825W400","0.68425","1.65","07-MAY-18","Item Updated"
"a8k16000000g24RAAQ","102141307825W400","0.0128","15.09","07-MAY-18","Item Updated"
"a8k16000000fypwAAA","102141805006W400","0.0023","0","07-MAY-18","Item Updated"
"a8k16000000g0giAAA","102141904506W400","0.00235","7.13","06-MAY-18","Item Updated"
"a8k16000000g18IAAQ","102142207420W402","0","0","07-MAY-18","Item Updated"
"a8k1L0000008OqGQAU","102142305324W300","0.0172","0","08-MAY-18","Item Updated"
"a8k16000000g24FAAQ","102150107825W400","0.03457","38.83","07-MAY-18","Item Updated"
"a8k16000000g04iAAA","102151804704W400","0.08038","2.64","06-MAY-18","Item Updated"
"a8k16000000g267AAA","102153407725W400","0.01476","13.96","07-MAY-18","Item Updated"
"a8k16000000g26KAAQ","102153507725W400","0.16046","0","07-MAY-18","Item Updated"
"a8k16000000g24IAAQ","102160107825W400","0.00341","21.86","07-MAY-18","Item Updated"
"a8k16000000g250AAA","102160307825W400","0.18317","39.75","07-MAY-18","Item Updated"
"a8k16000000g07IAAQ","102161804704W400","0.08336","25.29","06-MAY-18","Item Updated"
"a8k16000000g0RNAAY","102161904704W400","0.08043","3.85","07-MAY-18","Item Updated"
"a8k16000000g0UdAAI","102162404402W400","0.00733","0.66","07-MAY-18","Item Updated"
"a8k16000000g23iAAA","102162407825W400","0.23914","0","07-MAY-18","Item Updated"
"a8k16000000g26MAAQ","102163507725W400","0.46624","0","07-MAY-18","Item Updated"
"a8k16000000g25uAAA","103010307825W400","0.57577","8.68","07-MAY-18","Item Updated"
"a8k16000000g26hAAA","103013407725W400","0.39233","21.55","07-MAY-18","Item Updated"
"a8k16000000g27RAAQ","103021407825W400","1.16044","0","07-MAY-18","Item Updated"
"a8k16000000fycuAAA","103022504802W400","0.60738","1.28","07-MAY-18","Item Updated"
"a8k16000000g18zAAA","103023007319W400","0.58672","3.22","07-MAY-18","Item Updated"
"a8k16000000g25eAAA","103023607825W400","0.1153","12.11","07-MAY-18","Item Updated"
"a8k16000000g18UAAQ","103043607320W400","0.00357","0","07-MAY-18","Item Updated"
"a8k16000000g25MAAQ","103053507725W400","0.09692","0","07-MAY-18","Item Updated"
"a8k16000000g27sAAA","103060207825W400","0.47745","4.02","07-MAY-18","Item Updated"
"a8k16000000g26lAAA","103073407725W400","0.02886","29.9","07-MAY-18","Item Updated"
"a8k16000000g260AAA","103080307825W400","0.07193","2.84","07-MAY-18","Item Updated"
"a8k16000000g25UAAQ","103081507825W400","0.08095","23.61","07-MAY-18","Item Updated"
"a8k16000000g25VAAQ","103091107825W400","0.99243","0","07-MAY-18","Item Updated"
"a8k16000000g15SAAQ","103091907319W400","0.22587","0","07-MAY-18","Item Updated"
"a8k16000000g263AAA","103093407725W400","0.02546","31.95","07-MAY-18","Item Updated"
"a8k16000000g26GAAQ","103093507725W400","0.05781","11.45","07-MAY-18","Item Updated"
"a8k16000000g1BpAAI","103100205204W400","0.0473","2.43","07-MAY-18","Item Updated"
"a8k16000000g26qAAA","103100207825W400","0.10047","0","07-MAY-18","Item Updated"
"a8k16000000g26YAAQ","103113507725W400","0.13068","11.48","07-MAY-18","Item Updated"
"a8k16000000g24NAAQ","103121307825W400","0.12407","0","07-MAY-18","Item Updated"
"a8k16000000g23nAAA","103121407825W400","0.41689","0","07-MAY-18","Item Updated"
"a8k16000000g0R6AAI","103121904401W400","0.07355","19.99","07-MAY-18","Item Updated"
"a8k16000000g1kjAAA","103123007319W400","0.51144","0","07-MAY-18","Item Updated"
"a8k16000000g26bAAA","103123507725W400","0.18636","4.33","07-MAY-18","Item Updated"
"a8k16000000g25pAAA","103130107825W400","0.13","17.15","07-MAY-18","Item Updated"
"a8k16000000g23pAAA","103131407825W400","0.15722","38.88","07-MAY-18","Item Updated"
"a8k1L000000KymQQAS","103133505026W300","0","96.08","07-MAY-18","Item Updated"
"a8k16000000g24SAAQ","103141307825W400","0.12539","0","07-MAY-18","Item Updated"
"a8k16000000g23sAAA","103141407825W400","1.00966","0","07-MAY-18","Item Updated"
"a8k1L000000KymSQAS","103143505026W300","0","46.01","07-MAY-18","Item Updated"
"a8k16000000g26eAAA","103143507725W400","0.1586","3.67","07-MAY-18","Item Updated"
"a8k16000000g24GAAQ","103150107825W400","0.10936","17.43","07-MAY-18","Item Updated"
"a8k16000000g26uAAA","103150207825W400","0.40786","32.98","07-MAY-18","Item Updated"
"a8k16000000g24yAAA","103150307825W400","0.78177","0","07-MAY-18","Item Updated"
"a8k16000000g04RAAQ","103151104401W400","0.04651","17.87","07-MAY-18","Item Updated"
"a8k16000000fzR9AAI","103160104304W400","565.2","1.64","08-MAY-18","Item Updated"
"a8k16000000g24JAAQ","103160107825W400","0.04015","30.45","07-MAY-18","Item Updated"
"a8k16000000g26wAAA","103160207825W400","0.26548","0","07-MAY-18","Item Updated"
"a8k16000000g23jAAA","103162407825W400","0.03002","0","07-MAY-18","Item Updated"
"a8k16000000g25PAAQ","104011507825W400","0.19734","9.68","07-MAY-18","Item Updated"
"a8k16000000fycoAAA","104012504802W400","0.00197","5.18","07-MAY-18","Item Updated"
"a8k16000000g26iAAA","104013407725W400","2.03107","0","07-MAY-18","Item Updated"
"a8k16000000g27cAAA","104020207825W400","0.45719","2.15","07-MAY-18","Item Updated"
"a8k16000000g27SAAQ","104021407825W400","0.94697","0","07-MAY-18","Item Updated"
"a8k16000000fycvAAA","104022504802W400","0","1.09","07-MAY-18","Item Updated"
"a8k16000000g27tAAA","104060207825W400","0.10198","0","07-MAY-18","Item Updated"
"a8k1L000000KyryQAC","104060604923W300","0","0","08-MAY-18","Item Updated"
"a8k1L000000KyqSQAS","104070604923W300","0.04181","934.35","08-MAY-18","Item Updated"
"a8k1L000000KyojQAC","104073405324W300","0.0172","1060.16","08-MAY-18","Item Updated"
"a8k16000000g264AAA","104093407725W400","0.15218","1.25","07-MAY-18","Item Updated"
"a8k16000000g26HAAQ","104093507725W400","0.18164","9.01","07-MAY-18","Item Updated"
"a8k16000000g26rAAA","104100207825W400","0.1728","29.03","07-MAY-18","Item Updated"
"a8k16000000g21jAAA","104141107825W400","0.55623","4.82","07-MAY-18","Item Updated"
"a8k16000000g241AAA","104141207825W400","0.03873","0","07-MAY-18","Item Updated"
"a8k16000000g25ZAAQ","104161107825W400","0.32419","8.72","07-MAY-18","Item Updated"
"a8k16000000fycpAAA","105012504802W400","0.0023","5.97","07-MAY-18","Item Updated"
"a8k1L0000004CCRQA2","105060604923W300","0.01933","0","08-MAY-18","Item Updated"
"a8k1L000000KyppQAC","105070604923W300","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000g2BFAAY","105073405324W300","0.0172","978.46","08-MAY-18","Item Updated"
"a8k16000000fyeaAAA","105092504802W400","0.0423","0","07-MAY-18","Item Updated"
"a8k16000000g26sAAA","105100207825W400","0.11583","0","07-MAY-18","Item Updated"
"a8k16000000fycxAAA","106022504802W400","0.02222","8.21","07-MAY-18","Item Updated"
"a8k1L0000004CCcQAM","106060604923W300","0","0","08-MAY-18","Item Updated"
"a8k1L000000KyqpQAC","106070604923W300","0.04181","895.53","08-MAY-18","Item Updated"
"a8k16000000fyebAAA","106092504802W400","0.18","4.02","07-MAY-18","Item Updated"
"a8k16000000fycrAAA","107012504802W400","0.00091","3.78","07-MAY-18","Item Updated"
"a8k1L000000KyqqQAC","107070604923W300","0.04181","1407.05","08-MAY-18","Item Updated"
"a8k16000000fz28AAA","111011704426W300","0.01496","51.57","07-MAY-18","Item Updated"
"a8k16000000g0T4AAI","111012704427W300","0.27","0","07-MAY-18","Item Updated"
"a8k16000000fzhnAAA","111013205223W300","0.03905","0","07-MAY-18","Item Updated"
"a8k16000000g0SgAAI","111020605225W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fzGzAAI","111021904426W300","0.16199","6.91","07-MAY-18","Item Updated"
"a8k16000000fz6GAAQ","111022004426W300","0.04875","21.53","07-MAY-18","Item Updated"
"a8k16000000fzNAAAY","111022904426W300","0.002","23.59","07-MAY-18","Item Updated"
"a8k16000000fzQHAAY","111023004426W300","0.002","25.61","07-MAY-18","Item Updated"
"a8k16000000g09TAAQ","111030705124W305","0","0","07-MAY-18","Item Updated"
"a8k16000000g0StAAI","111032604427W300","0.0587","61.01","07-MAY-18","Item Updated"
"a8k16000000fyVpAAI","111041705122W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g0SuAAI","111042604427W300","0.18","2.16","07-MAY-18","Item Updated"
"a8k16000000fzQLAAY","111043004426W300","0.002","0","07-MAY-18","Item Updated"
"a8k16000000g09bAAA","111051805124W302","0","0","07-MAY-18","Item Updated"
"a8k16000000fzZQAAY","111052005019W300","0.15495","30.48","07-MAY-18","Item Updated"
"a8k16000000g06PAAQ","111052305026W304","0","0","07-MAY-18","Item Updated"
"a8k16000000fzSTAAY","111060905223W306","0","0","07-MAY-18","Item Updated"
"a8k16000000g1mxAAA","111061505125W303","0","0","07-MAY-18","Item Updated"
"a8k16000000fzrnAAA","111061604426W300","0.05126","51.35","07-MAY-18","Item Updated"
"a8k16000000fyVqAAI","111061905122W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g295AAA","111062004028W300","0.04615","5.37","07-MAY-18","Item Updated"
"a8k16000000fxl8AAA","111062704926W303","0","0","07-MAY-18","Item Updated"
"a8k16000000fzNIAAY","111062904426W300","0.002","0","07-MAY-18","Item Updated"
"a8k16000000fzQNAAY","111063004426W300","0.002","0","07-MAY-18","Item Updated"
"a8k16000000fz4SAAQ","111070705019W300","0","157.24","07-MAY-18","Item Updated"
"a8k16000000g21rAAA","111071004028W300","0.00002","2.26","07-MAY-18","Item Updated"
"a8k16000000fz1YAAQ","111071405120W300","0","6.23","07-MAY-18","Item Updated"
"a8k16000000fz5yAAA","111072404920W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g0GLAAY","111073105125W302","0","0","07-MAY-18","Item Updated"
"a8k16000000fzPmAAI","111080105021W302","0","0","07-MAY-18","Item Updated"
"a8k16000000fzH6AAI","111081904426W300","0.002","31.06","07-MAY-18","Item Updated"
"a8k16000000fzT9AAI","111082404427W300","0.008","0","07-MAY-18","Item Updated"
"a8k16000000g0T5AAI","111082704427W300","0.21","7.43","07-MAY-18","Item Updated"
"a8k16000000fzNLAAY","111082904426W300","0.002","9.6","07-MAY-18","Item Updated"
"a8k16000000fzQTAAY","111083004426W300","0.002","40.68","07-MAY-18","Item Updated"
"a8k16000000g0CgAAI","111090105125W305","0","0","07-MAY-18","Item Updated"
"a8k16000000fyVmAAI","111090705122W303","0","0","07-MAY-18","Item Updated"
"a8k16000000g1PoAAI","111092304723W300","0.0558","0","07-MAY-18","Item Updated"
"a8k16000000g0ESAAY","111093305027W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g09QAAQ","111100505124W305","0","0","07-MAY-18","Item Updated"
"a8k16000000g296AAA","111102004028W300","0.02609","9.83","07-MAY-18","Item Updated"
"a8k16000000g0WRAAY","111102004926W302","0","0","07-MAY-18","Item Updated"
"a8k16000000fz64AAA","111102404920W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g1swAAA","111103205123W303","0","0","07-MAY-18","Item Updated"
"a8k16000000g0WdAAI","111103305024W302","0","0","07-MAY-18","Item Updated"
"a8k16000000g20zAAA","111103604823W302","0","0","07-MAY-18","Item Updated"
"a8k16000000g1kGAAQ","111103604823W305","0","0","07-MAY-18","Item Updated"
"a8k16000000g1JzAAI","111110104822W303","0","0","07-MAY-18","Item Updated"
"a8k16000000fxZnAAI","111110505324W302","0","0","07-MAY-18","Item Updated"
"a8k16000000fzAUAAY","111112104426W300","0.12963","0","07-MAY-18","Item Updated"
"a8k16000000fyRbAAI","111112105024W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fyVtAAI","111112505123W304","0","0","07-MAY-18","Item Updated"
"a8k16000000g0SzAAI","111112604427W300","0.04799","0","07-MAY-18","Item Updated"
"a8k16000000g0IoAAI","111112705126W303","0","0","07-MAY-18","Item Updated"
"a8k16000000fxlAAAQ","111113104926W303","0","0","07-MAY-18","Item Updated"
"a8k16000000g06NAAQ","111113505025W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g1H4AAI","111121705019W303","0.3372","10.27","07-MAY-18","Item Updated"
"a8k16000000fzKNAAY","111122004426W300","0","64.38","07-MAY-18","Item Updated"
"a8k16000000fzAVAAY","111122104426W300","0.008","20.45","07-MAY-18","Item Updated"
"a8k16000000g0T0AAI","111122604427W300","0.09667","0","07-MAY-18","Item Updated"
"a8k16000000fzNNAAY","111122904426W300","0.15168","0","07-MAY-18","Item Updated"
"a8k16000000fzezAAA","111130605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzrhAAA","111140904426W300","0.03821","0","07-MAY-18","Item Updated"
"a8k16000000g0CkAAI","111141305125W305","0","0","07-MAY-18","Item Updated"
"a8k16000000fz22AAA","111141604426W300","0.07422","49.71","07-MAY-18","Item Updated"
"a8k16000000fzE3AAI","111141804426W300","0.03059","22.9","07-MAY-18","Item Updated"
"a8k16000000g0CaAAI","111143005027W302","0","0","07-MAY-18","Item Updated"
"a8k16000000g1qaAAA","111143205125W303","0","0","07-MAY-18","Item Updated"
"a8k16000000g28gAAA","111150304028W300","0.02317","19.04","07-MAY-18","Item Updated"
"a8k16000000fzBfAAI","111150605023W300","0.08316","0","07-MAY-18","Item Updated"
"a8k16000000g298AAA","111152004028W300","0.06522","3.05","07-MAY-18","Item Updated"
"a8k16000000g0T3AAI","111152604427W300","0.14318","18.36","07-MAY-18","Item Updated"
"a8k16000000fxWkAAI","111153204722W305","0","0","07-MAY-18","Item Updated"
"a8k16000000fz6DAAQ","111161704426W300","0.14167","0","07-MAY-18","Item Updated"
"a8k16000000fzKCAAY","111161904426W300","0.26538","17.61","07-MAY-18","Item Updated"
"a8k16000000g0SrAAI","111162204427W300","0.05416","37.93","07-MAY-18","Item Updated"
"a8k16000000g0GIAAY","111162905125W302","0","0","07-MAY-18","Item Updated"
"a8k16000000g121AAA","112010605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g0EbAAI","112031705125W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fz6SAAQ","112042104426W300","0.12756","22.11","07-MAY-18","Item Updated"
"a8k16000000g09VAAQ","112060705124W302","0","0","07-MAY-18","Item Updated"
"a8k16000000fzBYAAY","112070605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fxvgAAA","112071504923W300","0","0","04-MAY-18","Item Updated"
"a8k16000000fz5zAAA","112072404920W300","0.008","26.56","07-MAY-18","Item Updated"
"a8k16000000fzXeAAI","112100605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzf0AAA","112130605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzlyAAA","112160105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g06LAAQ","112163105025W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fzlkAAA","113090105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzlqAAA","113110105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz3RAAQ","113120605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g0SfAAI","113150105128W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fzBEAAY","114090105024W300","0.08316","0","07-MAY-18","Item Updated"
"a8k16000000fzenAAA","114120605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzf1AAA","114130605023W300","0.023","0","07-MAY-18","Item Updated"
