"ID","WELL_LOCATION","GAS_OIL_RATIO","SUM(WBT.PRORATED_OIL)","MAX(WBT.PRODUCTION_DATE)","STATUS"
"a8k16000000fz3tAAA","115020605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz3jAAA","121010605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fxZfAAI","121021705223W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fzpNAAQ","121050605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzBZAAY","121070605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g28uAAA","121072104028W300","0.05926","10.4","07-MAY-18","Item Updated"
"a8k16000000fxejAAA","121072805023W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fzbUAAQ","121080105024W300","0.023","7.49","07-MAY-18","Item Updated"
"a8k16000000g0CRAAY","121082904927W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fxeeAAA","121092504925W302","0","0","07-MAY-18","Item Updated"
"a8k16000000fxWeAAI","121093104721W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fxegAAA","121101004924W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g0IkAAI","121102505126W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g0WVAAY","121103004926W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g174AAA","121103604824W302","0","0","07-MAY-18","Item Updated"
"a8k16000000fzlsAAA","121110105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g28fAAA","121130304028W302","0.05128","4.6","07-MAY-18","Item Updated"
"a8k16000000fzf2AAA","121130605023W300","0.023","93.16","07-MAY-18","Item Updated"
"a8k16000000g1GnAAI","121133604824W302","0","0","07-MAY-18","Item Updated"
"a8k16000000g29NAAQ","121151004028W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fztDAAQ","121160105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz3kAAA","122010605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz7zAAA","122040605023W300","0.023","90.79","07-MAY-18","Item Updated"
"a8k16000000fzpOAAQ","122050605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzbVAAQ","122080105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzBUAAY","122100105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzXgAAI","122100605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzltAAA","122110105024W300","0.08316","0","07-MAY-18","Item Updated"
"a8k16000000fzeoAAA","122120605023W300","0.023","6.52","07-MAY-18","Item Updated"
"a8k16000000fztEAAQ","122160105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz3lAAA","123010605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz3uAAA","123020605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzpPAAQ","123050605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzBKAAY","123090105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzluAAA","123110105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzepAAA","123120605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzNgAAI","123160105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzshAAA","123163205223W300","0.03905","12.66","07-MAY-18","Item Updated"
"a8k16000000fz3mAAA","124010605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz3vAAA","124020605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzpQAAQ","124050605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz3nAAA","125010605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz3wAAA","125020605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz3xAAA","126020605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz3oAAA","131010605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g28iAAA","131011004028W300","0.00001","17.91","07-MAY-18","Item Updated"
"a8k16000000fxZjAAI","131013505224W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fzQIAAY","131023004426W300","0.092","11.09","07-MAY-18","Item Updated"
"a8k16000000g28aAAA","131040304028W302","0.00001","9.13","07-MAY-18","Item Updated"
"a8k16000000fziNAAQ","131040705023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzNFAAY","131042904426W300","0.002","9.82","07-MAY-18","Item Updated"
"a8k16000000g28pAAA","131061504028W300","0.13793","24.49","07-MAY-18","Item Updated"
"a8k16000000fzH4AAI","131061904426W300","0.008","18.15","07-MAY-18","Item Updated"
"a8k16000000fzR6AAI","131070605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz2EAAQ","131071704426W300","0.04189","47.41","07-MAY-18","Item Updated"
"a8k16000000fz6IAAQ","131072004426W300","0.00944","47.78","07-MAY-18","Item Updated"
"a8k16000000fzU3AAI","131080605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzH7AAI","131081904426W300","0.008","15.35","07-MAY-18","Item Updated"
"a8k16000000fzllAAA","131090105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzrsAAA","131101604426W300","0.10418","50.68","07-MAY-18","Item Updated"
"a8k16000000g0EfAAI","131111505125W304","0","0","07-MAY-18","Item Updated"
"a8k16000000fzT2AAI","131113004426W300","0.13969","15.51","07-MAY-18","Item Updated"
"a8k16000000fzeqAAA","131120605023W300","0.023","2.54","07-MAY-18","Item Updated"
"a8k16000000g0WTAAY","131122804926W304","0","0","07-MAY-18","Item Updated"
"a8k16000000fziHAAQ","131130605023W300","0.023","20.49","07-MAY-18","Item Updated"
"a8k16000000fz21AAA","131131604426W300","0.01215","42.95","07-MAY-18","Item Updated"
"a8k16000000fz23AAA","131141604426W300","0.09325","39.94","07-MAY-18","Item Updated"
"a8k16000000fzDzAAI","131141704426W300","0.003","26.81","07-MAY-18","Item Updated"
"a8k16000000fzHCAAY","131141904426W300","0.016","16.97","07-MAY-18","Item Updated"
"a8k16000000fzsiAAA","131163205223W300","0.03905","25.08","07-MAY-18","Item Updated"
"a8k16000000fz3pAAA","132010605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz80AAA","132040605023W300","0.023","39.5","07-MAY-18","Item Updated"
"a8k16000000fzpSAAQ","132050605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fziWAAQ","132070105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzR7AAI","132070605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzNUAAY","132081705223W300","0.03905","47.47","07-MAY-18","Item Updated"
"a8k16000000fzerAAA","132120605023W300","0.08316","0","07-MAY-18","Item Updated"
"a8k16000000fziIAAQ","132130605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzNhAAI","132160105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz81AAA","133040605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzlmAAA","133090105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzbWAAQ","133130605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fztFAAQ","133160105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzX1AAI","133162005223W300","0.03905","0","07-MAY-18","Item Updated"
"a8k16000000fzX2AAI","134162005223W300","0.03905","0","07-MAY-18","Item Updated"
"a8k16000000g0xDAAQ","141010605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzlYAAQ","141020605023W300","0.08316","0","07-MAY-18","Item Updated"
"a8k16000000g016AAA","141021105024W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fz82AAA","141040605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzH2AAI","141041904426W300","0.008","0","07-MAY-18","Item Updated"
"a8k16000000g28oAAA","141051504028W300","0.02878","10.12","07-MAY-18","Item Updated"
"a8k16000000fzH5AAI","141061904426W300","0.008","28.18","07-MAY-18","Item Updated"
"a8k16000000g0ImAAI","141062705126W302","0","0","07-MAY-18","Item Updated"
"a8k16000000fzR8AAI","141070605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g28cAAA","141080304028W300","0.03333","11.35","07-MAY-18","Item Updated"
"a8k16000000g28qAAA","141081604028W300","0.02395","17.12","07-MAY-18","Item Updated"
"a8k16000000fzlnAAA","141090105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g28eAAA","141100304028W300","0.00001","0","07-MAY-18","Item Updated"
"a8k16000000fzXjAAI","141100605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzKJAAY","141102004426W300","0.00386","44.69","07-MAY-18","Item Updated"
"a8k16000000g1ccAAA","141111606127W300","0","0","08-MAY-18","Item Updated"
"a8k16000000fzesAAA","141120605023W300","0.023","8.88","07-MAY-18","Item Updated"
"a8k16000000fxefAAA","141120704924W302","0","0","07-MAY-18","Item Updated"
"a8k16000000g28hAAA","141150304028W300","0.00001","5.8","07-MAY-18","Item Updated"
"a8k16000000g29qAAA","141153403928W302","0.05217","5.65","07-MAY-18","Item Updated"
"a8k16000000g120AAA","142010605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz83AAA","142040605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fxehAAA","142041304925W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fzloAAA","142090105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzb1AAA","142092905223W300","0.03905","27.87","07-MAY-18","Item Updated"
"a8k16000000fzXkAAI","142100605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fziJAAQ","142130605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz7qAAA","143020605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz7rAAA","150020605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz7sAAA","181020605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fziXAAQ","181070105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g0uFAAQ","191010104819W300","0.0095","623.47","08-MAY-18","Item Updated"
"a8k16000000fz3qAAA","191010605023W300","0.023","29.06","07-MAY-18","Item Updated"
"a8k16000000g1MSAAY","191010704722W300","0.04","22.52","07-MAY-18","Item Updated"
"a8k16000000g0BEAAY","191010705026W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g0JUAAY","191011304427W300","0.28286","0","07-MAY-18","Item Updated"
"a8k16000000fxj9AAA","191011304723W300","0.17348","10.71","07-MAY-18","Item Updated"
"a8k16000000fzi4AAA","191011304924W300","0.04181","65.93","08-MAY-18","Item Updated"
"a8k16000000fz2tAAA","191011605223W300","0.03905","173.67","07-MAY-18","Item Updated"
"a8k16000000g28ZAAQ","191011704028W302","0","0","07-MAY-18","Item Updated"
"a8k16000000fy3MAAQ","191012304723W300","0.14405","21.63","07-MAY-18","Item Updated"
"a8k16000000fzNPAAY","191013004426W300","0.09","41.54","07-MAY-18","Item Updated"
"a8k16000000g0xxAAA","191020104723W300","0","0","07-MAY-18","Item Updated"
"a8k16000000g10mAAA","191020104819W300","0.0095","194.55","08-MAY-18","Item Updated"
"a8k16000000fziPAAQ","191020105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fxlGAAQ","191020605024W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fxmwAAA","191020605026W300","0","11.14","07-MAY-18","Item Updated"
"a8k16000000g28jAAA","191021004028W300","0.00878","37.67","07-MAY-18","Item Updated"
"a8k16000000g0JVAAY","191021304427W300","0.132","0","07-MAY-18","Item Updated"
"a8k16000000g1IyAAI","191021305027W300","0","24.66","07-MAY-18","Item Updated"
"a8k16000000g28tAAA","191022104028W300","0.09375","2.7","07-MAY-18","Item Updated"
"a8k16000000fzBjAAI","191030105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g13iAAA","191030704923W300","0.04181","804.8","08-MAY-18","Item Updated"
"a8k16000000fzB2AAI","191030705323W300","0.03905","31.95","07-MAY-18","Item Updated"
"a8k16000000g0HsAAI","191031205027W300","0","46.12","07-MAY-18","Item Updated"
"a8k16000000g1J1AAI","191031305027W300","0","35.76","07-MAY-18","Item Updated"
"a8k16000000g0wfAAA","191031505124W300","0.0507","392.88","08-MAY-18","Item Updated"
"a8k16000000fz31AAA","191031605223W300","0.03905","17.81","07-MAY-18","Item Updated"
"a8k16000000fz7GAAQ","191031705223W300","0.03905","55.32","07-MAY-18","Item Updated"
"a8k16000000fzNDAAY","191032904426W300","0.002","32.07","07-MAY-18","Item Updated"
"a8k16000000g107AAA","191040104723W300","0","14.21","07-MAY-18","Item Updated"
"a8k16000000fxuyAAA","191040105027W300","0","11.94","07-MAY-18","Item Updated"
"a8k16000000g20HAAQ","191040404821W300","0.00872","643.32","07-MAY-18","Item Updated"
"a8k16000000fz7KAAQ","191040505323W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000fzpFAAQ","191040605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g1CJAAY","191040704923W300","0.04181","318.67","08-MAY-18","Item Updated"
"a8k16000000bm7XAAQ","191041604028W300","0.01068","16.07","07-MAY-18","Item Updated"
"a8k16000000fzHUAAY","191041705223W300","0.03905","8.18","07-MAY-18","Item Updated"
"a8k16000000fzbHAAQ","191041804923W302","0.04181","257.16","08-MAY-18","Item Updated"
"a8k16000000g1urAAA","191042704723W300","0","10.65","07-MAY-18","Item Updated"
"a8k16000000fzsoAAA","191043305223W300","0.03905","7.48","07-MAY-18","Item Updated"
"a8k16000000fxywAAA","191050105027W300","0","38.18","07-MAY-18","Item Updated"
"a8k16000000fz7LAAQ","191050505323W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000g0wKAAQ","191050705323W300","0.03905","437.46","07-MAY-18","Item Updated"
"a8k16000000bm7EAAQ","191051004028W300","0","8.56","07-MAY-18","Item Updated"
"a8k16000000g0x1AAA","191051405124W300","0.0507","318.99","08-MAY-18","Item Updated"
"a8k16000000g28RAAQ","191051504028W300","0.0355","9.69","07-MAY-18","Item Updated"
"a8k16000000fz36AAA","191051605223W300","0.03905","241.32","07-MAY-18","Item Updated"
"a8k16000000fzKYAAY","191051705223W300","0.03905","63.41","07-MAY-18","Item Updated"
"a8k16000000g20OAAQ","191051804923W300","0.04181","659.22","08-MAY-18","Item Updated"
"a8k16000000fzH3AAI","191051904426W300","0.008","20.87","07-MAY-18","Item Updated"
"a8k16000000g28UAAQ","191052904028W300","0.00189","4.6","07-MAY-18","Item Updated"
"a8k16000000fziSAAQ","191060105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g28bAAA","191060304028W300","0.00001","14.95","07-MAY-18","Item Updated"
"a8k16000000fzR0AAI","191060605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fxmxAAA","191060605026W300","0","6.35","07-MAY-18","Item Updated"
"a8k16000000fxVpAAI","191060704819W300","0.0116","1226.42","08-MAY-18","Item Updated"
"a8k16000000bm7YAAQ","191061604028W300","0.04396","8.07","07-MAY-18","Item Updated"
"a8k16000000fy3UAAQ","191062304723W300","0.152","0","07-MAY-18","Item Updated"
"a8k16000000g13AAAQ","191062404821W300","0.0241","871.82","08-MAY-18","Item Updated"
"a8k16000000g28VAAQ","191062904028W300","0.00001","18.62","07-MAY-18","Item Updated"
"a8k16000000fzbPAAQ","191070105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g1a9AAA","191070704722W300","0.03","33.38","07-MAY-18","Item Updated"
"a8k16000000g0DYAAY","191070705026W300","0","2.4","07-MAY-18","Item Updated"
"a8k16000000bm7FAAQ","191071004028W300","0.14063","1.75","07-MAY-18","Item Updated"
"a8k16000000g0LoAAI","191071304427W300","0.17651","16.22","07-MAY-18","Item Updated"
"a8k16000000bm7MAAQ","191071504028W300","0.04074","8.14","07-MAY-18","Item Updated"
"a8k16000000fz6JAAQ","191072004426W300","0.0515","51.06","07-MAY-18","Item Updated"
"a8k16000000g28TAAQ","191072104028W300","0.0273","19.68","07-MAY-18","Item Updated"
"a8k16000000bm6WAAQ","191072904028W300","0.02143","8.99","07-MAY-18","Item Updated"
"a8k16000000fzQSAAY","191073004426W300","0.008","10.84","07-MAY-18","Item Updated"
"a8k16000000g0vhAAA","191080105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzBbAAI","191080605023W300","0.023","4.64","07-MAY-18","Item Updated"
"a8k16000000g0DZAAY","191080705026W300","0","2.94","07-MAY-18","Item Updated"
"a8k16000000g1oPAAQ","191080705223W300","0.03905","132.78","07-MAY-18","Item Updated"
"a8k16000000g0LpAAI","191081304427W300","0.07658","28.83","07-MAY-18","Item Updated"
"a8k16000000fxnLAAQ","191081304723W300","0","17.58","07-MAY-18","Item Updated"
"a8k16000000fy72AAA","191082304723W300","0.11529","0","07-MAY-18","Item Updated"
"a8k16000000fzlpAAA","191090105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g1ItAAI","191090105027W300","0","33.8","07-MAY-18","Item Updated"
"a8k16000000g28dAAA","191090304028W300","0.00001","0","07-MAY-18","Item Updated"
"a8k16000000fzU9AAI","191090605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz7SAAQ","191090605323W300","0.03905","256.35","07-MAY-18","Item Updated"
"a8k16000000g1XvAAI","191090704722W300","0.06","27.08","07-MAY-18","Item Updated"
"a8k16000000fze9AAA","191090805223W300","0.03905","113.66","07-MAY-18","Item Updated"
"a8k16000000fzejAAA","191091204924W300","0.04181","0","08-MAY-18","Item Updated"
"a8k16000000fxzYAAQ","191091304723W300","0.0528","7.28","07-MAY-18","Item Updated"
"a8k16000000fzNeAAI","191091705223W300","0.03905","31.34","07-MAY-18","Item Updated"
"a8k16000000fy78AAA","191092304723W300","0.12","7.57","07-MAY-18","Item Updated"
"a8k16000000fzTAAAY","191092404427W300","0.0322","7.58","07-MAY-18","Item Updated"
"a8k16000000fzElAAI","191100105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000bm6tAAA","191100304028W300","0.17424","2.91","07-MAY-18","Item Updated"
"a8k16000000fzXlAAI","191100605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fxr4AAA","191100605026W300","0","37.64","07-MAY-18","Item Updated"
"a8k16000000g28rAAA","191101604028W300","0.02076","17.77","07-MAY-18","Item Updated"
"a8k16000000fzKKAAY","191102004426W300","0.09652","29.42","07-MAY-18","Item Updated"
"a8k16000000fzTnAAI","191102005223W300","0.03905","0","07-MAY-18","Item Updated"
"a8k16000000bm7nAAA","191102104028W300","0.00001","8.84","07-MAY-18","Item Updated"
"a8k16000000fzbNAAQ","191110605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fxVdAAI","191110704819W300","0.0116","442.76","08-MAY-18","Item Updated"
"a8k16000000g0yCAAQ","191110705023W300","0.023","106.79","07-MAY-18","Item Updated"
"a8k16000000g1oWAAQ","191113305223W300","0.03905","50.39","07-MAY-18","Item Updated"
"a8k16000000fy2rAAA","191120105027W300","0","38.99","07-MAY-18","Item Updated"
"a8k16000000fz7NAAQ","191120505323W300","0.03905","8.42","07-MAY-18","Item Updated"
"a8k16000000g29HAAQ","191121004028W300","0.00731","37.69","07-MAY-18","Item Updated"
"a8k16000000g297AAA","191122004028W300","0.00185","12.97","07-MAY-18","Item Updated"
"a8k16000000fy7CAAQ","191122304723W300","0","0","02-MAY-18","Item Updated"
"a8k16000000g0udAAA","191130104819W300","0.0095","610.12","08-MAY-18","Item Updated"
"a8k16000000fxnTAAQ","191131304723W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fzDxAAI","191131704426W300","0.002","44.56","07-MAY-18","Item Updated"
"a8k16000000g29oAAA","191132004028W300","0.00001","17.56","07-MAY-18","Item Updated"
"a8k16000000g0HrAAI","191140105027W300","0","44.94","07-MAY-18","Item Updated"
"a8k16000000g13kAAA","191140604923W300","0.04181","223.55","08-MAY-18","Item Updated"
"a8k16000000fziKAAQ","191140605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g1u2AAA","191140704426W300","0.065","0","07-MAY-18","Item Updated"
"a8k16000000fzEeAAI","191142305324W300","0.0172","155.29","08-MAY-18","Item Updated"
"a8k16000000g0u3AAA","191142504927W300","0.0023","36.25","07-MAY-18","Item Updated"
"a8k16000000fz3MAAQ","191143305223W300","0.03905","35.78","07-MAY-18","Item Updated"
"a8k16000000fzBgAAI","191150605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzN8AAI","191152004426W300","0.008","25.14","07-MAY-18","Item Updated"
"a8k16000000fyAqAAI","191152304723W300","0.076","6.2","07-MAY-18","Item Updated"
"a8k16000000g1mkAAA","191152305324W300","0.0172","377","08-MAY-18","Item Updated"
"a8k16000000fxiwAAA","191153104926W300","0","6.35","07-MAY-18","Item Updated"
"a8k16000000g0uUAAQ","191153604719W300","0.0095","553.86","08-MAY-18","Item Updated"
"a8k16000000g28nAAA","191160904028W300","0.02143","11.54","07-MAY-18","Item Updated"
"a8k16000000fzT6AAI","191161304427W300","0.19","0","07-MAY-18","Item Updated"
"a8k16000000fy3IAAQ","191161304723W300","0.06","9.04","07-MAY-18","Item Updated"
"a8k16000000g28sAAA","191161604028W300","0.02062","17.41","07-MAY-18","Item Updated"
"a8k16000000g1CYAAY","191161905122W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fzHiAAI","191162705324W300","0.034","0","08-MAY-18","Item Updated"
"a8k16000000fztPAAQ","191163104923W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fxZhAAI","191163305224W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fxZiAAI","191163305224W302","0","0","07-MAY-18","Item Updated"
"a8k16000000g0xtAAA","192010104723W300","0","14.45","07-MAY-18","Item Updated"
"a8k16000000g0uGAAQ","192010104819W300","0","0","08-MAY-18","Item Updated"
"a8k16000000fz3aAAA","192010105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzXJAAY","192010404821W300","0.00872","0","07-MAY-18","Item Updated"
"a8k16000000fz3rAAA","192010605023W300","0.023","46.8","07-MAY-18","Item Updated"
"a8k16000000fxmrAAA","192010605026W300","0","6.35","07-MAY-18","Item Updated"
"a8k16000000g1OiAAI","192010704722W300","0.01202","18.08","07-MAY-18","Item Updated"
"a8k16000000g0BFAAY","192010705026W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fxjAAAQ","192011304723W300","0.07022","12.77","07-MAY-18","Item Updated"
"a8k16000000fzi5AAA","192011304924W302","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000fz2uAAA","192011605223W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000fz75AAA","192011705223W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000g0uWAAQ","192020104819W300","0","0","08-MAY-18","Item Updated"
"a8k16000000fz3fAAA","192020105024W300","0.08316","0","07-MAY-18","Item Updated"
"a8k16000000g20CAAQ","192020404821W300","0.00872","712.29","07-MAY-18","Item Updated"
"a8k16000000g1wfAAA","192021705223W300","0.03905","146.01","07-MAY-18","Item Updated"
"a8k16000000bm5uAAA","192022004028W300","0.02768","10.84","07-MAY-18","Item Updated"
"a8k16000000g12YAAQ","192022404821W300","0.0241","0","08-MAY-18","Item Updated"
"a8k16000000fzBkAAI","192030105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g20EAAQ","192030404821W300","0.00872","514.08","07-MAY-18","Item Updated"
"a8k16000000fz7tAAA","192030605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g13jAAA","192030704923W300","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fzB3AAI","192030705323W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000g0wgAAA","192031505124W300","0.0507","351.12","08-MAY-18","Item Updated"
"a8k16000000fz32AAA","192031605223W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000fz7HAAQ","192031705223W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000g28SAAQ","192032104028W300","0.04233","16.7","07-MAY-18","Item Updated"
"a8k16000000g1xXAAQ","192040404821W300","0.00872","0","07-MAY-18","Item Updated"
"a8k16000000fzpGAAQ","192040605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000g1CKAAY","192040704923W300","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fzbIAAQ","192041804923W302","0.04181","186.61","08-MAY-18","Item Updated"
"a8k16000000g0wOAAQ","192050705323W300","0.03905","850.13","07-MAY-18","Item Updated"
"a8k16000000g0x2AAA","192051405124W300","0.005","0","08-MAY-18","Item Updated"
"a8k16000000fz37AAA","192051605223W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000fzKZAAY","192051705223W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000g20PAAQ","192051804923W300","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000fzt0AAA","192060605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fxVqAAI","192060704819W300","0","0","08-MAY-18","Item Updated"
"a8k16000000fz3XAAQ","192060705023W300","0.041","0","07-MAY-18","Item Updated"
"a8k16000000g29LAAQ","192061504028W300","0.03947","10.19","07-MAY-18","Item Updated"
"a8k16000000g12PAAQ","192062404821W300","0","0","08-MAY-18","Item Updated"
"a8k16000000fzbQAAQ","192070105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzBaAAI","192070605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fxmzAAA","192070605026W300","0","19.08","07-MAY-18","Item Updated"
"a8k16000000bm67AAA","192072004028W300","0.01166","0","07-MAY-18","Item Updated"
"a8k16000000g29AAAQ","192072104028W300","0.04819","4.88","07-MAY-18","Item Updated"
"a8k16000000bm6XAAQ","192072904028W300","0.01389","14.73","07-MAY-18","Item Updated"
"a8k16000000fz7oAAA","192080105024W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fzBcAAI","192080605023W300","0.023","0.48","07-MAY-18","Item Updated"
"a8k16000000fz7QAAQ","192080605323W300","0.03905","46.8","07-MAY-18","Item Updated"
"a8k16000000g1ObAAI","192080704722W300","0.04","25.4","07-MAY-18","Item Updated"
"a8k16000000g0DaAAI","192080705026W300","0","23.88","07-MAY-18","Item Updated"
"a8k16000000g1oOAAQ","192080705223W300","0.03905","0","07-MAY-18","Item Updated"
"a8k16000000fxnMAAQ","192081304723W300","0.25","0","07-MAY-18","Item Updated"
"a8k16000000fzNXAAY","192081705223W300","0.03905","32.13","07-MAY-18","Item Updated"
"a8k16000000g1CmAAI","192081905122W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fy73AAA","192082304723W300","0.1","0","07-MAY-18","Item Updated"
"a8k16000000fzlHAAQ","192083205223W300","0.03905","0","07-MAY-18","Item Updated"
"a8k16000000g29EAAQ","192090304028W300","0.01339","14.38","07-MAY-18","Item Updated"
"a8k16000000fzUAAAY","192090605023W300","0.023","0","07-MAY-18","Item Updated"
"a8k16000000fz7TAAQ","192090605323W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000g1OaAAI","192090704722W300","0.076","14.65","07-MAY-18","Item Updated"
"a8k16000000fzekAAA","192091204924W300","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fy3FAAQ","192091304723W300","0.16727","2.07","07-MAY-18","Item Updated"
"a8k16000000fzQbAAI","192091705223W300","0.03627","0","07-MAY-18","Item Updated"
"a8k16000000g1CdAAI","192091905122W300","0","0","07-MAY-18","Item Updated"
"a8k16000000fy79AAA","192092304723W300","0.15187","18.15","07-MAY-18","Item Updated"
"a8k16000000g1GkAAI","192092504927W300","0","46.34","07-MAY-18","Item Updated"
