"ID","NAME","EXTERNAL ID","DATA CENTER","STATUS"
"a9K1L000000GmxcUAC","CGAVCSAP01","CGAVCSAP01","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxdUAC","CGAVCVDI01","CGAVCVDI01","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxeUAC","CGAVDICB01","CGAVDICB01","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxfUAC","CGAVDICB02","CGAVDICB02","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxgUAC","CGAVDISRM01","CGAVDISRM01","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxhUAC","CGAVDIVRA01","CGAVDIVRA01","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxiUAC","CGAVDIVRA02","CGAVDIVRA02","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxjUAC","CGAVIDM02","CGAVIDM02","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxkUAC","CGAVMCONV01","CGAVMCONV01","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxlUAC","CGAVROPS01","CGAVROPS01","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxmUAC","CGAVROPS02","CGAVROPS02","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxnUAC","CGAVUMMGT01","CGAVUMMGT01","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GoC1UAK","CGAVUMPRD01","CGAVUMPRD01","Rogers Airdrie - New Data Center","Item Created"
"a9K1L000000GmxoUAC","CGAVUMSAP01","CGAVUMSAP01","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GmxpUAC","CGAVUMVDI01","CGAVUMVDI01","Rogers Airdrie - New Data Center","Item Updated"
"a9K1L000000GoC2UAK","CGAWCOMSQL002PD","CGAWCOMSQL002PD","Rogers Airdrie - New Data Center","Item Created"
"a9K1L000000GmxqUAC","CGCADMIN001NP","CGCADMIN001NP","","Item Updated"
"a9K1L000000GmxrUAC","CGCADMIN001PD","CGCADMIN001PD","","Item Updated"
"a9K1L000000GmxsUAC","CGCAPP1000TS","CGCAPP1000TS","","Item Updated"
"a9K1L000000GmxtUAC","CGCAPP1001TS","CGCAPP1001TS","","Item Updated"
"a9K1L000000GmxuUAC","CGCAPP1002DV","CGCAPP1002DV","","Item Updated"
