"ID","WELL_LOCATION","SUM(TX.VOLUME)","STATUS"
"a8k1L000000Kyp6QAC","111132305028W303","2.09616","Item Updated"
"a8k1L0000004C9jQAE","101110104828W302","2.1","Item Updated"
"a8k1L000000KyrrQAC","100111205005W400","3.2016","Item Updated"
"a8k16000000g07SAAQ","1C0061904704W400","1.17","Item Updated"
"a8k16000000g04TAAQ","1C0071804704W400","1.17","Item Updated"
"a8k16000000g0V2AAI","1C0073004704W400","1.17","Item Updated"
"a8k16000000g04VAAQ","1C0081804704W400","1.17","Item Updated"
"a8k16000000g0V5AAI","1C0103004704W400","1.17","Item Updated"
"a8k16000000g0rJAAQ","1C0121704704W400","1.17","Item Updated"
"a8k16000000g0MqAAI","100042004704W400","1.17","Item Updated"
"a8k16000000g0rUAAQ","100061804704W400","1.17","Item Updated"
"a8k16000000g0gDAAQ","100062104704W400","1.17","Item Updated"
"a8k16000000g04UAAQ","100081804704W400","1.17","Item Updated"
"a8k16000000g04XAAQ","100101804704W400","1.17","Item Updated"
"a8k16000000g0gFAAQ","102042904704W400","1.17","Item Updated"
"a8k16000000g0asAAA","1A0121904704W400","1.17","Item Updated"
"a8k16000000g04cAAA","1B0131804704W400","1.17","Item Updated"
"a8k16000000g0MkAAI","102120904606W400","1.2","Item Updated"
"a8k16000000g0HDAAY","1B0040404606W400","1.2","Item Updated"
"a8k16000000g0MhAAI","1B0050904606W400","1.2","Item Updated"
"a8k16000000g0aEAAQ","1B0113204506W400","1.2","Item Updated"
"a8k16000000g0MaAAI","1B0150504606W400","1.2","Item Updated"
"a8k16000000g0MfAAI","1D0030904606W400","1.2","Item Updated"
"a8k16000000fzvHAAQ","1D0033204506W400","1.2","Item Updated"
"a8k16000000g0NxAAI","100143504404W400","2.4","Item Updated"
"a8k16000000fymCAAQ","100062404902W400","2.1","Item Updated"
"a8k16000000g1LTAAY","100072205406W400","3.2024","Item Updated"
"a8k16000000g0SsAAI","111142304427W300","2.09584","Item Updated"
"a8k16000000fytDAAQ","100012005201W400","0","Item Updated"
"a8k16000000fyhhAAA","100033404802W400","2.4008","Item Updated"
"a8k16000000fzItAAI","111071705122W300","3.11568","Item Updated"
"a8k16000000fxlkAAA","141090705025W300","2.09584","Item Updated"
"a8k16000000fzdHAAQ","111132705022W300","0","Item Updated"
"a8k16000000fxtIAAQ","111061604922W300","1.4","Item Updated"
"a8k16000000fz60AAA","121072404920W300","2.8056","Item Updated"
"a8k16000000fyNlAAI","101040504922W300","2.4","Item Updated"
"a8k16000000fyX2AAI","111111904922W300","1.3984","Item Updated"
"a8k16000000fzcnAAA","111022105020W300","3.2","Item Updated"
"a8k16000000fxhLAAQ","111132504923W300","0","Item Updated"
"a8k16000000fxh3AAA","111132704822W300","0","Item Updated"
"a8k16000000g03nAAA","111010204728W300","2.39712","Item Updated"
"a8k16000000g0dAAAQ","111012504628W300","2.09664","Item Updated"
"a8k16000000g0PsAAI","111032004627W302","2.09504","Item Updated"
"a8k16000000fzYqAAI","111090105121W300","0.8","Item Updated"
"a8k16000000g0tiAAA","131023104727W302","2.09328","Item Updated"
"a8k16000000fxcXAAQ","111011705024W302","1.3984","Item Updated"
"a8k16000000fzgdAAA","111032505020W300","2.8","Item Updated"
"a8k16000000g02lAAA","101141305228W300","2.4","Item Updated"
"a8k16000000g0SaAAI","111051505127W302","1.39952","Item Updated"
"a8k16000000g0CaAAI","111143005027W302","1.39952","Item Updated"
"a8k16000000g0IwAAI","121070305127W300","1.39952","Item Updated"
"a8k16000000fy83AAA","111103304922W300","0","Item Updated"
"a8k16000000fyTEAAY","112053504924W303","0","Item Updated"
"a8k16000000fxxCAAQ","111081704922W300","1.4","Item Updated"
"a8k16000000fy7NAAQ","111051005123W300","0","Item Updated"
"a8k16000000fz0ZAAQ","111082705021W300","3.2","Item Updated"
"a8k16000000g02aAAA","192042705125W300","2.09968","Item Updated"
"a8k16000000fyRbAAI","111112105024W300","0","Item Updated"
"a8k16000000fxehAAA","142041304925W300","0","Item Updated"
"a8k16000000g0aiAAA","1C0021704704W400","1.17","Item Updated"
"a8k16000000fzEHAAY","101052304826W300","1.3944","Item Updated"
"a8k16000000fyWvAAI","111031904922W300","1.19872","Item Updated"
"a8k16000000fy3kAAA","111100305123W300","2.39944","Item Updated"
"a8k16000000fxeRAAQ","111082404923W302","2.09712","Item Updated"
"a8k16000000fycJAAQ","100041705406W400","0","Item Updated"
"a8k16000000fyM2AAI","111131805124W303","3.2","Item Updated"
"a8k16000000g1PsAAI","111081304626W303","0","Item Updated"
"a8k16000000g0TIAAY","111061304828W300","2.09504","Item Updated"
"a8k16000000fzvnAAA","100142904906W400","4.1904","Item Updated"
"a8k16000000fzvtAAA","102103004906W400","4.1904","Item Updated"
"a8k16000000g0QvAAI","100131604906W400","4.1904","Item Updated"
"a8k16000000fzJKAAY","111031205224W300","1.3944","Item Updated"
"a8k16000000g0lqAAA","100022104906W400","4.1904","Item Updated"
"a8k16000000g0JSAAY","111131104427W300","2.79424","Item Updated"
"a8k16000000g0taAAA","111162804727W300","2.09616","Item Updated"
"a8k16000000fyJbAAI","111010404922W303","1.5992","Item Updated"
"a8k16000000g0hYAAQ","100160504806W400","0.8","Item Updated"
"a8k16000000g0jbAAA","111070904825W300","2.58872","Item Updated"
"a8k16000000fxjWAAQ","101113104922W300","1.5462","Item Updated"
"a8k16000000fznwAAA","111143405022W304","3.4936","Item Updated"
"a8k16000000g0tMAAQ","122072504828W300","2.1","Item Updated"
"a8k16000000fy18AAA","101091304923W300","0","Item Updated"
"a8k16000000g0PEAAY","131062004427W300","0.79872","Item Updated"
"a8k16000000fyL4AAI","141080204928W300","2.0968","Item Updated"
"a8k16000000fzo7AAA","121161104627W300","0","Item Updated"
"a8k16000000fy54AAA","111050404927W300","2.0936","Item Updated"
"a8k16000000fxxgAAA","101153504828W304","2.3944","Item Updated"
"a8k16000000g0JUAAY","191011304427W300","4.89664","Item Updated"
"a8k16000000g0SRAAY","111071105227W300","2.3416","Item Updated"
"a8k16000000fxnZAAQ","111143104922W300","1.3944","Item Updated"
"a8k16000000fxkVAAQ","101033504923W300","1.3205","Item Updated"
"a8k16000000fyeWAAQ","100082504802W400","12.0608","Item Updated"
"a8k16000000fyo2AAA","100101805006W400","4.2919","Item Updated"
"a8k16000000fzZKAAY","111121705019W302","2.57262","Item Updated"
"a8k16000000g03kAAA","121033404727W300","0.79872","Item Updated"
"a8k16000000fy11AAA","111022304922W303","1.3992","Item Updated"
"a8k16000000g0pIAAQ","100110705302W400","2.39872","Item Updated"
"a8k16000000fy0TAAQ","121062104922W300","2.39648","Item Updated"
"a8k16000000g0t9AAA","111060705024W303","1.60512","Item Updated"
"a8k16000000fxiAAAQ","111091605225W300","2.092","Item Updated"
"a8k16000000fxfUAAQ","111160705225W300","1.3944","Item Updated"
"a8k16000000fzHNAAY","191143204826W303","0","Item Updated"
"a8k16000000fyz3AAA","100020105101W400","2.1008","Item Updated"
"a8k16000000fzVZAAY","111061705019W300","2.57262","Item Updated"
"a8k16000000fzVUAAY","111021705019W300","2.57262","Item Updated"
"a8k16000000fzJbAAI","111090904920W302","0","Item Updated"
"a8k16000000g0hoAAA","100090104501W400","0","Item Updated"
"a8k16000000fxXvAAI","111163305125W300","2.3984","Item Updated"
"a8k16000000g0ZoAAI","102120705305W400","0","Item Updated"
"a8k16000000g0qsAAA","100041805405W402","2.1008","Item Updated"
"a8k16000000fykZAAQ","100051005005W400","3.2","Item Updated"
"a8k16000000fyfrAAA","102122305406W400","0","Item Updated"
"a8k16000000fzVaAAI","111071705019W300","2.57262","Item Updated"
"a8k16000000fznTAAQ","111082505125W300","1.5984","Item Updated"
"a8k16000000g0LDAAY","111141405125W303","2.38","Item Updated"
"a8k16000000g0lxAAA","100022904906W400","4.1904","Item Updated"
"a8k16000000g0YuAAI","100031505207W403","2.4","Item Updated"
"a8k16000000fxcKAAQ","101080205225W300","1.3952","Item Updated"
"a8k16000000fzwhAAA","100053104605W400","1.8976","Item Updated"
"a8k16000000fybqAAA","100093204902W400","0","Item Updated"
"a8k16000000fyxAAAQ","102133004803W400","2.1008","Item Updated"
"a8k16000000g1zhAAA","191053204723W300","0","Item Updated"
"a8k16000000fznrAAA","112123405022W300","0","Item Updated"
"a8k16000000g0QSAAY","100072004704W400","1.17","Item Updated"
"a8k16000000g0RTAAY","102052104704W400","1.17","Item Updated"
"a8k16000000g1qvAAA","194162204723W300","0","Item Updated"
"a8k16000000g1wLAAQ","111060204921W300","2.09712","Item Updated"
"a8k16000000g1QPAAY","100072105305W400","2.4016","Item Updated"
"a8k16000000g1vTAAQ","194013505120W300","0","Item Updated"
"a8k16000000g1EtAAI","111162804924W302","2.09328","Item Updated"
"a8k16000000g20lAAA","111023305020W302","2.1","Item Updated"
"a8k16000000g1P3AAI","101122704923W300","2.098","Item Updated"
"a8k16000000g1BoAAI","100052305006W400","2.0841","Item Updated"
"a8k16000000g1LcAAI","100052704802W402","0","Item Updated"
"a8k16000000g1mpAAA","191092505123W300","0","Item Updated"
"a8k16000000g0vQAAQ","192031504822W300","1.6","Item Updated"
"a8k16000000g0v5AAA","111011905024W304","3.204","Item Updated"
"a8k16000000g1evAAA","102112504701W400","0","Item Updated"
"a8k16000000g0U3AAI","111011704827W300","2.09568","Item Updated"
"a8k16000000g1a6AAA","111113305020W300","1.4","Item Updated"
"a8k16000000g1HPAAY","193163505120W300","2.1","Item Updated"
"a8k16000000g1FFAAY","102102205207W400","2.1672","Item Updated"
"a8k16000000g1nOAAQ","100103505005W400","0.8","Item Updated"
"a8k16000000g0BZAAY","102093504701W400","0.3","Item Updated"
"a8k16000000fylNAAQ","100043404906W400","0.7032","Item Updated"
"a8k16000000g19qAAA","111033005227W300","0","Item Updated"
"a8k16000000g0BXAAY","100083504701W400","1.4248","Item Updated"
"a8k16000000fz5wAAA","101042404920W300","1.4","Item Updated"
"a8k16000000g1nMAAQ","101022705226W302","2.4","Item Updated"
"a8k16000000g1TcAAI","100151305302W400","3.19824","Item Updated"
"a8k16000000fxUGAAY","141031304925W302","1.4","Item Updated"
"a8k16000000g1r3AAA","105011205204W400","1.9886","Item Updated"
"a8k16000000g21xAAA","111110504925W304","3.2","Item Updated"
"a8k16000000g1C9AAI","100140705406W402","0","Item Updated"
"a8k16000000fxUiAAI","100082105101W403","2.3016","Item Updated"
"a8k16000000g1yYAAQ","191123405026W300","0","Item Updated"
"a8k16000000g1uaAAA","111031604922W302","0","Item Updated"
"a8k16000000g1DOAAY","111071005123W302","0","Item Updated"
"a8k16000000g12tAAA","111072404923W300","2.1","Item Updated"
"a8k16000000g1DKAAY","100023304802W402","0","Item Updated"
"a8k16000000g13yAAA","103063105306W400","0","Item Updated"
"a8k16000000fxhHAAQ","111062504923W300","2.09864","Item Updated"
"a8k16000000g285AAA","100010107825W400","2.8","Item Updated"
"a8k16000000g29nAAA","111150704525W302","6.9888","Item Updated"
"a8k16000000k9cBAAQ","111112705022W302","2.09424","Item Updated"
"a8k1L000000KyqkQAC","100161704806W403","0","Item Updated"
"a8k1L000000KypQQAS","191032305028W302","1.39329","Item Updated"
"a8k1L000000KysUQAS","112123504924W303","2.79328","Item Updated"
"a8k1L0000004C9QQAU","111160905022W302","1.3996","Item Updated"
"a8k1L000000KytcQAC","100011304701W402","0","Item Updated"
"a8k16000000g0UtAAI","100033004704W400","1.17","Item Updated"
"a8k16000000g0aYAAQ","100051604704W400","1.17","Item Updated"
"a8k16000000g07QAAQ","100051904704W400","1.17","Item Updated"
"a8k16000000g0g9AAA","100152004704W400","1.17","Item Updated"
"a8k16000000g0rPAAQ","100161704704W400","1.17","Item Updated"
"a8k16000000g0V1AAI","1B0073004704W400","1.17","Item Updated"
"a8k16000000g0QOAAY","1C0052004704W400","1.17","Item Updated"
"a8k16000000fzvOAAQ","1D0073204506W400","1.2","Item Updated"
"a8k16000000g0JqAAI","1D0080504606W400","1.2","Item Updated"
"a8k16000000g0aFAAQ","1D0113204506W400","1.2","Item Updated"
"a8k16000000g0O1AAI","100060504504W400","0.7","Item Updated"
"a8k16000000g0O3AAI","100140504504W400","2.09328","Item Updated"
"a8k16000000fzW9AAI","111090704625W300","2.4","Item Updated"
"a8k16000000g29OAAQ","100111905105W402","0","Item Updated"
"a8k16000000fyxtAAA","100011305301W400","2.09584","Item Updated"
"a8k16000000g0eMAAQ","100013605303W400","2.09504","Item Updated"
"a8k16000000g0qTAAQ","100032305302W400","0","Item Updated"
"a8k16000000fyxnAAA","100091205301W400","2.7896","Item Updated"
"a8k16000000g0fOAAQ","100110305302W400","2.5984","Item Updated"
"a8k16000000fyfIAAQ","100031204801W402","2.1008","Item Updated"
"a8k16000000fy5OAAQ","141051404927W300","2.09328","Item Updated"
"a8k16000000fzLkAAI","111021905122W300","0","Item Updated"
"a8k16000000g0SCAAY","111062504925W300","2.09712","Item Updated"
"a8k16000000g1EoAAI","111061705223W302","2.09968","Item Updated"
"a8k16000000fzOtAAI","111101305123W300","0","Item Updated"
"a8k16000000fxTYAAY","111101705223W302","2.4","Item Updated"
"a8k16000000fzo0AAA","111163405022W302","1.3976","Item Updated"
"a8k1L0000004CBBQA2","111112105022W302","2.79488","Item Updated"
"a8k16000000g0uSAAQ","131031705223W302","2.39984","Item Updated"
"a8k16000000fzPWAAY","111052404920W300","2.1024","Item Updated"
"a8k16000000g0cWAAQ","111150405024W300","3.2","Item Updated"
"a8k16000000fyKBAAY","111070905022W300","1.396","Item Updated"
"a8k16000000fyWtAAI","111071804922W300","2.1","Item Updated"
"a8k16000000fxsAAAQ","111090304922W302","2.4","Item Updated"
"a8k16000000fyScAAI","111090704922W300","1.69","Item Updated"
"a8k16000000fyNKAAY","111012704822W303","1.6","Item Updated"
"a8k16000000fz8ZAAQ","111020205020W300","3.2","Item Updated"
"a8k16000000fxaqAAA","111122204923W300","0.80024","Item Updated"
"a8k16000000fxeMAAQ","111122304923W300","2.79696","Item Updated"
"a8k16000000fyXAAAY","111143004922W300","2.3448","Item Updated"
"a8k16000000fySiAAI","111150704922W300","1.6","Item Updated"
"a8k16000000fxeYAAQ","111152404923W300","0.6992","Item Updated"
"a8k16000000g039AAA","111052904827W303","1.3952","Item Updated"
"a8k16000000g03FAAQ","111122904827W303","2.09328","Item Updated"
"a8k16000000g03UAAQ","191031704627W300","2.09872","Item Updated"
"a8k16000000g05zAAA","111020605326W300","3.2","Item Updated"
"a8k16000000fxXkAAI","111143105027W302","1.39952","Item Updated"
"a8k16000000fyFJAAY","111031504822W300","1.4","Item Updated"
"a8k16000000fyKIAAY","111121004821W303","0","Item Updated"
"a8k16000000fyOVAAY","111121704821W303","2.8","Item Updated"
"a8k16000000g0EPAAY","111093305027W302","1.39952","Item Updated"
"a8k16000000g0SfAAI","113150105128W300","1.39952","Item Updated"
"a8k16000000fxvtAAA","111010605022W300","1.3952","Item Updated"
"a8k16000000fxZcAAI","101070505223W300","2.79888","Item Updated"
"a8k16000000fxm8AAA","191140105128W300","2.09712","Item Updated"
"a8k16000000fyvOAAQ","100042105201W400","0","Item Updated"
"a8k16000000fxaQAAQ","112111204822W300","1.55","Item Updated"
"a8k16000000g0NtAAI","100133204404W400","0.7","Item Updated"
"a8k16000000g0fQAAQ","100020405302W400","2.39936","Item Updated"
"a8k16000000g069AAA","111120105025W300","0","Item Updated"
"a8k16000000g0WMAAY","121093104924W302","0","Item Updated"
"a8k16000000g0r0AAA","100162005405W400","0.8032","Item Updated"
"a8k16000000fxrGAAQ","111030705125W302","0.804","Item Updated"
"a8k16000000g0aeAAA","100121604704W400","1.17","Item Updated"
"a8k16000000fy3dAAA","111110205123W300","1.3952","Item Updated"
"a8k16000000g0oaAAA","131022404828W303","0","Item Updated"
"a8k16000000fyyGAAQ","100102704802W400","0","Item Updated"
"a8k16000000g06zAAA","111131304728W302","2.096","Item Updated"
"a8k16000000fzODAAY","100090104304W400","1.92","Item Updated"
"a8k16000000fzOEAAY","100110104304W400","1.92","Item Updated"
"a8k16000000fzRAAAY","100120104304W400","1.92","Item Updated"
"a8k16000000fz8PAAQ","111120705019W300","1.39944","Item Updated"
"a8k16000000fylfAAA","100063505306W400","2.4008","Item Updated"
"a8k16000000g0IyAAI","121070305127W303","1.39952","Item Updated"
"a8k16000000g0i1AAA","102031604501W400","0","Item Updated"
"a8k16000000fyLOAAY","191062604928W300","0.93","Item Updated"
"a8k16000000fyl6AAA","102122405001W400","2.1","Item Updated"
"a8k16000000fzCuAAI","111070905122W304","3.1968","Item Updated"
"a8k16000000fy94AAA","111131504927W300","2.09776","Item Updated"
"a8k16000000fy3YAAQ","111070205123W300","1.3976","Item Updated"
"a8k16000000fxjQAAQ","111033104922W300","2.10016","Item Updated"
"a8k16000000fyODAAY","111051005022W303","2.09568","Item Updated"
"a8k16000000fzzSAAQ","111061604627W300","0","Item Updated"
"a8k16000000fyIYAAY","112132705126W302","2.200874","Item Updated"
"a8k16000000fyNmAAI","111050504922W303","2.09","Item Updated"
"a8k16000000g0UPAAY","100011904906W400","4.1904","Item Updated"
"a8k16000000g0UUAAY","100091904906W400","4.1904","Item Updated"
"a8k16000000fzTGAAY","111121904427W300","0","Item Updated"
"a8k16000000fynzAAA","100061805006W400","4.2919","Item Updated"
"a8k16000000fxd2AAA","191052005125W303","2.1","Item Updated"
"a8k16000000fyYmAAI","100151105103W400","0.3","Item Updated"
"a8k16000000fyq1AAA","100071305007W400","4.2919","Item Updated"
"a8k16000000fyq3AAA","100081305007W400","4.2919","Item Updated"
"a8k16000000fys5AAA","100112405007W400","4.2919","Item Updated"
"a8k16000000g0TAAAY","121041104828W300","0","Item Updated"
"a8k16000000fy9HAAQ","121051604927W300","2.0948","Item Updated"
"a8k16000000g06eAAA","131011804627W300","0.7","Item Updated"
"a8k16000000fzzWAAQ","141071604627W300","1.40608","Item Updated"
"a8k16000000fyPeAAI","121100905027W300","2.4","Item Updated"
"a8k16000000g0kkAAA","108052105207W400","2.4252","Item Updated"
"a8k16000000g0BWAAY","100162104701W400","1.80245","Item Updated"
"a8k16000000g01EAAQ","100080104706W400","0","Item Updated"
"a8k16000000fyHCAAY","141102704927W300","2.09424","Item Updated"
"a8k16000000g0luAAA","100102104906W400","2.8","Item Updated"
"a8k16000000g0LxAAI","111011504427W300","2.79568","Item Updated"
"a8k16000000fxtLAAQ","101081604922W303","2.4","Item Updated"
"a8k16000000fzJOAAY","121131904919W300","1.39984","Item Updated"
"a8k16000000fybzAAA","102150605203W400","2.1024","Item Updated"
"a8k16000000g0JPAAY","191041804426W300","4.89664","Item Updated"
"a8k16000000fzcBAAQ","111060705222W300","0","Item Updated"
"a8k16000000fyuYAAQ","100090105101W400","2.1008","Item Updated"
"a8k16000000fzoYAAQ","111012704527W300","2.09856","Item Updated"
"a8k16000000fzPQAAY","141102104920W300","2.1","Item Updated"
"a8k16000000fyWgAAI","141120104822W300","2.1","Item Updated"
"a8k16000000fxcOAAQ","111070505225W300","2.39328","Item Updated"
"a8k16000000fyeXAAQ","100092504802W400","12.0608","Item Updated"
"a8k16000000fyUyAAI","111073505126W302","3.2","Item Updated"
"a8k16000000fzVcAAI","111111705019W302","2.57262","Item Updated"
"a8k16000000g0nPAAQ","100090204601W400","0","Item Updated"
"a8k16000000fyhjAAA","102033504802W400","0","Item Updated"
"a8k16000000g0q6AAA","102023205207W400","2.1","Item Updated"
"a8k16000000fzrVAAQ","111030105122W300","2.1","Item Updated"
"a8k16000000fy1hAAA","131031104927W300","2.0996","Item Updated"
"a8k16000000fylFAAQ","100151005207W400","2.1008","Item Updated"
"a8k16000000fygUAAQ","100113304802W400","0.8064","Item Updated"
"a8k16000000g0elAAA","102011605207W400","2.1096","Item Updated"
"a8k16000000fyntAAA","100021805006W400","0","Item Updated"
"a8k16000000fyVoAAI","111060905122W302","2.79888","Item Updated"
"a8k16000000fyqaAAA","100062305006W400","2.4008","Item Updated"
"a8k16000000g0BYAAY","100093504701W400","0","Item Updated"
"a8k16000000fzLgAAI","111141105120W300","4.1984","Item Updated"
"a8k16000000fzuFAAQ","106033205207W400","2.0908","Item Updated"
"a8k16000000fyRsAAI","111112704822W302","0.7","Item Updated"
"a8k16000000fyx6AAA","102073605107W400","0","Item Updated"
"a8k16000000fxtqAAA","112071405026W302","2.0952","Item Updated"
"a8k16000000fyOEAAY","111061005022W300","0.10008","Item Updated"
"a8k16000000g0YpAAI","104111005207W400","0","Item Updated"
"a8k16000000g0YzAAI","105041505207W400","2.5934","Item Updated"
"a8k16000000g0eeAAA","106041505207W400","1.8516","Item Updated"
"a8k16000000g0nZAAQ","100091504601W400","0","Item Updated"
"a8k16000000fxvrAAA","111030505022W300","2.0968","Item Updated"
"a8k16000000fxfdAAA","111091705024W304","0","Item Updated"
"a8k16000000fznRAAQ","111063105124W300","3.1756","Item Updated"
"a8k16000000g1ziAAA","191123104723W300","2.79888","Item Updated"
"a8k16000000fzcRAAQ","131111505223W300","0","Item Updated"
"a8k16000000g1qPAAQ","103010605204W400","2.1016","Item Updated"
"a8k16000000fzwfAAA","100033104605W400","2.09504","Item Updated"
"a8k16000000fxajAAA","111062204923W300","2.0988","Item Updated"
"a8k16000000g1IOAAY","131112704822W303","2.1","Item Updated"
"a8k16000000g21HAAQ","111061904922W303","2.0988","Item Updated"
"a8k16000000g21GAAQ","111152704822W302","0.7","Item Updated"
"a8k16000000fzV1AAI","191163505120W300","2.1","Item Updated"
"a8k16000000g1sDAAQ","100030404902W402","3.2064","Item Updated"
"a8k16000000fzcEAAQ","111110705222W300","0","Item Updated"
"a8k16000000fzuxAAA","102072105405W400","2.4052","Item Updated"
"a8k16000000g11yAAA","100152304806W400","1.93814","Item Updated"
"a8k16000000g1qLAAQ","100031505302W400","2.1704","Item Updated"
"a8k16000000g0xLAAQ","191030904919W303","0","Item Updated"
"a8k16000000fzrIAAQ","191043505020W300","2.1","Item Updated"
"a8k16000000fxUOAAY","131122704822W303","0.8","Item Updated"
"a8k16000000g02WAAQ","111012705125W300","2.1008","Item Updated"
"a8k16000000g1mXAAQ","131102104925W302","1.396","Item Updated"
"a8k16000000g1mVAAQ","111143605025W303","1.6128","Item Updated"
"a8k16000000g1qqAAA","102053104805W400","3.95","Item Updated"
"a8k16000000g1utAAA","193013505120W300","0","Item Updated"
"a8k16000000g1iyAAA","141030505127W300","2.09424","Item Updated"
"a8k16000000g1HTAAY","111111605120W300","1.4","Item Updated"
"a8k16000000fzwnAAA","102143104605W400","2.096","Item Updated"
"a8k16000000fz64AAA","111102404920W300","1.4","Item Updated"
"a8k16000000g1JeAAI","102122204802W400","0","Item Updated"
"a8k16000000g1orAAA","191020304623W300","0.7","Item Updated"
"a8k16000000g1K2AAI","100021905302W400","0","Item Updated"
"a8k16000000g1A2AAI","111040505124W304","0.8","Item Updated"
"a8k16000000g1HBAAY","112110504922W302","2.3992","Item Updated"
"a8k16000000fzcDAAQ","111100705222W300","0","Item Updated"
"a8k16000000g1x9AAA","102081205204W400","2.0666","Item Updated"
"a8k16000000g1qQAAQ","102042205406W400","2.1","Item Updated"
"a8k16000000fykYAAQ","102150205005W402","9.3128","Item Updated"
"a8k16000000fynOAAQ","102162505307W400","3.204","Item Updated"
"a8k16000000g21CAAQ","100160105101W400","2.1","Item Updated"
"a8k16000000fynDAAQ","100110405201W400","0","Item Updated"
"a8k1L000000Kym9QAC","112082705125W302","3.2","Item Updated"
"a8k16000000g0uAAAQ","191071005022W303","2.09648","Item Updated"
"a8k16000000g0xbAAA","100052704701W400","0","Item Updated"
"a8k16000000g1uxAAA","191140504826W300","0.8","Item Updated"
"a8k16000000g1z3AAA","111133204723W300","0","Item Updated"
"a8k16000000g1zlAAA","111053304723W300","1.97904","Item Updated"
"a8k16000000g1zIAAQ","111063404924W304","0","Item Updated"
"a8k16000000g1ywAAA","112083404924W303","0","Item Updated"
"a8k16000000g1yWAAQ","111040405225W303","2.1","Item Updated"
"a8k16000000g1vlAAA","111110204921W302","2.48","Item Updated"
"a8k16000000g14cAAA","141022105223W302","0.70032","Item Updated"
"a8k16000000g13SAAQ","111063104922W303","0","Item Updated"
"a8k16000000fxU7AAI","111041605024W303","0","Item Updated"
"a8k16000000g110AAA","111062804822W302","2.4","Item Updated"
"a8k16000000g13CAAQ","111100804922W300","2.09616","Item Updated"
"a8k16000000g14hAAA","111141004825W304","2.4","Item Updated"
"a8k16000000g1DNAAY","111073304920W303","3.5","Item Updated"
"a8k16000000g1q1AAA","141051605223W300","0.2","Item Updated"
"a8k16000000fzfJAAQ","111132404820W300","2.09712","Item Updated"
"a8k16000000g1H4AAI","111121705019W303","2.57262","Item Updated"
"a8k16000000g1LaAAI","111141904919W302","1.32","Item Updated"
"a8k16000000g1D0AAI","191071104922W302","1.4","Item Updated"
"a8k1L000000KyrmQAC","111111304825W302","0","Item Updated"
"a8k16000000g0xqAAA","111091204528W300","2.79968","Item Updated"
"a8k16000000g1GuAAI","111130305020W302","0","Item Updated"
"a8k1L000000KynVQAS","192052905122W300","0","Item Updated"
"a8k1L000000KyqbQAC","100082505306W400","2.4008","Item Updated"
"a8k1L000000KyrpQAC","111142504825W302","0","Item Updated"
"a8k1L0000004CBrQAM","191121705124W302","2.1008","Item Updated"
"a8k1L000000KykbQAC","100030905305W400","2.4016","Item Updated"
"a8k16000000fxvVAAQ","111113404924W300","2.79216","Item Updated"
"a8k1L0000008OqpQAE","111140705127W304","1.19968","Item Updated"
"a8k16000000g0alAAA","1C0061704704W400","1.17","Item Updated"
"a8k16000000g04dAAA","1C0131804704W400","1.17","Item Updated"
"a8k16000000g0RJAAY","1C0131904704W400","1.17","Item Updated"
"a8k16000000g0rNAAQ","1C0141704704W400","1.17","Item Updated"
"a8k16000000g04gAAA","1C0141804704W400","1.17","Item Updated"
"a8k16000000g0V0AAI","1D0063004704W400","1.17","Item Updated"
"a8k16000000g07WAAQ","1D0071904704W400","1.17","Item Updated"
"a8k16000000g0aWAAQ","100031604704W400","1.17","Item Updated"
"a8k16000000g0rVAAQ","100071804704W400","1.17","Item Updated"
"a8k16000000g04hAAA","100151804704W400","1.17","Item Updated"
"a8k16000000g07IAAQ","102161804704W400","1.17","Item Updated"
"a8k16000000g0RFAAY","1A0111904704W400","1.17","Item Updated"
"a8k16000000g0ahAAA","1C0011704704W400","1.17","Item Updated"
"a8k16000000g0JbAAI","100020504606W400","1.2","Item Updated"
"a8k16000000fzvDAAQ","1D0013204506W400","1.2","Item Updated"
"a8k16000000g0JsAAI","1D0090504606W400","1.2","Item Updated"
"a8k16000000g0MbAAI","1D0150504606W400","1.2","Item Updated"
"a8k16000000g0H9AAI","1D0153304506W400","1.2","Item Updated"
"a8k16000000g0RbAAI","100031404505W400","2.1","Item Updated"
"a8k16000000g01RAAQ","100042304706W400","3.196","Item Updated"
"a8k16000000fyggAAA","100133204901W400","0.8008","Item Updated"
"a8k16000000g0YsAAI","100021505207W402","2.1008","Item Updated"
"a8k16000000fylTAAQ","100043105306W400","0","Item Updated"
"a8k16000000fzLjAAI","111011905122W300","2.39712","Item Updated"
"a8k16000000fzqwAAA","111023605125W300","2.4","Item Updated"
"a8k16000000fzUZAAY","111132705123W302","0","Item Updated"
"a8k16000000fxs4AAA","111051504923W300","0","Item Updated"
"a8k16000000fxkWAAQ","111063504923W300","2.09736","Item Updated"
"a8k16000000fyK0AAI","111070405022W300","1.3976","Item Updated"
"a8k16000000fxkmAAA","111101104922W303","2.0992","Item Updated"
"a8k16000000fyX8AAI","111113004922W303","2.104","Item Updated"
"a8k16000000fxtSAAQ","111131604922W303","1.4","Item Updated"
"a8k16000000fxhNAAQ","111142504923W300","2.3972","Item Updated"
"a8k16000000fySdAAI","191100704922W300","2.1","Item Updated"
"a8k16000000fyC0AAI","191153404922W300","2.09728","Item Updated"
